CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage sages-femmes
43117;Lavaudieu;1_Tres_sous_dotee
43118;Lavoûte-Chilhac;5_Sur_dotee
43119;Lavoûte-sur-Loire;3_intermediaire
43120;Lempdes-sur-Allagnon;2_Sous_dotee
43121;Léotoing;2_Sous_dotee
43122;Lissac;3_intermediaire
43123;Lorlanges;2_Sous_dotee
43124;Loudes;1_Tres_sous_dotee
43125;Lubilhac;1_Tres_sous_dotee
43126;Malrevers;3_intermediaire
43127;Malvalette;1_Tres_sous_dotee
43128;Malvières;4_Tres_dotee
43129;Le Mas-de-Tence;3_intermediaire
43130;Mazet-Saint-Voy;1_Tres_sous_dotee
43131;Mazerat-Aurouze;5_Sur_dotee
43132;Mazeyrat-d'Allier;5_Sur_dotee
43133;Mercœur;1_Tres_sous_dotee
43134;Mézères;4_Tres_dotee
43135;Le Monastier-sur-Gazeille;2_Sous_dotee
43136;Monistrol-d'Allier;4_Tres_dotee
43137;Monistrol-sur-Loire;4_Tres_dotee
43138;Monlet;3_intermediaire
43139;Montclard;5_Sur_dotee
43140;Le Monteil;3_intermediaire
43141;Montfaucon-en-Velay;1_Tres_sous_dotee
43142;Montregard;1_Tres_sous_dotee
43143;Montusclat;3_intermediaire
43144;Moudeyres;2_Sous_dotee
43145;Ouides;2_Sous_dotee
43147;Paulhac;1_Tres_sous_dotee
43148;Paulhaguet;5_Sur_dotee
43149;Pébrac;5_Sur_dotee
43150;Le Pertuis;4_Tres_dotee
43151;Pinols;5_Sur_dotee
43152;Polignac;3_intermediaire
43153;Pont-Salomon;3_intermediaire
43154;Pradelles;3_intermediaire
43155;Prades;5_Sur_dotee
43156;Présailles;2_Sous_dotee
43157;Le Puy-en-Velay;3_intermediaire
43158;Queyrières;3_intermediaire
43159;Raucoules;1_Tres_sous_dotee
43160;Rauret;2_Sous_dotee
43162;Retournac;5_Sur_dotee
43163;Riotord;1_Tres_sous_dotee
43164;Roche-en-Régnier;5_Sur_dotee
43165;Rosières;4_Tres_dotee
43166;Saint-André-de-Chalencon;5_Sur_dotee
43167;Saint-Arcons-d'Allier;5_Sur_dotee
43168;Saint-Arcons-de-Barges;3_intermediaire
43169;Saint-Austremoine;5_Sur_dotee
43170;Saint-Beauzire;1_Tres_sous_dotee
43171;Saint-Bérain;5_Sur_dotee
43172;Saint-Bonnet-le-Froid;1_Tres_sous_dotee
43173;Saint-Christophe-d'Allier;3_intermediaire
43174;Saint-Christophe-sur-Dolaison;2_Sous_dotee
43175;Saint-Cirgues;5_Sur_dotee
43177;Saint-Didier-en-Velay;3_intermediaire
43178;Saint-Didier-sur-Doulon;1_Tres_sous_dotee
43180;Saint-Étienne-du-Vigan;3_intermediaire
43181;Saint-Étienne-Lardeyrol;3_intermediaire
43182;Saint-Étienne-sur-Blesle;1_Tres_sous_dotee
43183;Sainte-Eugénie-de-Villeneuve;5_Sur_dotee
43184;Saint-Ferréol-d'Auroure;3_intermediaire
43185;Sainte-Florine;2_Sous_dotee
43186;Saint-Front;1_Tres_sous_dotee
43187;Saint-Geneys-près-Saint-Paulien;3_intermediaire
43188;Saint-Georges-d'Aurac;5_Sur_dotee
43189;Saint-Georges-Lagricol;4_Tres_dotee
43190;Saint-Germain-Laprade;3_intermediaire
43191;Saint-Géron;2_Sous_dotee
43192;Saint-Haon;2_Sous_dotee
43193;Saint-Hilaire;2_Sous_dotee
43194;Saint-Hostien;3_intermediaire
43195;Saint-Ilpize;1_Tres_sous_dotee
43196;Saint-Jean-d'Aubrigoux;4_Tres_dotee
43197;Saint-Jean-de-Nay;1_Tres_sous_dotee
43198;Saint-Jean-Lachalm;2_Sous_dotee
43199;Saint-Jeures;3_intermediaire
43200;Saint-Julien-Chapteuil;3_intermediaire
43201;Saint-Julien-d'Ance;4_Tres_dotee
43202;Saint-Julien-des-Chazes;5_Sur_dotee
43203;Saint-Julien-du-Pinet;4_Tres_dotee
43204;Saint-Julien-Molhesabate;1_Tres_sous_dotee
43205;Saint-Just-Malmont;3_intermediaire
43206;Saint-Just-près-Brioude;1_Tres_sous_dotee
43207;Saint-Laurent-Chabreuges;1_Tres_sous_dotee
43208;Sainte-Marguerite;5_Sur_dotee
43210;Saint-Martin-de-Fugères;2_Sous_dotee
43211;Saint-Maurice-de-Lignon;4_Tres_dotee
43212;Saint-Pal-de-Chalencon;4_Tres_dotee
43213;Saint-Pal-de-Mons;3_intermediaire
43214;Saint-Pal-de-Senouire;4_Tres_dotee
43215;Saint-Paul-de-Tartas;3_intermediaire
43216;Saint-Paulien;3_intermediaire
43217;Saint-Pierre-du-Champ;4_Tres_dotee
43218;Saint-Pierre-Eynac;3_intermediaire
43219;Saint-Préjet-Armandon;5_Sur_dotee
43220;Saint-Préjet-d'Allier;4_Tres_dotee
43221;Saint-Privat-d'Allier;1_Tres_sous_dotee
43222;Saint-Privat-du-Dragon;5_Sur_dotee
43223;Saint-Romain-Lachalm;1_Tres_sous_dotee
43224;Sainte-Sigolène;3_intermediaire
43225;Saint-Vénérand;3_intermediaire
43226;Saint-Vert;1_Tres_sous_dotee
43227;Saint-Victor-Malescours;3_intermediaire
43228;Saint-Victor-sur-Arlanc;4_Tres_dotee
43229;Saint-Vidal;1_Tres_sous_dotee
43230;Saint-Vincent;3_intermediaire
43231;Salettes;3_intermediaire
43232;Salzuit;5_Sur_dotee
43233;Sanssac-l'Église;1_Tres_sous_dotee
43234;Saugues;4_Tres_dotee
43236;La Séauve-sur-Semène;3_intermediaire
43237;Sembadel;4_Tres_dotee
43238;Séneujols;2_Sous_dotee
43239;Siaugues-Sainte-Marie;5_Sur_dotee
43240;Solignac-sous-Roche;5_Sur_dotee
43241;Solignac-sur-Loire;2_Sous_dotee
43242;Tailhac;5_Sur_dotee
43244;Tence;3_intermediaire
43245;Thoras;4_Tres_dotee
43246;Tiranges;4_Tres_dotee
43247;Torsiac;1_Tres_sous_dotee
43249;Valprivas;4_Tres_dotee
43250;Vals-le-Chastel;5_Sur_dotee
43251;Vals-près-le-Puy;2_Sous_dotee
43252;Varennes-Saint-Honorat;3_intermediaire
43253;Les Vastres;1_Tres_sous_dotee
43254;Vazeilles-Limandre;1_Tres_sous_dotee
43256;Venteuges;4_Tres_dotee
43257;Vergezac;1_Tres_sous_dotee
43258;Vergongheon;2_Sous_dotee
43259;Vernassal;3_intermediaire
43260;Le Vernet;1_Tres_sous_dotee
43261;Vézézoux;2_Sous_dotee
43262;Vieille-Brioude;1_Tres_sous_dotee
43263;Vielprat;3_intermediaire
43264;Villeneuve-d'Allier;1_Tres_sous_dotee
43265;Les Villettes;4_Tres_dotee
43267;Vorey;3_intermediaire
43268;Yssingeaux;4_Tres_dotee
44001;Abbaretz;3_intermediaire
44002;Aigrefeuille-sur-Maine;3_intermediaire
44003;Ancenis-Saint-Géréon;2_Sous_dotee
44005;Chaumes-en-Retz;3_intermediaire
44006;Assérac;3_intermediaire
44007;Avessac;3_intermediaire
44009;Basse-Goulaine;5_Sur_dotee
44010;Batz-sur-Mer;3_intermediaire
44012;La Bernerie-en-Retz;3_intermediaire
44013;Besné;3_intermediaire
44014;Le Bignon;4_Tres_dotee
44015;Blain;3_intermediaire
44016;La Boissière-du-Doré;3_intermediaire
44018;Bouaye;5_Sur_dotee
44019;Bouée;3_intermediaire
44020;Bouguenais;5_Sur_dotee
44021;Villeneuve-en-Retz;4_Tres_dotee
44022;Boussay;3_intermediaire
44023;Bouvron;3_intermediaire
44024;Brains;5_Sur_dotee
44025;Campbon;3_intermediaire
44026;Carquefou;5_Sur_dotee
44027;Casson;3_intermediaire
44028;Le Cellier;3_intermediaire
44029;Divatte-sur-Loire;3_intermediaire
44030;La Chapelle-des-Marais;3_intermediaire
44031;La Chapelle-Glain;1_Tres_sous_dotee
44032;La Chapelle-Heulin;3_intermediaire
44033;La Chapelle-Launay;3_intermediaire
44035;La Chapelle-sur-Erdre;3_intermediaire
44036;Châteaubriant;3_intermediaire
44037;Château-Thébaud;4_Tres_dotee
44038;Chauvé;3_intermediaire
44039;Cheix-en-Retz;3_intermediaire
44041;La Chevrolière;3_intermediaire
44043;Clisson;3_intermediaire
44044;Conquereuil;3_intermediaire
44045;Cordemais;3_intermediaire
44046;Corsept;3_intermediaire
44047;Couëron;3_intermediaire
44048;Couffé;2_Sous_dotee
44049;Le Croisic;3_intermediaire
44050;Crossac;3_intermediaire
44051;Derval;3_intermediaire
44052;Donges;4_Tres_dotee
44053;Drefféac;3_intermediaire
44054;Erbray;3_intermediaire
44055;La Baule-Escoublac;3_intermediaire
44056;Fay-de-Bretagne;3_intermediaire
44057;Fégréac;3_intermediaire
44058;Fercé;3_intermediaire
44061;Frossay;3_intermediaire
44062;Le Gâvre;3_intermediaire
44063;Gétigné;3_intermediaire
44064;Gorges;3_intermediaire
44065;Grand-Auverné;3_intermediaire
44066;Grandchamp-des-Fontaines;3_intermediaire
44067;Guémené-Penfao;3_intermediaire
44068;Guenrouet;3_intermediaire
44069;Guérande;3_intermediaire
44070;La Haie-Fouassière;4_Tres_dotee
44071;Haute-Goulaine;5_Sur_dotee
44072;Herbignac;3_intermediaire
44073;Héric;3_intermediaire
44074;Indre;3_intermediaire
44075;Issé;3_intermediaire
44076;Jans;3_intermediaire
44077;Joué-sur-Erdre;3_intermediaire
44078;Juigné-des-Moutiers;2_Sous_dotee
44079;Le Landreau;3_intermediaire
44080;Lavau-sur-Loire;3_intermediaire
44081;Legé;3_intermediaire
44082;Ligné;3_intermediaire
44083;La Limouzinière;3_intermediaire
44084;Le Loroux-Bottereau;3_intermediaire
44085;Louisfert;3_intermediaire
44086;Lusanger;3_intermediaire
44087;Machecoul-Saint-Même;4_Tres_dotee
44088;Maisdon-sur-Sèvre;3_intermediaire
44089;Malville;3_intermediaire
44090;La Marne;4_Tres_dotee
44091;Marsac-sur-Don;3_intermediaire
44092;Massérac;3_intermediaire
44094;Mauves-sur-Loire;5_Sur_dotee
44095;La Meilleraye-de-Bretagne;3_intermediaire
44096;Mésanger;2_Sous_dotee
44097;Mesquer;3_intermediaire
44098;Missillac;3_intermediaire
44099;Moisdon-la-Rivière;3_intermediaire
44100;Monnières;3_intermediaire
44101;La Montagne;3_intermediaire
44102;Montbert;3_intermediaire
44103;Montoir-de-Bretagne;4_Tres_dotee
44104;Montrelais;3_intermediaire
44105;Mouais;3_intermediaire
44106;Les Moutiers-en-Retz;3_intermediaire
44107;Mouzeil;3_intermediaire
44108;Mouzillon;3_intermediaire
44109;Nantes;3_intermediaire
44110;Nort-sur-Erdre;3_intermediaire
44111;Notre-Dame-des-Landes;3_intermediaire
44112;Noyal-sur-Brutz;3_intermediaire
44113;Nozay;3_intermediaire
44114;Orvault;4_Tres_dotee
44115;Oudon;2_Sous_dotee
44116;Paimbœuf;3_intermediaire
44117;Le Pallet;3_intermediaire
44118;Pannecé;2_Sous_dotee
44119;Paulx;4_Tres_dotee
44120;Le Pellerin;3_intermediaire
44121;Petit-Auverné;3_intermediaire
44122;Petit-Mars;3_intermediaire
44123;Pierric;3_intermediaire
44124;Le Pin;1_Tres_sous_dotee
44125;Piriac-sur-Mer;3_intermediaire
44126;La Plaine-sur-Mer;3_intermediaire
44127;La Planche;3_intermediaire
44128;Plessé;3_intermediaire
44129;Pontchâteau;3_intermediaire
44130;Pont-Saint-Martin;4_Tres_dotee
44131;Pornic;3_intermediaire
44132;Pornichet;3_intermediaire
44133;Port-Saint-Père;3_intermediaire
44134;Pouillé-les-Côteaux;2_Sous_dotee
44135;Le Pouliguen;3_intermediaire
44136;Préfailles;3_intermediaire
44137;Prinquiau;3_intermediaire
44138;Puceul;3_intermediaire
44139;Quilly;3_intermediaire
44140;La Regrippière;3_intermediaire
44141;La Remaudière;3_intermediaire
44142;Remouillé;3_intermediaire
44143;Rezé;5_Sur_dotee
44144;Riaillé;2_Sous_dotee
44145;Rouans;3_intermediaire
44146;Rougé;3_intermediaire
44148;Ruffigné;3_intermediaire
44149;Saffré;3_intermediaire
44150;Saint-Aignan-Grandlieu;5_Sur_dotee
44151;Saint-André-des-Eaux;3_intermediaire
44152;Sainte-Anne-sur-Brivet;3_intermediaire
44153;Saint-Aubin-des-Châteaux;3_intermediaire
44154;Saint-Brevin-les-Pins;3_intermediaire
44155;Saint-Colomban;3_intermediaire
44156;Corcoué-sur-Logne;3_intermediaire
44157;Saint-Étienne-de-Mer-Morte;4_Tres_dotee
44158;Saint-Étienne-de-Montluc;3_intermediaire
44159;Saint-Fiacre-sur-Maine;4_Tres_dotee
44161;Saint-Gildas-des-Bois;3_intermediaire
44162;Saint-Herblain;4_Tres_dotee
44163;Vair-sur-Loire;2_Sous_dotee
44164;Saint-Hilaire-de-Chaléons;3_intermediaire
44165;Saint-Hilaire-de-Clisson;3_intermediaire
44166;Saint-Jean-de-Boiseau;3_intermediaire
44168;Saint-Joachim;3_intermediaire
44169;Saint-Julien-de-Concelles;3_intermediaire
44170;Saint-Julien-de-Vouvantes;3_intermediaire
44171;Saint-Léger-les-Vignes;5_Sur_dotee
44172;Sainte-Luce-sur-Loire;5_Sur_dotee
44173;Saint-Lumine-de-Clisson;3_intermediaire
44174;Saint-Lumine-de-Coutais;3_intermediaire
44175;Saint-Lyphard;3_intermediaire
44176;Saint-Malo-de-Guersac;4_Tres_dotee
44178;Saint-Mars-de-Coutais;3_intermediaire
44179;Saint-Mars-du-Désert;3_intermediaire
44180;Vallons-de-l'Erdre;1_Tres_sous_dotee
44182;Saint-Michel-Chef-Chef;3_intermediaire
44183;Saint-Molf;3_intermediaire
44184;Saint-Nazaire;4_Tres_dotee
44185;Saint-Nicolas-de-Redon;3_intermediaire
44186;Sainte-Pazanne;3_intermediaire
44187;Saint-Père-en-Retz;3_intermediaire
44188;Saint-Philbert-de-Grand-Lieu;3_intermediaire
44189;Sainte-Reine-de-Bretagne;3_intermediaire
44190;Saint-Sébastien-sur-Loire;5_Sur_dotee
44192;Saint-Viaud;3_intermediaire
44193;Saint-Vincent-des-Landes;3_intermediaire
44194;Sautron;3_intermediaire
44195;Savenay;3_intermediaire
44196;Sévérac;3_intermediaire
44197;Sion-les-Mines;3_intermediaire
44198;Les Sorinières;4_Tres_dotee
44199;Soudan;3_intermediaire
44200;Soulvache;3_intermediaire
44201;Sucé-sur-Erdre;3_intermediaire
44202;Teillé;2_Sous_dotee
44203;Le Temple-de-Bretagne;3_intermediaire
44204;Thouaré-sur-Loire;5_Sur_dotee
44205;Les Touches;3_intermediaire
44206;Touvois;3_intermediaire
44207;Trans-sur-Erdre;3_intermediaire
44208;Treffieux;3_intermediaire
44209;Treillières;3_intermediaire
44210;Trignac;4_Tres_dotee
44211;La Turballe;3_intermediaire
44212;Vallet;3_intermediaire
44213;Loireauxence;1_Tres_sous_dotee
44214;Vay;3_intermediaire
44215;Vertou;4_Tres_dotee
44216;Vieillevigne;3_intermediaire
44217;Vigneux-de-Bretagne;3_intermediaire
44218;Villepot;3_intermediaire
44220;Vue;3_intermediaire
44221;La Chevallerais;3_intermediaire
44222;La Roche-Blanche;2_Sous_dotee
44223;Geneston;3_intermediaire
44224;La Grigonnais;3_intermediaire
45001;Adon;3_intermediaire
45002;Aillant-sur-Milleron;3_intermediaire
45004;Amilly;3_intermediaire
45005;Andonville;1_Tres_sous_dotee
45006;Ardon;3_intermediaire
45008;Artenay;2_Sous_dotee
45009;Aschères-le-Marché;3_intermediaire
45010;Ascoux;3_intermediaire
45011;Attray;3_intermediaire
45012;Audeville;1_Tres_sous_dotee
45013;Augerville-la-Rivière;1_Tres_sous_dotee
45014;Aulnay-la-Rivière;1_Tres_sous_dotee
45015;Autruy-sur-Juine;1_Tres_sous_dotee
45016;Autry-le-Châtel;2_Sous_dotee
45017;Auvilliers-en-Gâtinais;2_Sous_dotee
45018;Auxy;1_Tres_sous_dotee
45019;Baccon;3_intermediaire
45020;Le Bardon;3_intermediaire
45021;Barville-en-Gâtinais;1_Tres_sous_dotee
45022;Batilly-en-Gâtinais;1_Tres_sous_dotee
45023;Batilly-en-Puisaye;3_intermediaire
45024;Baule;3_intermediaire
45025;Bazoches-les-Gallerandes;3_intermediaire
45026;Bazoches-sur-le-Betz;1_Tres_sous_dotee
45027;Beauchamps-sur-Huillard;2_Sous_dotee
45028;Beaugency;3_intermediaire
45029;Beaulieu-sur-Loire;3_intermediaire
45030;Beaune-la-Rolande;1_Tres_sous_dotee
45031;Bellegarde;2_Sous_dotee
45032;Le Bignon-Mirabeau;3_intermediaire
45033;Boësses;1_Tres_sous_dotee
45034;Boigny-sur-Bionne;3_intermediaire
45035;Boiscommun;1_Tres_sous_dotee
45036;Boismorand;3_intermediaire
45037;Boisseaux;1_Tres_sous_dotee
45038;Bondaroy;3_intermediaire
45039;Bonnée;3_intermediaire
45040;Bonny-sur-Loire;3_intermediaire
45041;Bordeaux-en-Gâtinais;1_Tres_sous_dotee
45042;Les Bordes;3_intermediaire
45043;Bou;3_intermediaire
45044;Bougy-lez-Neuville;3_intermediaire
45045;Bouilly-en-Gâtinais;3_intermediaire
45046;Boulay-les-Barres;3_intermediaire
45047;Bouzonville-aux-Bois;3_intermediaire
45049;Bouzy-la-Forêt;3_intermediaire
45050;Boynes;1_Tres_sous_dotee
45051;Bray-Saint-Aignan;3_intermediaire
45052;Breteau;2_Sous_dotee
45053;Briare;3_intermediaire
45054;Briarres-sur-Essonne;1_Tres_sous_dotee
45055;Bricy;3_intermediaire
45056;Bromeilles;1_Tres_sous_dotee
45058;Bucy-le-Roi;3_intermediaire
45059;Bucy-Saint-Liphard;3_intermediaire
45060;La Bussière;3_intermediaire
45061;Cepoy;3_intermediaire
45062;Cercottes;3_intermediaire
45063;Cerdon;3_intermediaire
45064;Cernoy-en-Berry;3_intermediaire
45065;Césarville-Dossainville;3_intermediaire
45066;Chailly-en-Gâtinais;3_intermediaire
45067;Chaingy;3_intermediaire
45068;Châlette-sur-Loing;3_intermediaire
45069;Chambon-la-Forêt;1_Tres_sous_dotee
45070;Champoulet;2_Sous_dotee
45072;Chanteau;3_intermediaire
45073;Chantecoq;1_Tres_sous_dotee
45074;La Chapelle-Onzerain;3_intermediaire
45075;La Chapelle-Saint-Mesmin;3_intermediaire
45076;La Chapelle-Saint-Sépulcre;2_Sous_dotee
45077;La Chapelle-sur-Aveyron;3_intermediaire
45078;Chapelon;2_Sous_dotee
45079;Le Charme;3_intermediaire
45080;Charmont-en-Beauce;3_intermediaire
45081;Charsonville;3_intermediaire
45082;Châteauneuf-sur-Loire;2_Sous_dotee
45083;Château-Renard;3_intermediaire
45084;Châtenoy;2_Sous_dotee
45085;Châtillon-Coligny;3_intermediaire
45086;Châtillon-le-Roi;3_intermediaire
45087;Châtillon-sur-Loire;3_intermediaire
45088;Chaussy;3_intermediaire
45089;Chécy;3_intermediaire
45091;Chevannes;1_Tres_sous_dotee
45092;Chevillon-sur-Huillard;3_intermediaire
45093;Chevilly;3_intermediaire
45094;Chevry-sous-le-Bignon;3_intermediaire
45095;Chilleurs-aux-Bois;3_intermediaire
45096;Les Choux;2_Sous_dotee
45097;Chuelles;1_Tres_sous_dotee
45098;Cléry-Saint-André;3_intermediaire
45099;Coinces;3_intermediaire
45100;Combleux;3_intermediaire
45101;Combreux;2_Sous_dotee
45102;Conflans-sur-Loing;3_intermediaire
45103;Corbeilles;1_Tres_sous_dotee
45104;Corquilleroy;3_intermediaire
45105;Cortrat;3_intermediaire
45107;Coudroy;3_intermediaire
45108;Coullons;2_Sous_dotee
45109;Coulmiers;3_intermediaire
45110;Courcelles-le-Roi;1_Tres_sous_dotee
45111;Courcy-aux-Loges;3_intermediaire
45112;La Cour-Marigny;3_intermediaire
45113;Courtemaux;1_Tres_sous_dotee
45114;Courtempierre;3_intermediaire
45115;Courtenay;1_Tres_sous_dotee
45116;Cravant;3_intermediaire
45118;Crottes-en-Pithiverais;3_intermediaire
45119;Dadonville;3_intermediaire
45120;Dammarie-en-Puisaye;3_intermediaire
45121;Dammarie-sur-Loing;3_intermediaire
45122;Dampierre-en-Burly;3_intermediaire
45123;Darvoy;3_intermediaire
45124;Desmonts;1_Tres_sous_dotee
45125;Dimancheville;1_Tres_sous_dotee
45126;Donnery;3_intermediaire
45127;Dordives;3_intermediaire
45129;Douchy-Montcorbon;3_intermediaire
45130;Dry;3_intermediaire
45131;Échilleuses;1_Tres_sous_dotee
45132;Égry;1_Tres_sous_dotee
45133;Engenville;3_intermediaire
45134;Épieds-en-Beauce;3_intermediaire
45135;Erceville;1_Tres_sous_dotee
45136;Ervauville;1_Tres_sous_dotee
45137;Escrennes;3_intermediaire
45138;Escrignelles;3_intermediaire
45139;Estouy;3_intermediaire
45141;Faverelles;3_intermediaire
45142;Fay-aux-Loges;3_intermediaire
45143;Feins-en-Gâtinais;3_intermediaire
45144;Férolles;3_intermediaire
45145;Ferrières-en-Gâtinais;1_Tres_sous_dotee
45146;La Ferté-Saint-Aubin;1_Tres_sous_dotee
45147;Fleury-les-Aubrais;3_intermediaire
45148;Fontenay-sur-Loing;1_Tres_sous_dotee
45149;Foucherolles;1_Tres_sous_dotee
45150;Fréville-du-Gâtinais;2_Sous_dotee
45151;Gaubertin;1_Tres_sous_dotee
45152;Gémigny;3_intermediaire
45153;Germigny-des-Prés;2_Sous_dotee
45154;Gidy;3_intermediaire
45155;Gien;2_Sous_dotee
45156;Girolles;2_Sous_dotee
45157;Givraines;3_intermediaire
45158;Gondreville;2_Sous_dotee
45159;Grangermont;1_Tres_sous_dotee
45160;Greneville-en-Beauce;3_intermediaire
45161;Griselles;1_Tres_sous_dotee
45162;Guigneville;3_intermediaire
45164;Guilly;2_Sous_dotee
45165;Gy-les-Nonains;1_Tres_sous_dotee
45166;Huêtre;3_intermediaire
45167;Huisseau-sur-Mauves;3_intermediaire
45168;Ingrannes;2_Sous_dotee
45169;Ingré;3_intermediaire
45170;Intville-la-Guétard;1_Tres_sous_dotee
45171;Isdes;3_intermediaire
45173;Jargeau;3_intermediaire
45174;Jouy-en-Pithiverais;3_intermediaire
45175;Jouy-le-Potier;1_Tres_sous_dotee
45176;Juranville;1_Tres_sous_dotee
45177;Laas;3_intermediaire
45178;Ladon;2_Sous_dotee
45179;Lailly-en-Val;3_intermediaire
45180;Langesse;3_intermediaire
45181;Léouville;2_Sous_dotee
45182;Ligny-le-Ribault;1_Tres_sous_dotee
45183;Lion-en-Beauce;2_Sous_dotee
45184;Lion-en-Sullias;3_intermediaire
45185;Lombreuil;3_intermediaire
45186;Lorcy;1_Tres_sous_dotee
45187;Lorris;3_intermediaire
45188;Loury;3_intermediaire
45189;Louzouer;1_Tres_sous_dotee
45191;Le Malesherbois;1_Tres_sous_dotee
45193;Marcilly-en-Villette;1_Tres_sous_dotee
45194;Mardié;3_intermediaire
45195;Mareau-aux-Bois;3_intermediaire
45196;Mareau-aux-Prés;3_intermediaire
45197;Marigny-les-Usages;3_intermediaire
45198;Marsainvilliers;3_intermediaire
45199;Melleroy;3_intermediaire
45200;Ménestreau-en-Villette;1_Tres_sous_dotee
45201;Mérinville;1_Tres_sous_dotee
45202;Messas;3_intermediaire
45203;Meung-sur-Loire;3_intermediaire
45204;Mézières-lez-Cléry;3_intermediaire
45205;Mézières-en-Gâtinais;1_Tres_sous_dotee
45206;Mignères;2_Sous_dotee
45207;Mignerette;2_Sous_dotee
45208;Montargis;3_intermediaire
45209;Montbarrois;1_Tres_sous_dotee
45210;Montbouy;3_intermediaire
45212;Montcresson;3_intermediaire
45213;Montereau;3_intermediaire
45214;Montigny;3_intermediaire
45215;Montliard;2_Sous_dotee
45216;Mormant-sur-Vernisson;3_intermediaire
45217;Morville-en-Beauce;3_intermediaire
45218;Le Moulinet-sur-Solin;3_intermediaire
45219;Moulon;3_intermediaire
45220;Nancray-sur-Rimarde;1_Tres_sous_dotee
45222;Nargis;1_Tres_sous_dotee
45223;Nesploy;2_Sous_dotee
45224;Neuville-aux-Bois;3_intermediaire
45225;La Neuville-sur-Essonne;1_Tres_sous_dotee
45226;Neuvy-en-Sullias;2_Sous_dotee
45227;Nevoy;2_Sous_dotee
45228;Nibelle;1_Tres_sous_dotee
45229;Nogent-sur-Vernisson;3_intermediaire
45230;Noyers;3_intermediaire
45231;Oison;3_intermediaire
45232;Olivet;3_intermediaire
45233;Ondreville-sur-Essonne;1_Tres_sous_dotee
45234;Orléans;3_intermediaire
45235;Ormes;3_intermediaire
45237;Orville;1_Tres_sous_dotee
45238;Ousson-sur-Loire;3_intermediaire
45239;Oussoy-en-Gâtinais;3_intermediaire
45240;Outarville;2_Sous_dotee
45241;Ouvrouer-les-Champs;3_intermediaire
45242;Ouzouer-des-Champs;3_intermediaire
45243;Ouzouer-sous-Bellegarde;2_Sous_dotee
45244;Ouzouer-sur-Loire;3_intermediaire
45245;Ouzouer-sur-Trézée;3_intermediaire
45246;Pannecières;1_Tres_sous_dotee
45247;Pannes;3_intermediaire
45248;Patay;3_intermediaire
45249;Paucourt;3_intermediaire
45250;Pers-en-Gâtinais;1_Tres_sous_dotee
45251;Pierrefitte-ès-Bois;3_intermediaire
45252;Pithiviers;3_intermediaire
45253;Pithiviers-le-Vieil;3_intermediaire
45254;Poilly-lez-Gien;2_Sous_dotee
45255;Préfontaines;3_intermediaire
45256;Presnoy;3_intermediaire
45257;Pressigny-les-Pins;3_intermediaire
45258;Puiseaux;1_Tres_sous_dotee
45259;Quiers-sur-Bezonde;2_Sous_dotee
45260;Ramoulu;3_intermediaire
45261;Rebréchien;3_intermediaire
45262;Rouvray-Sainte-Croix;3_intermediaire
45263;Rouvres-Saint-Jean;1_Tres_sous_dotee
45264;Rozières-en-Beauce;3_intermediaire
45265;Rozoy-le-Vieil;1_Tres_sous_dotee
45266;Ruan;3_intermediaire
45268;Saint-Aignan-le-Jaillard;3_intermediaire
45269;Saint-Ay;3_intermediaire
45270;Saint-Benoît-sur-Loire;3_intermediaire
45271;Saint-Brisson-sur-Loire;2_Sous_dotee
45272;Saint-Cyr-en-Val;3_intermediaire
45273;Saint-Denis-de-l'Hôtel;3_intermediaire
45274;Saint-Denis-en-Val;3_intermediaire
45275;Saint-Firmin-des-Bois;3_intermediaire
45276;Saint-Firmin-sur-Loire;3_intermediaire
45277;Saint-Florent;3_intermediaire
45278;Sainte-Geneviève-des-Bois;3_intermediaire
45279;Saint-Germain-des-Prés;2_Sous_dotee
45280;Saint-Gondon;2_Sous_dotee
45281;Saint-Hilaire-les-Andrésis;1_Tres_sous_dotee
45282;Saint-Hilaire-Saint-Mesmin;3_intermediaire
45283;Saint-Hilaire-sur-Puiseaux;3_intermediaire
45284;Saint-Jean-de-Braye;3_intermediaire
45285;Saint-Jean-de-la-Ruelle;3_intermediaire
45286;Saint-Jean-le-Blanc;3_intermediaire
45288;Saint-Loup-des-Vignes;1_Tres_sous_dotee
45289;Saint-Lyé-la-Forêt;3_intermediaire
45290;Saint-Martin-d'Abbat;2_Sous_dotee
45291;Saint-Martin-sur-Ocre;2_Sous_dotee
45292;Saint-Maurice-sur-Aveyron;3_intermediaire
45293;Saint-Maurice-sur-Fessard;3_intermediaire
45294;Saint-Michel;1_Tres_sous_dotee
45296;Saint-Péravy-la-Colombe;3_intermediaire
45297;Saint-Père-sur-Loire;3_intermediaire
45298;Saint-Pryvé-Saint-Mesmin;3_intermediaire
45299;Saint-Sigismond;3_intermediaire
45300;Sandillon;3_intermediaire
45301;Santeau;3_intermediaire
45302;Saran;3_intermediaire
45303;Sceaux-du-Gâtinais;1_Tres_sous_dotee
45305;Seichebrières;2_Sous_dotee
45306;La Selle-en-Hermoy;1_Tres_sous_dotee
45307;La Selle-sur-le-Bied;1_Tres_sous_dotee
45308;Semoy;3_intermediaire
45309;Sennely;1_Tres_sous_dotee
45310;Sermaises;1_Tres_sous_dotee
