CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage orthophonistes
84130;Suzette;3_intermediaire
84131;Taillades;3_intermediaire
84132;Le Thor;3_intermediaire
84133;La Tour-d'Aigues;3_intermediaire
84134;Travaillan;3_intermediaire
84135;Uchaux;3_intermediaire
84136;Vacqueyras;3_intermediaire
84137;Vaison-la-Romaine;3_intermediaire
84138;Valréas;1b_Sous_dense
84139;Fontaine-de-Vaucluse;3_intermediaire
84140;Vaugines;4_Tres_dotee
84141;Vedène;3_intermediaire
84142;Velleron;3_intermediaire
84143;Venasque;3_intermediaire
84144;Viens;3_intermediaire
84145;Villars;3_intermediaire
84146;Villedieu;3_intermediaire
84147;Villelaure;4_Tres_dotee
84148;Villes-sur-Auzon;3_intermediaire
84149;Violès;3_intermediaire
84150;Visan;1b_Sous_dense
84151;Vitrolles-en-Lubéron;3_intermediaire
85001;L'Aiguillon-la-Presqu'île;3_intermediaire
85002;L'Aiguillon-sur-Vie;3_intermediaire
85003;Aizenay;3_intermediaire
85004;Angles;3_intermediaire
85005;Antigny;1b_Sous_dense
85006;Apremont;3_intermediaire
85008;Aubigny-Les Clouzeaux;3_intermediaire
85009;Auchay-sur-Vendée;1b_Sous_dense
85010;Avrillé;3_intermediaire
85011;Barbâtre;1b_Sous_dense
85012;La Barre-de-Monts;3_intermediaire
85013;Bazoges-en-Paillers;3_intermediaire
85014;Bazoges-en-Pareds;1b_Sous_dense
85015;Beaufou;3_intermediaire
85016;Beaulieu-sous-la-Roche;3_intermediaire
85017;Beaurepaire;3_intermediaire
85018;Beauvoir-sur-Mer;3_intermediaire
85019;Bellevigny;3_intermediaire
85020;Benet;3_intermediaire
85021;La Bernardière;3_intermediaire
85022;Le Bernard;3_intermediaire
85023;Bessay;1b_Sous_dense
85024;Bois-de-Céné;3_intermediaire
85025;La Boissière-de-Montaigu;3_intermediaire
85026;La Boissière-des-Landes;3_intermediaire
85028;Bouillé-Courdault;3_intermediaire
85029;Bouin;3_intermediaire
85031;Le Boupère;1b_Sous_dense
85033;Bourneau;1b_Sous_dense
85034;Bournezeau;1b_Sous_dense
85035;Bretignolles-sur-Mer;1b_Sous_dense
85036;La Bretonnière-la-Claye;3_intermediaire
85038;Les Brouzils;3_intermediaire
85039;La Bruffière;3_intermediaire
85040;La Caillère-Saint-Hilaire;1b_Sous_dense
85042;Chaillé-les-Marais;3_intermediaire
85045;La Chaize-Giraud;1b_Sous_dense
85046;La Chaize-le-Vicomte;3_intermediaire
85047;Challans;3_intermediaire
85049;Champagné-les-Marais;3_intermediaire
85050;Le Champ-Saint-Père;3_intermediaire
85051;Chantonnay;1b_Sous_dense
85054;La Chapelle-Hermier;1b_Sous_dense
85055;La Chapelle-Palluau;3_intermediaire
85056;La Chapelle-Thémer;1b_Sous_dense
85058;Chasnais;3_intermediaire
85059;La Châtaigneraie;1b_Sous_dense
85061;Château-Guibert;1b_Sous_dense
85062;Châteauneuf;3_intermediaire
85064;Chauché;1b_Sous_dense
85065;Chavagnes-en-Paillers;3_intermediaire
85066;Chavagnes-les-Redoux;1b_Sous_dense
85067;Cheffois;1b_Sous_dense
85070;Coëx;3_intermediaire
85071;Commequiers;3_intermediaire
85072;La Copechagnière;3_intermediaire
85073;Corpe;1b_Sous_dense
85074;La Couture;1b_Sous_dense
85076;Cugand;3_intermediaire
85077;Curzon;3_intermediaire
85078;Damvix;3_intermediaire
85080;Doix lès Fontaines;1b_Sous_dense
85081;Dompierre-sur-Yon;3_intermediaire
85082;Les Epesses;3_intermediaire
85083;L'Épine;1b_Sous_dense
85084;Essarts en Bocage;1b_Sous_dense
85086;Falleron;3_intermediaire
85087;Faymoreau;1b_Sous_dense
85088;Le Fenouiller;3_intermediaire
85089;La Ferrière;3_intermediaire
85090;Sèvremont;1b_Sous_dense
85092;Fontenay-le-Comte;1b_Sous_dense
85093;Fougeré;3_intermediaire
85094;Foussais-Payré;1b_Sous_dense
85095;Froidfond;3_intermediaire
85096;La Garnache;3_intermediaire
85097;La Gaubretière;3_intermediaire
85098;La Genétouze;3_intermediaire
85099;Le Girouard;1b_Sous_dense
85100;Givrand;3_intermediaire
85101;Le Givre;3_intermediaire
85102;Grand'Landes;3_intermediaire
85103;Grosbreuil;3_intermediaire
85104;Grues;3_intermediaire
85105;Le Gué-de-Velluire;3_intermediaire
85106;La Guérinière;1b_Sous_dense
85108;L'Herbergement;3_intermediaire
85109;Les Herbiers;3_intermediaire
85110;L'Hermenault;1b_Sous_dense
85111;L'Île-d'Elle;3_intermediaire
85112;L'Île-d'Olonne;3_intermediaire
85113;L'Île-d'Yeu;3_intermediaire
85114;Jard-sur-Mer;5_Sur_dotee
85115;La Jaudonnière;1b_Sous_dense
85116;La Jonchère;3_intermediaire
85117;Lairoux;3_intermediaire
85118;Landeronde;1b_Sous_dense
85119;Les Landes-Genusson;3_intermediaire
85120;Landevieille;1b_Sous_dense
85121;Le Langon;1b_Sous_dense
85123;Liez;3_intermediaire
85125;Loge-Fougereuse;1b_Sous_dense
85126;Longèves;1b_Sous_dense
85127;Longeville-sur-Mer;3_intermediaire
85128;Luçon;3_intermediaire
85129;Les Lucs-sur-Boulogne;3_intermediaire
85130;Maché;3_intermediaire
85131;Les Magnils-Reigniers;3_intermediaire
85132;Maillé;1b_Sous_dense
85133;Maillezais;1b_Sous_dense
85134;Mallièvre;1b_Sous_dense
85135;Mareuil-sur-Lay-Dissais;1b_Sous_dense
85136;Marillet;1b_Sous_dense
85137;Marsais-Sainte-Radégonde;1b_Sous_dense
85138;Martinet;1b_Sous_dense
85139;Le Mazeau;3_intermediaire
85140;La Meilleraie-Tillay;1b_Sous_dense
85141;Menomblet;1b_Sous_dense
85142;La Merlatière;1b_Sous_dense
85143;Mervent;1b_Sous_dense
85144;Mesnard-la-Barotière;3_intermediaire
85145;Monsireigne;1b_Sous_dense
85146;Montaigu-Vendée;3_intermediaire
85147;Montournais;1b_Sous_dense
85148;Montreuil;1b_Sous_dense
85149;Moreilles;3_intermediaire
85151;Mortagne-sur-Sèvre;3_intermediaire
85152;Les Achards;1b_Sous_dense
85153;Mouchamps;3_intermediaire
85154;Mouilleron-Saint-Germain;1b_Sous_dense
85155;Mouilleron-le-Captif;3_intermediaire
85156;Moutiers-les-Mauxfaits;3_intermediaire
85157;Moutiers-sur-le-Lay;1b_Sous_dense
85158;Mouzeuil-Saint-Martin;1b_Sous_dense
85159;Nalliers;3_intermediaire
85160;Nesmy;3_intermediaire
85161;Nieul-le-Dolent;3_intermediaire
85162;Rives-d'Autise;1b_Sous_dense
85163;Noirmoutier-en-l'Île;1b_Sous_dense
85164;Notre-Dame-de-Monts;3_intermediaire
85165;L'Oie;1b_Sous_dense
85167;L'Orbrie;1b_Sous_dense
85169;Palluau;3_intermediaire
85171;Péault;1b_Sous_dense
85172;Le Perrier;3_intermediaire
85174;Petosse;1b_Sous_dense
85175;Les Pineaux;1b_Sous_dense
85176;Pissotte;1b_Sous_dense
85177;Les Velluire-sur-Vendée;1b_Sous_dense
85178;Le Poiré-sur-Vie;3_intermediaire
85179;Poiroux;3_intermediaire
85181;Pouillé;1b_Sous_dense
85182;Pouzauges;1b_Sous_dense
85184;Puy-de-Serre;1b_Sous_dense
85185;Puyravault;3_intermediaire
85186;La Rabatelière;3_intermediaire
85187;Réaumur;1b_Sous_dense
85188;La Réorthe;3_intermediaire
85189;Notre-Dame-de-Riez;3_intermediaire
85190;Rocheservière;3_intermediaire
85191;La Roche-sur-Yon;3_intermediaire
85192;Rochetrejoux;3_intermediaire
85193;Rosnay;1b_Sous_dense
85194;Les Sables-d'Olonne;3_intermediaire
85196;Saint-André-Goule-d'Oie;3_intermediaire
85197;Montréverd;3_intermediaire
85198;Saint-Aubin-des-Ormeaux;3_intermediaire
85199;Saint-Aubin-la-Plaine;3_intermediaire
85200;Saint-Avaugourd-des-Landes;3_intermediaire
85201;Saint-Benoist-sur-Mer;3_intermediaire
85202;Sainte-Cécile;1b_Sous_dense
85204;Saint-Christophe-du-Ligneron;3_intermediaire
85205;Saint-Cyr-des-Gâts;1b_Sous_dense
85206;Saint-Cyr-en-Talmondais;3_intermediaire
85207;Saint-Denis-du-Payré;3_intermediaire
85208;Saint-Denis-la-Chevasse;3_intermediaire
85209;Saint-Étienne-de-Brillouet;3_intermediaire
85210;Saint-Étienne-du-Bois;3_intermediaire
85211;Sainte-Flaive-des-Loups;3_intermediaire
85212;Sainte-Florence;1b_Sous_dense
85213;Rives de l'Yon;3_intermediaire
85214;Sainte-Foy;3_intermediaire
85215;Saint-Fulgent;3_intermediaire
85216;Sainte-Gemme-la-Plaine;3_intermediaire
85218;Saint-Georges-de-Pointindoux;1b_Sous_dense
85220;Saint-Germain-de-Prinçay;1b_Sous_dense
85221;Saint-Gervais;3_intermediaire
85222;Saint-Gilles-Croix-de-Vie;3_intermediaire
85223;Sainte-Hermine;3_intermediaire
85226;Saint-Hilaire-de-Riez;3_intermediaire
85227;Saint-Hilaire-des-Loges;1b_Sous_dense
85229;Saint-Hilaire-de-Voust;1b_Sous_dense
85231;Saint-Hilaire-la-Forêt;3_intermediaire
85232;Saint-Hilaire-le-Vouhis;1b_Sous_dense
85233;Saint-Jean-de-Beugné;3_intermediaire
85234;Saint-Jean-de-Monts;3_intermediaire
85235;Saint-Juire-Champgillon;3_intermediaire
85236;Saint-Julien-des-Landes;1b_Sous_dense
85237;Saint-Laurent-de-la-Salle;1b_Sous_dense
85238;Saint-Laurent-sur-Sèvre;3_intermediaire
85239;Saint-Maixent-sur-Vie;3_intermediaire
85240;Saint-Malô-du-Bois;3_intermediaire
85242;Saint-Mars-la-Réorthe;3_intermediaire
85243;Brem-sur-Mer;1b_Sous_dense
85244;Saint-Martin-de-Fraigneau;1b_Sous_dense
85245;Saint-Martin-des-Fontaines;1b_Sous_dense
85246;Saint-Martin-des-Noyers;1b_Sous_dense
85247;Saint-Martin-des-Tilleuls;3_intermediaire
85248;Saint-Martin-Lars-en-Sainte-Hermine;1b_Sous_dense
85250;Saint-Mathurin;3_intermediaire
85251;Saint-Maurice-des-Noues;1b_Sous_dense
85252;Saint-Maurice-le-Girard;1b_Sous_dense
85254;Saint-Mesmin;1b_Sous_dense
85255;Saint-Michel-en-l'Herm;3_intermediaire
85256;Saint-Michel-le-Cloucq;1b_Sous_dense
85259;Saint-Paul-en-Pareds;3_intermediaire
85260;Saint-Paul-Mont-Penit;3_intermediaire
85261;Sainte-Pexine;1b_Sous_dense
85262;Saint-Philbert-de-Bouaine;3_intermediaire
85264;Saint-Pierre-du-Chemin;1b_Sous_dense
85265;Saint-Pierre-le-Vieux;1b_Sous_dense
85266;Saint-Prouant;1b_Sous_dense
85267;Sainte-Radégonde-des-Noyers;3_intermediaire
85268;Saint-Révérend;3_intermediaire
85269;Saint-Sigismond;3_intermediaire
85273;Saint-Urbain;3_intermediaire
85274;Saint-Valérien;1b_Sous_dense
85276;Saint-Vincent-Sterlanges;1b_Sous_dense
85277;Saint-Vincent-sur-Graon;3_intermediaire
85278;Saint-Vincent-sur-Jard;5_Sur_dotee
85280;Sallertaine;3_intermediaire
85281;Sérigné;1b_Sous_dense
85282;Sigournais;1b_Sous_dense
85284;Soullans;3_intermediaire
85285;Le Tablier;3_intermediaire
85286;La Taillée;3_intermediaire
85287;Tallud-Sainte-Gemme;1b_Sous_dense
85288;Talmont-Saint-Hilaire;3_intermediaire
85289;Terval;1b_Sous_dense
85290;Thiré;3_intermediaire
85291;Thorigny;3_intermediaire
85292;Rives-du-Fougerais;1b_Sous_dense
85293;Tiffauges;3_intermediaire
85294;La Tranche-sur-Mer;3_intermediaire
85295;Treize-Septiers;3_intermediaire
85296;Treize-Vents;1b_Sous_dense
85297;Triaize;3_intermediaire
85298;Vairé;3_intermediaire
85300;Venansault;3_intermediaire
85301;Vendrennes;3_intermediaire
85302;Chanverrie;3_intermediaire
85303;Vix;1b_Sous_dense
85304;Vouillé-les-Marais;3_intermediaire
85305;Vouvant;1b_Sous_dense
85306;Xanton-Chassenon;1b_Sous_dense
86001;Adriers;3_intermediaire
86002;Amberre;3_intermediaire
86003;Anché;1b_Sous_dense
86004;Angles-sur-l'Anglin;1b_Sous_dense
86005;Angliers;3_intermediaire
86006;Antigny;1b_Sous_dense
86007;Antran;3_intermediaire
86008;Arçay;3_intermediaire
86009;Archigny;3_intermediaire
86010;Aslonnes;3_intermediaire
86011;Asnières-sur-Blour;3_intermediaire
86012;Asnois;1b_Sous_dense
86013;Aulnay;3_intermediaire
86014;Availles-en-Châtellerault;3_intermediaire
86015;Availles-Limouzine;1b_Sous_dense
86016;Avanton;1b_Sous_dense
86017;Ayron;3_intermediaire
86018;Basses;3_intermediaire
86019;Beaumont Saint-Cyr;1b_Sous_dense
86020;Bellefonds;3_intermediaire
86022;Berrie;1b_Sous_dense
86023;Berthegon;3_intermediaire
86024;Béruges;3_intermediaire
86025;Béthines;1b_Sous_dense
86026;Beuxes;3_intermediaire
86027;Biard;3_intermediaire
86028;Bignoux;1b_Sous_dense
86029;Blanzay;1b_Sous_dense
86031;Bonnes;3_intermediaire
86032;Bonneuil-Matours;3_intermediaire
86034;Bouresse;1b_Sous_dense
86035;Bourg-Archambault;3_intermediaire
86036;Bournand;3_intermediaire
86037;Brigueil-le-Chantre;3_intermediaire
86038;Brion;3_intermediaire
86039;Brux;1b_Sous_dense
86040;La Bussière;1b_Sous_dense
86041;Buxerolles;3_intermediaire
86042;Buxeuil;1b_Sous_dense
86044;Ceaux-en-Loudun;3_intermediaire
86045;Celle-Lévescault;3_intermediaire
86046;Cenon-sur-Vienne;3_intermediaire
86047;Cernay;3_intermediaire
86048;Chabournay;3_intermediaire
86049;Chalais;3_intermediaire
86050;Chalandray;3_intermediaire
86051;Champagné-le-Sec;1b_Sous_dense
86052;Champagné-Saint-Hilaire;3_intermediaire
86053;Champigny en Rochereau;3_intermediaire
86054;Champniers;1b_Sous_dense
86055;La Chapelle-Bâton;1b_Sous_dense
86058;La Chapelle-Moulière;1b_Sous_dense
86059;Chapelle-Viviers;1b_Sous_dense
86061;Charroux;1b_Sous_dense
86062;Chasseneuil-du-Poitou;1b_Sous_dense
86063;Chatain;1b_Sous_dense
86064;Château-Garnier;3_intermediaire
86065;Château-Larcher;3_intermediaire
86066;Châtellerault;3_intermediaire
86068;Chaunay;1b_Sous_dense
86069;La Chaussée;3_intermediaire
86070;Chauvigny;3_intermediaire
86072;Chenevelles;1b_Sous_dense
86073;Cherves;1b_Sous_dense
86074;Chiré-en-Montreuil;3_intermediaire
86075;Chouppes;3_intermediaire
86076;Cissé;3_intermediaire
86077;Civaux;1b_Sous_dense
86078;Civray;1b_Sous_dense
86079;La Roche-Rigault;3_intermediaire
86080;Cloué;3_intermediaire
86081;Colombiers;1b_Sous_dense
86082;Valence-en-Poitou;1b_Sous_dense
86083;Coulombiers;3_intermediaire
86084;Coulonges-les-Hérolles;3_intermediaire
86085;Coussay;3_intermediaire
86086;Coussay-les-Bois;1b_Sous_dense
86087;Craon;3_intermediaire
86088;Croutelle;3_intermediaire
86089;Cuhon;3_intermediaire
86090;Curçay-sur-Dive;3_intermediaire
86091;Curzay-sur-Vonne;3_intermediaire
86092;Dangé-Saint-Romain;1b_Sous_dense
86093;Dercé;3_intermediaire
86094;Dienné;3_intermediaire
86095;Dissay;1b_Sous_dense
86096;Doussay;3_intermediaire
86097;La Ferrière-Airoux;3_intermediaire
86098;Fleix;3_intermediaire
86099;Fleuré;3_intermediaire
86100;Fontaine-le-Comte;3_intermediaire
86102;Frozes;3_intermediaire
86103;Gençay;3_intermediaire
86104;Genouillé;1b_Sous_dense
86105;Gizay;3_intermediaire
86106;Glénouze;3_intermediaire
86107;Gouex;1b_Sous_dense
86108;La Grimaudière;3_intermediaire
86109;Guesnes;3_intermediaire
86110;Haims;1b_Sous_dense
86111;Ingrandes;3_intermediaire
86112;L'Isle-Jourdain;3_intermediaire
86113;Iteuil;3_intermediaire
86114;Jardres;3_intermediaire
86115;Jaunay-Marigny;1b_Sous_dense
86116;Jazeneuil;3_intermediaire
86117;Jouhet;3_intermediaire
86118;Journet;3_intermediaire
86119;Joussé;1b_Sous_dense
86120;Lathus-Saint-Rémy;3_intermediaire
86121;Latillé;3_intermediaire
86122;Lauthiers;3_intermediaire
86123;Boivre-la-Vallée;3_intermediaire
86124;Lavoux;1b_Sous_dense
86125;Leigné-les-Bois;1b_Sous_dense
86126;Leignes-sur-Fontaine;3_intermediaire
86127;Leigné-sur-Usseau;3_intermediaire
86128;Lencloître;3_intermediaire
86129;Lésigny;1b_Sous_dense
86130;Leugny;1b_Sous_dense
86131;Lhommaizé;1b_Sous_dense
86132;Liglet;1b_Sous_dense
86133;Ligugé;3_intermediaire
86134;Linazay;3_intermediaire
86135;Liniers;1b_Sous_dense
86136;Lizant;1b_Sous_dense
86137;Loudun;3_intermediaire
86138;Luchapt;3_intermediaire
86139;Lusignan;3_intermediaire
86140;Lussac-les-Châteaux;1b_Sous_dense
86141;Magné;3_intermediaire
86142;Maillé;3_intermediaire
86143;Mairé;1b_Sous_dense
86144;Maisonneuve;3_intermediaire
86145;Marçay;3_intermediaire
86147;Marigny-Chemereau;3_intermediaire
86148;Marnay;3_intermediaire
86149;Martaizé;3_intermediaire
86150;Massognes;3_intermediaire
86151;Maulay;3_intermediaire
86152;Mauprévoir;1b_Sous_dense
86153;Mazerolles;1b_Sous_dense
86154;Mazeuil;3_intermediaire
86156;Messemé;3_intermediaire
86157;Mignaloux-Beauvoir;1b_Sous_dense
86158;Migné-Auxances;1b_Sous_dense
86159;Millac;3_intermediaire
86160;Mirebeau;3_intermediaire
86161;Moncontour;3_intermediaire
86162;Mondion;3_intermediaire
86163;Montamisé;1b_Sous_dense
86164;Monthoiron;3_intermediaire
86165;Montmorillon;3_intermediaire
86167;Monts-sur-Guesnes;3_intermediaire
86169;Morton;1b_Sous_dense
86170;Moulismes;1b_Sous_dense
86171;Moussac;3_intermediaire
86172;Mouterre-sur-Blourde;3_intermediaire
86173;Mouterre-Silly;3_intermediaire
86174;Naintré;1b_Sous_dense
86175;Nalliers;1b_Sous_dense
86176;Nérignac;3_intermediaire
86177;Neuville-de-Poitou;3_intermediaire
86178;Nieuil-l'Espoir;3_intermediaire
86180;Nouaillé-Maupertuis;3_intermediaire
86181;Nueil-sous-Faye;3_intermediaire
86182;Orches;3_intermediaire
86183;Les Ormes;1b_Sous_dense
86184;Ouzilly;3_intermediaire
86186;Oyré;3_intermediaire
86187;Paizay-le-Sec;1b_Sous_dense
86189;Payroux;1b_Sous_dense
86190;Persac;1b_Sous_dense
86191;Pindray;3_intermediaire
86192;Plaisance;3_intermediaire
86193;Pleumartin;1b_Sous_dense
86194;Poitiers;3_intermediaire
86195;Port-de-Piles;1b_Sous_dense
86196;Pouançay;1b_Sous_dense
86197;Pouant;3_intermediaire
86198;Pouillé;3_intermediaire
86200;Pressac;1b_Sous_dense
86201;Prinçay;3_intermediaire
86202;La Puye;3_intermediaire
86203;Queaux;1b_Sous_dense
86204;Quinçay;3_intermediaire
86205;Ranton;3_intermediaire
86206;Raslay;1b_Sous_dense
86207;La Roche-Posay;1b_Sous_dense
86209;Roches-Prémarie-Andillé;3_intermediaire
86210;Roiffé;3_intermediaire
86211;Romagne;1b_Sous_dense
86213;Rouillé;3_intermediaire
86214;Saint-Benoît;3_intermediaire
86217;Saint-Christophe;3_intermediaire
86218;Saint-Clair;3_intermediaire
86220;Saint-Gaudent;1b_Sous_dense
86221;Saint-Genest-d'Ambière;3_intermediaire
86222;Saint-Georges-lès-Baillargeaux;1b_Sous_dense
86223;Saint-Germain;1b_Sous_dense
86224;Saint-Gervais-les-Trois-Clochers;3_intermediaire
86225;Saint-Jean-de-Sauves;3_intermediaire
86226;Saint-Julien-l'Ars;1b_Sous_dense
86227;Saint-Laon;3_intermediaire
86228;Saint-Laurent-de-Jourdes;1b_Sous_dense
86229;Saint-Léger-de-Montbrillais;1b_Sous_dense
86230;Saint-Léomer;3_intermediaire
86233;Valdivienne;3_intermediaire
86234;Saint-Martin-l'Ars;1b_Sous_dense
86235;Saint-Maurice-la-Clouère;3_intermediaire
86236;Saint-Pierre-de-Maillé;1b_Sous_dense
86237;Saint-Pierre-d'Exideuil;1b_Sous_dense
86239;Sainte-Radégonde;3_intermediaire
86241;Saint-Rémy-sur-Creuse;1b_Sous_dense
86242;Saint-Romain;1b_Sous_dense
86244;Saint-Sauvant;3_intermediaire
86245;Senillé-Saint-Sauveur;1b_Sous_dense
86246;Saint-Savin;1b_Sous_dense
86247;Val-de-Comporté;1b_Sous_dense
86248;Saint-Secondin;3_intermediaire
86249;Saires;3_intermediaire
86250;Saix;3_intermediaire
86252;Sammarçolles;3_intermediaire
86253;Sanxay;3_intermediaire
86254;Saulgé;3_intermediaire
86255;Savigné;1b_Sous_dense
86256;Savigny-Lévescault;1b_Sous_dense
86257;Savigny-sous-Faye;3_intermediaire
86258;Scorbé-Clairvaux;1b_Sous_dense
86260;Sérigny;1b_Sous_dense
86261;Sèvres-Anxaumont;1b_Sous_dense
86262;Sillars;1b_Sous_dense
86263;Smarves;3_intermediaire
86264;Sommières-du-Clain;3_intermediaire
86265;Sossais;3_intermediaire
86266;Surin;1b_Sous_dense
86268;Tercé;3_intermediaire
86269;Ternay;3_intermediaire
86270;Thollet;3_intermediaire
86271;Thurageau;3_intermediaire
86272;Thuré;1b_Sous_dense
86273;La Trimouille;3_intermediaire
86274;Les Trois-Moutiers;3_intermediaire
86275;Usseau;3_intermediaire
86276;Usson-du-Poitou;3_intermediaire
86279;Vaux-sur-Vienne;3_intermediaire
86280;Vellèches;1b_Sous_dense
86281;Saint-Martin-la-Pallu;3_intermediaire
86284;Vernon;3_intermediaire
86285;Verrières;1b_Sous_dense
86286;Verrue;3_intermediaire
86287;Vézières;3_intermediaire
86288;Vicq-sur-Gartempe;1b_Sous_dense
86289;Le Vigeant;3_intermediaire
86290;La Villedieu-du-Clain;3_intermediaire
86291;Villemort;1b_Sous_dense
86292;Villiers;3_intermediaire
86293;Vivonne;3_intermediaire
86294;Vouillé;3_intermediaire
86295;Voulême;1b_Sous_dense
86296;Voulon;3_intermediaire
86297;Vouneuil-sous-Biard;3_intermediaire
86298;Vouneuil-sur-Vienne;3_intermediaire
86299;Vouzailles;3_intermediaire
86300;Yversay;3_intermediaire
87001;Aixe-sur-Vienne;3_intermediaire
87002;Ambazac;3_intermediaire
87003;Arnac-la-Poste;3_intermediaire
87004;Augne;3_intermediaire
87005;Aureil;4_Tres_dotee
87006;Azat-le-Ris;3_intermediaire
87007;Balledent;1b_Sous_dense
87008;La Bazeuge;3_intermediaire
87009;Beaumont-du-Lac;3_intermediaire
87011;Bellac;3_intermediaire
87012;Berneuil;3_intermediaire
87013;Bersac-sur-Rivalier;1b_Sous_dense
87014;Bessines-sur-Gartempe;1b_Sous_dense
87015;Beynac;3_intermediaire
87016;Les Billanges;3_intermediaire
87017;Blanzac;3_intermediaire
87018;Blond;3_intermediaire
87019;Boisseuil;3_intermediaire
87020;Bonnac-la-Côte;3_intermediaire
87021;Bosmie-l'Aiguille;1b_Sous_dense
87022;Breuilaufa;3_intermediaire
87023;Le Buis;3_intermediaire
87024;Bujaleuf;1b_Sous_dense
87025;Burgnac;1b_Sous_dense
87027;Bussière-Galant;3_intermediaire
87028;Val-d'Oire-et-Gartempe;3_intermediaire
87029;Les Cars;3_intermediaire
87030;Chaillac-sur-Vienne;3_intermediaire
87031;Le Chalard;3_intermediaire
87032;Châlus;3_intermediaire
87033;Chamboret;3_intermediaire
87034;Champagnac-la-Rivière;1b_Sous_dense
87035;Champnétery;1b_Sous_dense
87036;Champsac;3_intermediaire
87037;La Chapelle-Montbrandeix;1b_Sous_dense
87038;Chaptelat;3_intermediaire
87039;Château-Chervix;3_intermediaire
87040;Châteauneuf-la-Forêt;3_intermediaire
87041;Châteauponsac;1b_Sous_dense
87042;Le Châtenet-en-Dognon;1b_Sous_dense
87043;Cheissoux;1b_Sous_dense
87044;Chéronnac;1b_Sous_dense
87045;Cieux;3_intermediaire
87046;Cognac-la-Forêt;3_intermediaire
87047;Compreignac;3_intermediaire
87048;Condat-sur-Vienne;3_intermediaire
87049;Coussac-Bonneval;3_intermediaire
87050;Couzeix;3_intermediaire
87051;La Croisille-sur-Briance;3_intermediaire
87052;La Croix-sur-Gartempe;3_intermediaire
87053;Cromac;3_intermediaire
87054;Cussac;1b_Sous_dense
87056;Dinsac;3_intermediaire
87057;Dompierre-les-Églises;3_intermediaire
87058;Domps;3_intermediaire
87059;Le Dorat;3_intermediaire
87060;Dournazac;3_intermediaire
87061;Droux;3_intermediaire
87062;Eybouleuf;1b_Sous_dense
87063;Eyjeaux;3_intermediaire
87064;Eymoutiers;3_intermediaire
87065;Feytiat;1b_Sous_dense
87066;Flavignac;3_intermediaire
87067;Folles;3_intermediaire
87068;Fromental;1b_Sous_dense
87069;Gajoubert;3_intermediaire
87070;La Geneytouse;1b_Sous_dense
87071;Glandon;3_intermediaire
87072;Glanges;3_intermediaire
87073;Gorre;1b_Sous_dense
87074;Les Grands-Chézeaux;3_intermediaire
87075;Isle;1b_Sous_dense
87076;Jabreilles-les-Bordes;3_intermediaire
87077;Janailhac;3_intermediaire
87078;Javerdat;3_intermediaire
87079;La Jonchère-Saint-Maurice;3_intermediaire
87080;Jouac;3_intermediaire
87081;Jourgnac;1b_Sous_dense
87082;Ladignac-le-Long;3_intermediaire
87083;Laurière;3_intermediaire
87084;Lavignac;3_intermediaire
87085;Limoges;3_intermediaire
87086;Linards;3_intermediaire
87087;Lussac-les-Églises;3_intermediaire
87088;Magnac-Bourg;3_intermediaire
87089;Magnac-Laval;3_intermediaire
87090;Mailhac-sur-Benaize;3_intermediaire
87091;Maisonnais-sur-Tardoire;1b_Sous_dense
87092;Marval;1b_Sous_dense
87093;Masléon;3_intermediaire
87094;Meilhac;3_intermediaire
87095;Meuzac;3_intermediaire
87096;La Meyze;3_intermediaire
87097;Val d'Issoire;3_intermediaire
87099;Moissannes;1b_Sous_dense
87100;Montrol-Sénard;3_intermediaire
87101;Mortemart;3_intermediaire
87103;Nantiat;3_intermediaire
87104;Nedde;3_intermediaire
87105;Neuvic-Entier;3_intermediaire
87106;Nexon;3_intermediaire
87107;Nieul;3_intermediaire
87108;Nouic;3_intermediaire
87109;Oradour-Saint-Genest;3_intermediaire
87110;Oradour-sur-Glane;3_intermediaire
87111;Oradour-sur-Vayres;1b_Sous_dense
87112;Pageas;3_intermediaire
87113;Le Palais-sur-Vienne;1b_Sous_dense
87114;Panazol;1b_Sous_dense
87115;Pensol;1b_Sous_dense
87116;Peyrat-de-Bellac;3_intermediaire
87117;Peyrat-le-Château;1b_Sous_dense
87118;Peyrilhac;3_intermediaire
87119;Pierre-Buffière;3_intermediaire
87120;La Porcherie;3_intermediaire
87121;Rancon;1b_Sous_dense
87122;Razès;3_intermediaire
87123;Rempnat;3_intermediaire
87124;Rilhac-Lastours;3_intermediaire
87125;Rilhac-Rancon;1b_Sous_dense
87126;Rochechouart;1b_Sous_dense
87127;La Roche-l'Abeille;3_intermediaire
87128;Saint-Pardoux-le-Lac;1b_Sous_dense
87129;Royères;1b_Sous_dense
87130;Roziers-Saint-Georges;3_intermediaire
87131;Saillat-sur-Vienne;1b_Sous_dense
87132;Saint-Amand-le-Petit;3_intermediaire
87133;Saint-Amand-Magnazeix;1b_Sous_dense
87134;Sainte-Anne-Saint-Priest;3_intermediaire
87135;Saint-Auvent;1b_Sous_dense
87137;Saint-Bazile;1b_Sous_dense
87138;Saint-Bonnet-Briance;3_intermediaire
87139;Saint-Bonnet-de-Bellac;3_intermediaire
87140;Saint-Brice-sur-Vienne;3_intermediaire
