CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage orthophonistes
38008;Ambel;3_intermediaire
38009;Anjou;3_intermediaire
38010;Annoisin-Chatelans;3_intermediaire
38011;Anthon;3_intermediaire
38012;Aoste;1b_Sous_dense
38013;Apprieu;3_intermediaire
38015;Artas;1b_Sous_dense
38017;Assieu;3_intermediaire
38018;Auberives-en-Royans;3_intermediaire
38019;Auberives-sur-Varèze;3_intermediaire
38020;Auris;3_intermediaire
38022;Les Avenières Veyrins-Thuellin;1b_Sous_dense
38023;Avignonet;3_intermediaire
38026;La Balme-les-Grottes;3_intermediaire
38027;Barraux;3_intermediaire
38029;La Bâtie-Montgascon;1b_Sous_dense
38030;Beaucroissant;3_intermediaire
38031;Beaufin;3_intermediaire
38032;Beaufort;1b_Sous_dense
38033;Beaulieu;3_intermediaire
38034;Beaurepaire;1b_Sous_dense
38035;Beauvoir-de-Marc;1b_Sous_dense
38036;Beauvoir-en-Royans;3_intermediaire
38037;Bellegarde-Poussieu;3_intermediaire
38038;Belmont;3_intermediaire
38039;Bernin;3_intermediaire
38040;Besse;3_intermediaire
38041;Bessins;3_intermediaire
38042;Bévenais;3_intermediaire
38043;Bilieu;3_intermediaire
38044;Biol;3_intermediaire
38045;Biviers;4_Tres_dotee
38046;Bizonnes;3_intermediaire
38047;Blandin;3_intermediaire
38048;Bonnefamille;3_intermediaire
38049;Bossieu;3_intermediaire
38050;Le Bouchage;1b_Sous_dense
38051;Bougé-Chambalud;3_intermediaire
38052;Le Bourg-d'Oisans;3_intermediaire
38053;Bourgoin-Jallieu;3_intermediaire
38054;Bouvesse-Quirieu;1b_Sous_dense
38055;Brangues;1b_Sous_dense
38056;Bressieux;1b_Sous_dense
38057;Bresson;3_intermediaire
38058;Brézins;1b_Sous_dense
38059;Brié-et-Angonnes;3_intermediaire
38060;Brion;1b_Sous_dense
38061;La Buisse;4_Tres_dotee
38062;La Buissière;3_intermediaire
38063;Burcin;3_intermediaire
38064;Cessieu;3_intermediaire
38065;Châbons;3_intermediaire
38066;Chalon;3_intermediaire
38067;Chamagnieu;3_intermediaire
38068;Champagnier;3_intermediaire
38069;Champier;3_intermediaire
38070;Le Champ-près-Froges;3_intermediaire
38071;Champ-sur-Drac;3_intermediaire
38072;Chanas;3_intermediaire
38073;Chantepérier;3_intermediaire
38074;Chantesse;3_intermediaire
38075;Chapareillan;3_intermediaire
38076;La Chapelle-de-la-Tour;3_intermediaire
38077;La Chapelle-de-Surieu;3_intermediaire
38078;La Chapelle-du-Bard;3_intermediaire
38080;Charancieu;3_intermediaire
38081;Charantonnay;1b_Sous_dense
38082;Charavines;3_intermediaire
38083;Charette;1b_Sous_dense
38084;Charnècles;3_intermediaire
38085;Charvieu-Chavagneux;3_intermediaire
38086;Chasselay;3_intermediaire
38087;Chasse-sur-Rhône;3_intermediaire
38089;Chassignieu;3_intermediaire
38090;Château-Bernard;3_intermediaire
38091;Châteauvilain;3_intermediaire
38092;Châtelus;3_intermediaire
38093;Châtenay;1b_Sous_dense
38094;Châtonnay;1b_Sous_dense
38095;Chatte;3_intermediaire
38097;Chavanoz;3_intermediaire
38098;Chélieu;3_intermediaire
38099;Chevrières;3_intermediaire
38100;Le Cheylas;3_intermediaire
38101;Cheyssieu;3_intermediaire
38102;Chèzeneuve;3_intermediaire
38103;Chichilianne;3_intermediaire
38104;Chimilin;3_intermediaire
38105;Chirens;3_intermediaire
38106;Cholonge;3_intermediaire
38107;Chonas-l'Amballan;3_intermediaire
38108;Choranche;3_intermediaire
38109;Chozeau;3_intermediaire
38110;Chuzelles;3_intermediaire
38111;Claix;3_intermediaire
38112;Clavans-en-Haut-Oisans;3_intermediaire
38113;Clelles;3_intermediaire
38114;Clonas-sur-Varèze;3_intermediaire
38115;Saint-Martin-de-la-Cluze;3_intermediaire
38116;Cognet;3_intermediaire
38117;Cognin-les-Gorges;3_intermediaire
38118;Colombe;3_intermediaire
38120;La Combe-de-Lancey;3_intermediaire
38124;Corbelin;1b_Sous_dense
38126;Corenc;4_Tres_dotee
38127;Cornillon-en-Trièves;3_intermediaire
38128;Corps;3_intermediaire
38129;Corrençon-en-Vercors;4_Tres_dotee
38130;La Côte-Saint-André;3_intermediaire
38131;Les Côtes-d'Arey;3_intermediaire
38132;Les Côtes-de-Corps;3_intermediaire
38133;Coublevie;4_Tres_dotee
38134;Cour-et-Buis;1b_Sous_dense
38135;Courtenay;1b_Sous_dense
38136;Crachier;3_intermediaire
38137;Cras;3_intermediaire
38138;Crémieu;3_intermediaire
38139;Creys-Mépieu;1b_Sous_dense
38140;Crolles;3_intermediaire
38141;Culin;3_intermediaire
38144;Diémoz;5_Sur_dotee
38146;Dizimieu;3_intermediaire
38147;Doissin;3_intermediaire
38148;Dolomieu;1b_Sous_dense
38149;Domarin;3_intermediaire
38150;Domène;4_Tres_dotee
38151;Échirolles;3_intermediaire
38152;Eclose-Badinières;3_intermediaire
38153;Engins;3_intermediaire
38154;Entraigues;3_intermediaire
38155;Entre-deux-Guiers;4_Tres_dotee
38156;Les Éparres;3_intermediaire
38157;Estrablin;3_intermediaire
38158;Eybens;3_intermediaire
38159;Eydoche;3_intermediaire
38160;Eyzin-Pinet;3_intermediaire
38161;Faramans;3_intermediaire
38162;Faverges-de-la-Tour;1b_Sous_dense
38163;Le Haut-Bréda;3_intermediaire
38166;La Flachère;3_intermediaire
38167;Flachères;3_intermediaire
38169;Fontaine;3_intermediaire
38170;Fontanil-Cornillon;4_Tres_dotee
38171;La Forteresse;1b_Sous_dense
38172;Four;3_intermediaire
38173;Le Freney-d'Oisans;3_intermediaire
38174;La Frette;3_intermediaire
38175;Froges;3_intermediaire
38176;Frontonas;3_intermediaire
38177;La Garde;3_intermediaire
38179;Gières;3_intermediaire
38180;Gillonnay;3_intermediaire
38181;Goncelin;3_intermediaire
38182;Le Grand-Lemps;3_intermediaire
38183;Granieu;1b_Sous_dense
38184;Grenay;3_intermediaire
38185;Grenoble;4_Tres_dotee
38186;Gresse-en-Vercors;3_intermediaire
38187;Le Gua;3_intermediaire
38188;Herbeys;3_intermediaire
38189;Heyrieux;5_Sur_dotee
38190;Hières-sur-Amby;3_intermediaire
38191;Huez;3_intermediaire
38192;Hurtières;3_intermediaire
38193;L'Isle-d'Abeau;3_intermediaire
38194;Izeaux;1b_Sous_dense
38195;Izeron;3_intermediaire
38197;Janneyrias;3_intermediaire
38198;Jarcieu;3_intermediaire
38199;Jardin;3_intermediaire
38200;Jarrie;3_intermediaire
38203;Laffrey;3_intermediaire
38204;Lalley;3_intermediaire
38205;Lans-en-Vercors;4_Tres_dotee
38206;Laval-en-Belledonne;3_intermediaire
38207;Lavaldens;3_intermediaire
38208;Lavars;3_intermediaire
38209;Lentiol;1b_Sous_dense
38210;Leyrieu;3_intermediaire
38211;Lieudieu;1b_Sous_dense
38212;Livet-et-Gavet;3_intermediaire
38213;Longechenal;3_intermediaire
38214;Lumbin;3_intermediaire
38215;Luzinay;3_intermediaire
38216;Malleval-en-Vercors;3_intermediaire
38217;Marcieu;3_intermediaire
38218;Marcilloles;3_intermediaire
38219;Marcollin;1b_Sous_dense
38221;Marnans;1b_Sous_dense
38222;Massieu;3_intermediaire
38223;Maubec;3_intermediaire
38224;Mayres-Savel;3_intermediaire
38225;Autrans-Méaudre en Vercors;4_Tres_dotee
38226;Mens;3_intermediaire
38228;Merlas;1b_Sous_dense
38229;Meylan;4_Tres_dotee
38230;Meyrié;3_intermediaire
38231;Meyrieu-les-Étangs;1b_Sous_dense
38232;Meyssiez;1b_Sous_dense
38235;Miribel-Lanchâtre;3_intermediaire
38236;Miribel-les-Échelles;4_Tres_dotee
38237;Mizoën;3_intermediaire
38238;Moidieu-Détourbe;3_intermediaire
38239;Moirans;3_intermediaire
38240;Moissieu-sur-Dolon;1b_Sous_dense
38241;Monestier-d'Ambel;3_intermediaire
38242;Monestier-de-Clermont;3_intermediaire
38243;Monestier-du-Percy;3_intermediaire
38244;Monsteroux-Milieu;3_intermediaire
38245;Montagne;3_intermediaire
38246;Montagnieu;3_intermediaire
38247;Montalieu-Vercieu;1b_Sous_dense
38248;Montaud;3_intermediaire
38249;Montbonnot-Saint-Martin;4_Tres_dotee
38250;Montcarra;3_intermediaire
38252;Montchaboud;3_intermediaire
38253;Les Deux Alpes;3_intermediaire
38254;Monteynard;3_intermediaire
38255;Montfalcon;1b_Sous_dense
38256;Montferrat;3_intermediaire
38257;Montrevel;3_intermediaire
38258;Mont-Saint-Martin;4_Tres_dotee
38259;Montseveroux;1b_Sous_dense
38260;Moras;3_intermediaire
38261;Morestel;1b_Sous_dense
38263;Morette;3_intermediaire
38264;La Morte;3_intermediaire
38265;La Motte-d'Aveillans;3_intermediaire
38266;La Motte-Saint-Martin;3_intermediaire
38267;Mottier;3_intermediaire
38268;Le Moutaret;3_intermediaire
38269;La Mure;3_intermediaire
38270;La Murette;4_Tres_dotee
38271;Murianette;4_Tres_dotee
38272;Murinais;3_intermediaire
38273;Nantes-en-Ratier;3_intermediaire
38275;Serre-Nerpol;3_intermediaire
38276;Nivolas-Vermelle;3_intermediaire
38277;Notre-Dame-de-Commiers;3_intermediaire
38278;Notre-Dame-de-l'Osier;3_intermediaire
38279;Notre-Dame-de-Mésage;3_intermediaire
38280;Notre-Dame-de-Vaulx;3_intermediaire
38281;Noyarey;3_intermediaire
38282;Optevoz;3_intermediaire
38283;Oris-en-Rattier;3_intermediaire
38284;Ornacieux-Balbins;3_intermediaire
38285;Ornon;3_intermediaire
38286;Oulles;3_intermediaire
38287;Oyeu;3_intermediaire
38288;Oytier-Saint-Oblas;5_Sur_dotee
38289;Oz;3_intermediaire
38290;Pact;1b_Sous_dense
38291;Pajay;1b_Sous_dense
38292;Villages du Lac de Paladru;3_intermediaire
38294;Panossas;3_intermediaire
38295;Parmilieu;1b_Sous_dense
38296;Le Passage;3_intermediaire
38297;Arandon-Passins;1b_Sous_dense
38298;Le Péage-de-Roussillon;3_intermediaire
38299;Pellafol;3_intermediaire
38300;Penol;3_intermediaire
38301;Le Percy;3_intermediaire
38303;La Pierre;3_intermediaire
38304;Pierre-Châtel;3_intermediaire
38307;Pisieu;1b_Sous_dense
38308;Plan;1b_Sous_dense
38309;Poisat;3_intermediaire
38310;Poliénas;3_intermediaire
38311;Pommier-de-Beaurepaire;1b_Sous_dense
38313;Ponsonnas;3_intermediaire
38314;Pontcharra;3_intermediaire
38315;Le Pont-de-Beauvoisin;1b_Sous_dense
38316;Pont-de-Chéruy;3_intermediaire
38317;Le Pont-de-Claix;3_intermediaire
38318;Pont-Évêque;3_intermediaire
38319;Pont-en-Royans;3_intermediaire
38320;Porcieu-Amblagnieu;1b_Sous_dense
38321;Prébois;3_intermediaire
38322;Presles;3_intermediaire
38323;Pressins;1b_Sous_dense
38324;Primarette;1b_Sous_dense
38325;Proveysieux;4_Tres_dotee
38326;Prunières;3_intermediaire
38328;Quaix-en-Chartreuse;4_Tres_dotee
38329;Quet-en-Beaumont;3_intermediaire
38330;Quincieu;3_intermediaire
38331;Réaumont;3_intermediaire
38332;Renage;3_intermediaire
38333;Rencurel;4_Tres_dotee
38334;Revel;3_intermediaire
38335;Revel-Tourdan;1b_Sous_dense
38336;Reventin-Vaugris;3_intermediaire
38337;Rives;3_intermediaire
38338;La Rivière;3_intermediaire
38339;Roche;3_intermediaire
38340;Les Roches-de-Condrieu;3_intermediaire
38341;Rochetoirin;3_intermediaire
38342;Roissard;3_intermediaire
38343;Romagnieu;1b_Sous_dense
38344;Roussillon;3_intermediaire
38345;Rovon;3_intermediaire
38346;Royas;1b_Sous_dense
38347;Roybon;1b_Sous_dense
38348;Ruy-Montceau;3_intermediaire
38349;Sablons;3_intermediaire
38350;Sainte-Agnès;3_intermediaire
38351;Saint-Agnin-sur-Bion;3_intermediaire
38352;Saint-Alban-de-Roche;3_intermediaire
38353;Saint-Alban-du-Rhône;3_intermediaire
38354;Saint-Albin-de-Vaulserre;1b_Sous_dense
38355;Saint-Andéol;3_intermediaire
38356;Saint-André-en-Royans;3_intermediaire
38357;Saint-André-le-Gaz;3_intermediaire
38358;Sainte-Anne-sur-Gervonde;1b_Sous_dense
38359;Saint Antoine l'Abbaye;3_intermediaire
38360;Saint-Appolinard;3_intermediaire
38361;Saint-Arey;3_intermediaire
38362;Saint-Aupre;4_Tres_dotee
38363;Saint-Barthélemy;1b_Sous_dense
38364;Saint-Barthélemy-de-Séchilienne;3_intermediaire
38365;Saint-Baudille-de-la-Tour;1b_Sous_dense
38366;Saint-Baudille-et-Pipet;3_intermediaire
38368;Saint-Blaise-du-Buis;3_intermediaire
38369;Sainte-Blandine;3_intermediaire
38370;Saint-Bonnet-de-Chavagne;3_intermediaire
38372;Saint-Bueil;1b_Sous_dense
38373;Saint-Cassien;4_Tres_dotee
38374;Saint-Chef;3_intermediaire
38375;Saint-Christophe-en-Oisans;3_intermediaire
38376;Saint-Christophe-sur-Guiers;4_Tres_dotee
38377;Saint-Clair-de-la-Tour;3_intermediaire
38378;Saint-Clair-du-Rhône;3_intermediaire
38379;Saint-Clair-sur-Galaure;1b_Sous_dense
38380;Saint-Didier-de-Bizonnes;3_intermediaire
38381;Saint-Didier-de-la-Tour;3_intermediaire
38382;Saint-Égrève;4_Tres_dotee
38383;Saint-Étienne-de-Crossey;4_Tres_dotee
38384;Saint-Étienne-de-Saint-Geoirs;1b_Sous_dense
38386;Saint-Geoire-en-Valdaine;3_intermediaire
38387;Saint-Geoirs;1b_Sous_dense
38388;Saint-Georges-de-Commiers;3_intermediaire
38389;Saint-Georges-d'Espéranche;5_Sur_dotee
38390;Saint-Gervais;3_intermediaire
38391;Saint-Guillaume;3_intermediaire
38392;Saint-Hilaire-de-Brens;3_intermediaire
38393;Saint-Hilaire-de-la-Côte;3_intermediaire
38394;Saint-Hilaire-du-Rosier;3_intermediaire
38395;Plateau-des-Petites-Roches;3_intermediaire
38396;Saint-Honoré;3_intermediaire
38397;Saint-Ismier;3_intermediaire
38398;Saint-Jean-d'Avelanne;1b_Sous_dense
38399;Saint-Jean-de-Bournay;1b_Sous_dense
38400;Saint-Jean-de-Moirans;3_intermediaire
38401;Saint-Jean-de-Soudain;3_intermediaire
38402;Saint-Jean-de-Vaulx;3_intermediaire
38403;Saint-Jean-d'Hérans;3_intermediaire
38404;Saint-Jean-le-Vieux;3_intermediaire
38405;Saint-Joseph-de-Rivière;4_Tres_dotee
38406;Saint-Julien-de-l'Herms;1b_Sous_dense
38407;La Sure en Chartreuse;4_Tres_dotee
38408;Saint-Just-Chaleyssin;5_Sur_dotee
38409;Saint-Just-de-Claix;3_intermediaire
38410;Saint-Lattier;3_intermediaire
38412;Saint-Laurent-du-Pont;4_Tres_dotee
38413;Saint-Laurent-en-Beaumont;3_intermediaire
38414;Sainte-Luce;3_intermediaire
38415;Saint-Marcel-Bel-Accueil;3_intermediaire
38416;Saint-Marcellin;3_intermediaire
38417;Sainte-Marie-d'Alloix;3_intermediaire
38418;Sainte-Marie-du-Mont;3_intermediaire
38419;Saint-Martin-de-Clelles;3_intermediaire
38420;Saint-Martin-de-Vaulserre;1b_Sous_dense
38421;Saint-Martin-d'Hères;3_intermediaire
38422;Saint-Martin-d'Uriage;3_intermediaire
38423;Saint-Martin-le-Vinoux;4_Tres_dotee
38424;Saint-Maurice-en-Trièves;3_intermediaire
38425;Saint-Maurice-l'Exil;3_intermediaire
38426;Saint-Maximin;3_intermediaire
38427;Saint-Michel-de-Saint-Geoirs;1b_Sous_dense
38428;Saint-Michel-en-Beaumont;3_intermediaire
38429;Saint-Michel-les-Portes;3_intermediaire
38430;Saint-Mury-Monteymond;3_intermediaire
38431;Saint-Nazaire-les-Eymes;3_intermediaire
38432;Saint-Nicolas-de-Macherin;4_Tres_dotee
38433;Saint-Nizier-du-Moucherotte;3_intermediaire
38434;Saint-Ondras;3_intermediaire
38436;Saint-Paul-de-Varces;3_intermediaire
38437;Saint-Paul-d'Izeaux;3_intermediaire
38438;Saint-Paul-lès-Monestier;3_intermediaire
38439;Crêts en Belledonne;3_intermediaire
38440;Saint-Pierre-de-Bressieux;1b_Sous_dense
38442;Saint-Pierre-de-Chartreuse;4_Tres_dotee
38443;Saint-Pierre-de-Chérennes;3_intermediaire
38444;Saint-Pierre-de-Méaroz;3_intermediaire
38445;Saint-Pierre-de-Mésage;3_intermediaire
38446;Saint-Pierre-d'Entremont;4_Tres_dotee
38448;Saint-Prim;3_intermediaire
38449;Saint-Quentin-Fallavier;3_intermediaire
38450;Saint-Quentin-sur-Isère;3_intermediaire
38451;Saint-Romain-de-Jalionas;3_intermediaire
38452;Saint-Romain-de-Surieu;3_intermediaire
38453;Saint-Romans;3_intermediaire
38454;Saint-Sauveur;3_intermediaire
38455;Saint-Savin;3_intermediaire
38456;Châtel-en-Trièves;3_intermediaire
38457;Saint-Siméon-de-Bressieux;1b_Sous_dense
38458;Saint-Sorlin-de-Morestel;1b_Sous_dense
38459;Saint-Sorlin-de-Vienne;3_intermediaire
38460;Saint-Sulpice-des-Rivoires;3_intermediaire
38462;Saint-Théoffrey;3_intermediaire
38463;Saint-Vérand;3_intermediaire
38464;Saint-Victor-de-Cessieu;3_intermediaire
38465;Saint-Victor-de-Morestel;1b_Sous_dense
38466;Saint-Vincent-de-Mercuze;3_intermediaire
38467;Salagnon;1b_Sous_dense
38468;Salaise-sur-Sanne;3_intermediaire
38469;La Salette-Fallavaux;3_intermediaire
38470;La Salle-en-Beaumont;3_intermediaire
38471;Le Sappey-en-Chartreuse;4_Tres_dotee
38472;Sarcenas;4_Tres_dotee
38473;Sardieu;3_intermediaire
38474;Sassenage;3_intermediaire
38475;Satolas-et-Bonce;3_intermediaire
38476;Savas-Mépin;1b_Sous_dense
38478;Séchilienne;3_intermediaire
38479;Porte-des-Bonnevaux;3_intermediaire
38480;Septème;3_intermediaire
38481;Sérézin-de-la-Tour;3_intermediaire
38483;Sermérieu;1b_Sous_dense
38484;Serpaize;3_intermediaire
38485;Seyssinet-Pariset;3_intermediaire
38486;Seyssins;3_intermediaire
38487;Seyssuel;3_intermediaire
38488;Siccieu-Saint-Julien-et-Carisieu;3_intermediaire
38489;Siévoz;3_intermediaire
38490;Sillans;1b_Sous_dense
38492;Sinard;3_intermediaire
38494;Soleymieu;3_intermediaire
38495;La Sône;3_intermediaire
38496;Sonnay;3_intermediaire
38497;Sousville;3_intermediaire
38498;Succieu;3_intermediaire
38499;Susville;3_intermediaire
38500;Têche;3_intermediaire
38501;Tencin;3_intermediaire
38503;La Terrasse;3_intermediaire
38504;Theys;3_intermediaire
38505;Thodure;1b_Sous_dense
38507;Tignieu-Jameyzieu;3_intermediaire
38508;Torchefelon;3_intermediaire
38509;La Tour-du-Pin;3_intermediaire
38511;Le Touvet;3_intermediaire
38512;Tramolé;3_intermediaire
38513;Treffort;3_intermediaire
38514;Tréminis;3_intermediaire
38515;Trept;3_intermediaire
38516;La Tronche;4_Tres_dotee
38517;Tullins;3_intermediaire
38518;Valbonnais;3_intermediaire
38519;Valencin;5_Sur_dotee
38520;Valencogne;3_intermediaire
38521;La Valette;3_intermediaire
38522;Valjouffrey;3_intermediaire
38523;Varacieux;3_intermediaire
38524;Varces-Allières-et-Risset;3_intermediaire
38525;Vasselin;1b_Sous_dense
38526;Vatilieu;3_intermediaire
38527;Vaujany;3_intermediaire
38528;Vaulnaveys-le-Bas;3_intermediaire
38529;Vaulnaveys-le-Haut;3_intermediaire
38530;Vaulx-Milieu;3_intermediaire
38531;Velanne;1b_Sous_dense
38532;Vénérieu;3_intermediaire
38533;Venon;3_intermediaire
38535;Vernas;3_intermediaire
38536;Vernioz;3_intermediaire
38537;La Verpillière;3_intermediaire
38538;Le Versoud;3_intermediaire
38539;Vertrieu;3_intermediaire
38540;Veurey-Voroize;3_intermediaire
38542;Veyssilieu;3_intermediaire
38543;Vézeronce-Curtin;1b_Sous_dense
38544;Vienne;4_Tres_dotee
38545;Vif;3_intermediaire
38546;Vignieu;1b_Sous_dense
38547;Villard-Bonnot;3_intermediaire
38548;Villard-de-Lans;4_Tres_dotee
38549;Villard-Notre-Dame;3_intermediaire
38550;Villard-Reculas;3_intermediaire
38551;Villard-Reymond;3_intermediaire
38552;Villard-Saint-Christophe;3_intermediaire
38553;Villefontaine;3_intermediaire
38554;Villemoirieu;3_intermediaire
38555;Villeneuve-de-Marc;1b_Sous_dense
38556;Ville-sous-Anjou;3_intermediaire
38557;Villette-d'Anthon;3_intermediaire
38558;Villette-de-Vienne;3_intermediaire
38559;Vinay;3_intermediaire
38560;Val-de-Virieu;3_intermediaire
38561;Viriville;1b_Sous_dense
38562;Vizille;3_intermediaire
38563;Voiron;4_Tres_dotee
38564;Voissant;1b_Sous_dense
38565;Voreppe;4_Tres_dotee
38566;Vourey;3_intermediaire
38567;Chamrousse;3_intermediaire
39001;Abergement-la-Ronce;1b_Sous_dense
39002;Abergement-le-Grand;3_intermediaire
39003;Abergement-le-Petit;3_intermediaire
39004;Abergement-lès-Thésy;3_intermediaire
39006;Aiglepierre;3_intermediaire
39007;Alièze;3_intermediaire
39008;Amange;1b_Sous_dense
39009;Andelot-en-Montagne;3_intermediaire
39010;Andelot-Morval;1b_Sous_dense
39011;Annoire;1b_Sous_dense
39013;Arbois;3_intermediaire
39014;Archelange;1b_Sous_dense
39015;Ardon;3_intermediaire
39016;Arinthod;3_intermediaire
39017;Arlay;3_intermediaire
39018;Aromas;3_intermediaire
39019;Les Arsures;3_intermediaire
39020;Arsure-Arsurette;3_intermediaire
39021;La Chailleuse;3_intermediaire
39022;Asnans-Beauvoisin;1b_Sous_dense
39024;Audelange;1b_Sous_dense
39025;Augea;3_intermediaire
39026;Augerans;3_intermediaire
39027;Augisey;3_intermediaire
39028;Aumont;1b_Sous_dense
39029;Aumur;1b_Sous_dense
39030;Authume;1b_Sous_dense
39031;Auxange;1b_Sous_dense
39032;Avignon-lès-Saint-Claude;1b_Sous_dense
39034;Balaiseaux;1b_Sous_dense
39035;Balanod;1b_Sous_dense
39037;Bans;3_intermediaire
39038;Barésia-sur-l'Ain;3_intermediaire
39039;La Barre;3_intermediaire
39040;Barretaine;1b_Sous_dense
39041;Baume-les-Messieurs;3_intermediaire
39042;Baverans;1b_Sous_dense
39043;Beaufort-Orbagna;3_intermediaire
39045;Beffia;3_intermediaire
39046;Bellecombe;1b_Sous_dense
39047;Bellefontaine;1b_Sous_dense
39048;Belmont;3_intermediaire
39049;Bersaillin;1b_Sous_dense
39050;Besain;1b_Sous_dense
39051;Biarne;1b_Sous_dense
39052;Bief-des-Maisons;3_intermediaire
39053;Bief-du-Fourg;3_intermediaire
39054;Biefmorin;1b_Sous_dense
39055;Billecul;3_intermediaire
39056;Bletterans;3_intermediaire
39057;Blois-sur-Seille;1b_Sous_dense
39058;Blye;3_intermediaire
39059;Bois-d'Amont;1b_Sous_dense
39060;Bois-de-Gand;3_intermediaire
39061;Boissia;3_intermediaire
39062;La Boissière;1b_Sous_dense
39063;Bonlieu;3_intermediaire
39065;Bonnefontaine;1b_Sous_dense
39066;Bornay;3_intermediaire
39068;Les Bouchoux;1b_Sous_dense
39070;Bourg-de-Sirod;3_intermediaire
39072;Bracon;3_intermediaire
39073;Brainans;1b_Sous_dense
39074;Brans;1b_Sous_dense
39076;La Bretenière;3_intermediaire
39077;Bretenières;1b_Sous_dense
39078;Brevans;1b_Sous_dense
39079;Briod;3_intermediaire
39080;Broissia;1b_Sous_dense
39081;Buvilly;1b_Sous_dense
39083;Censeau;3_intermediaire
39084;Cernans;3_intermediaire
39085;Cerniébaud;3_intermediaire
39086;Cernon;3_intermediaire
39088;Cesancey;3_intermediaire
39090;Chaînée-des-Coupis;1b_Sous_dense
39091;Les Chalesmes;3_intermediaire
39092;Chambéria;3_intermediaire
39093;Chamblay;3_intermediaire
39094;Chamole;1b_Sous_dense
39095;Champagne-sur-Loue;3_intermediaire
39096;Champagney;1b_Sous_dense
39097;Champagnole;3_intermediaire
39099;Champdivers;1b_Sous_dense
39100;Champrougier;1b_Sous_dense
39101;Champvans;3_intermediaire
39102;Chancia;3_intermediaire
39103;La Chapelle-sur-Furieuse;3_intermediaire
39104;Chapelle-Voland;3_intermediaire
39105;Chapois;3_intermediaire
39106;Charchilla;1b_Sous_dense
39107;Charcier;3_intermediaire
39108;Charency;3_intermediaire
39109;Charézier;3_intermediaire
39110;La Charme;1b_Sous_dense
39111;Charnod;1b_Sous_dense
39112;La Chassagne;1b_Sous_dense
39114;Château-Chalon;1b_Sous_dense
39116;La Châtelaine;3_intermediaire
39117;Chatelay;3_intermediaire
39118;Châtel-de-Joux;3_intermediaire
39119;Le Chateley;1b_Sous_dense
39120;Châtelneuf;3_intermediaire
39121;Châtenois;1b_Sous_dense
39122;Châtillon;3_intermediaire
39124;Chaumergy;3_intermediaire
39126;La Chaumusse;3_intermediaire
39127;Chaussenans;1b_Sous_dense
39128;Chaussin;1b_Sous_dense
39129;Chaux-des-Crotenay;3_intermediaire
39130;Nanchez;3_intermediaire
39131;La Chaux-du-Dombief;3_intermediaire
39132;La Chaux-en-Bresse;3_intermediaire
39133;Chaux-Champagny;3_intermediaire
39134;Chavéria;3_intermediaire
39136;Chemenot;1b_Sous_dense
39137;Saint-Hymetière-sur-Valouse;3_intermediaire
39138;Chemin;1b_Sous_dense
39139;Chêne-Bernard;1b_Sous_dense
39140;Chêne-Sec;3_intermediaire
39141;Chevigny;1b_Sous_dense
39142;Chevreaux;1b_Sous_dense
39143;Chevrotaine;3_intermediaire
39145;Chille;3_intermediaire
39146;Chilly-le-Vignoble;3_intermediaire
39147;Chilly-sur-Salins;3_intermediaire
39149;Chissey-sur-Loue;3_intermediaire
39150;Choisey;3_intermediaire
39151;Choux;1b_Sous_dense
39153;Cize;3_intermediaire
39154;Clairvaux-les-Lacs;3_intermediaire
39155;Clucy;3_intermediaire
39156;Cogna;3_intermediaire
39157;Coiserette;1b_Sous_dense
39159;Colonne;1b_Sous_dense
39160;Commenailles;3_intermediaire
39162;Condamine;3_intermediaire
39163;Condes;3_intermediaire
39164;Conliège;3_intermediaire
39165;Conte;3_intermediaire
39166;Cornod;3_intermediaire
39167;Cosges;3_intermediaire
39168;Courbette;3_intermediaire
39169;Courbouzon;3_intermediaire
39170;Courlans;3_intermediaire
39171;Courlaoux;3_intermediaire
39172;Courtefontaine;3_intermediaire
39173;Cousance;1b_Sous_dense
39174;Coyrière;1b_Sous_dense
39175;Coyron;3_intermediaire
39176;Cramans;3_intermediaire
39177;Hauteroche;3_intermediaire
39178;Crans;3_intermediaire
39179;Crenans;1b_Sous_dense
39180;Cressia;3_intermediaire
39182;Crissey;3_intermediaire
39183;Crotenay;3_intermediaire
39184;Les Crozets;1b_Sous_dense
39185;Cuisia;1b_Sous_dense
39187;Cuvier;3_intermediaire
39188;Dammartin-Marpain;1b_Sous_dense
39189;Damparis;1b_Sous_dense
39190;Dampierre;3_intermediaire
39191;Darbonnay;1b_Sous_dense
39192;Denezières;3_intermediaire
39193;Le Deschaux;1b_Sous_dense
39194;Desnes;3_intermediaire
39196;Les Deux-Fays;1b_Sous_dense
39197;Digna;1b_Sous_dense
39198;Dole;3_intermediaire
39199;Domblans;3_intermediaire
39200;Dompierre-sur-Mont;3_intermediaire
39201;Doucier;3_intermediaire
39202;Dournon;3_intermediaire
39203;Doye;3_intermediaire
39204;Dramelay;1b_Sous_dense
39205;Éclans-Nenon;1b_Sous_dense
39206;Écleux;3_intermediaire
39207;Écrille;3_intermediaire
39208;Entre-deux-Monts;3_intermediaire
39209;Val-d'Épy;1b_Sous_dense
39210;Équevillon;3_intermediaire
39211;Les Essards-Taignevaux;1b_Sous_dense
39214;Esserval-Tartre;3_intermediaire
39216;Étival;3_intermediaire
