CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage chirurgien-dentiste
80122;Bouquemaison;1_Tres_sous_dotee
80123;Bourdon;1_Tres_sous_dotee
80124;Bourseville;1_Tres_sous_dotee
80125;Boussicourt;1_Tres_sous_dotee
80126;Bouttencourt;1_Tres_sous_dotee
80127;Bouvaincourt-sur-Bresle;1_Tres_sous_dotee
80128;Bouvincourt-en-Vermandois;1_Tres_sous_dotee
80129;Bouzincourt;1_Tres_sous_dotee
80130;Bovelles;3_intermediaire
80131;Boves;3_intermediaire
80132;Braches;1_Tres_sous_dotee
80133;Brailly-Cornehotte;1_Tres_sous_dotee
80134;Brassy;1_Tres_sous_dotee
80135;Bray-lès-Mareuil;1_Tres_sous_dotee
80136;Bray-sur-Somme;1_Tres_sous_dotee
80137;Breilly;3_intermediaire
80138;Bresle;1_Tres_sous_dotee
80139;Breuil;1_Tres_sous_dotee
80140;Brévillers;1_Tres_sous_dotee
80141;Brie;1_Tres_sous_dotee
80142;Briquemesnil-Floxicourt;3_intermediaire
80143;Brocourt;1_Tres_sous_dotee
80144;Brouchy;1_Tres_sous_dotee
80145;Brucamps;1_Tres_sous_dotee
80146;Brutelles;1_Tres_sous_dotee
80147;Buigny-l'Abbé;1_Tres_sous_dotee
80148;Buigny-lès-Gamaches;1_Tres_sous_dotee
80149;Buigny-Saint-Maclou;1_Tres_sous_dotee
80150;Buire-Courcelles;1_Tres_sous_dotee
80151;Buire-sur-l'Ancre;1_Tres_sous_dotee
80152;Bus-la-Mésière;1_Tres_sous_dotee
80153;Bus-lès-Artois;1_Tres_sous_dotee
80154;Bussu;1_Tres_sous_dotee
80155;Bussus-Bussuel;1_Tres_sous_dotee
80156;Bussy-lès-Daours;1_Tres_sous_dotee
80157;Bussy-lès-Poix;1_Tres_sous_dotee
80158;Buverchy;1_Tres_sous_dotee
80159;Cachy;1_Tres_sous_dotee
80160;Cagny;3_intermediaire
80161;Cahon;1_Tres_sous_dotee
80162;Caix;1_Tres_sous_dotee
80163;Cambron;1_Tres_sous_dotee
80164;Camon;3_intermediaire
80165;Camps-en-Amiénois;1_Tres_sous_dotee
80166;Canaples;1_Tres_sous_dotee
80167;Canchy;1_Tres_sous_dotee
80168;Candas;1_Tres_sous_dotee
80169;Cannessières;1_Tres_sous_dotee
80170;Cantigny;1_Tres_sous_dotee
80171;Caours;1_Tres_sous_dotee
80172;Cappy;1_Tres_sous_dotee
80173;Cardonnette;3_intermediaire
80174;Le Cardonnois;1_Tres_sous_dotee
80176;Carrépuis;1_Tres_sous_dotee
80177;Cartigny;1_Tres_sous_dotee
80179;Caulières;1_Tres_sous_dotee
80180;Cavillon;3_intermediaire
80181;Cayeux-en-Santerre;1_Tres_sous_dotee
80182;Cayeux-sur-Mer;1_Tres_sous_dotee
80183;Cerisy-Buleux;1_Tres_sous_dotee
80184;Cerisy;1_Tres_sous_dotee
80185;Champien;1_Tres_sous_dotee
80186;Chaulnes;1_Tres_sous_dotee
80187;La Chaussée-Tirancourt;3_intermediaire
80188;Chaussoy-Epagny;1_Tres_sous_dotee
80189;La Chavatte;1_Tres_sous_dotee
80190;Chépy;1_Tres_sous_dotee
80191;Chilly;1_Tres_sous_dotee
80192;Chipilly;1_Tres_sous_dotee
80193;Chirmont;1_Tres_sous_dotee
80194;Chuignes;1_Tres_sous_dotee
80195;Chuignolles;1_Tres_sous_dotee
80196;Citerne;1_Tres_sous_dotee
80197;Cizancourt;1_Tres_sous_dotee
80198;Clairy-Saulchoix;3_intermediaire
80199;Cléry-sur-Somme;1_Tres_sous_dotee
80200;Cocquerel;1_Tres_sous_dotee
80201;Coigneux;1_Tres_sous_dotee
80202;Coisy;3_intermediaire
80203;Colincamps;1_Tres_sous_dotee
80204;Combles;1_Tres_sous_dotee
80205;Condé-Folie;1_Tres_sous_dotee
80206;Contalmaison;1_Tres_sous_dotee
80207;Contay;1_Tres_sous_dotee
80208;Conteville;1_Tres_sous_dotee
80210;Contre;1_Tres_sous_dotee
80211;Conty;1_Tres_sous_dotee
80212;Corbie;1_Tres_sous_dotee
80213;Cottenchy;3_intermediaire
80214;Coullemelle;1_Tres_sous_dotee
80215;Coulonvillers;1_Tres_sous_dotee
80216;Courcelette;1_Tres_sous_dotee
80217;Courcelles-au-Bois;1_Tres_sous_dotee
80218;Courcelles-sous-Moyencourt;1_Tres_sous_dotee
80219;Courcelles-sous-Thoix;1_Tres_sous_dotee
80220;Courtemanche;1_Tres_sous_dotee
80221;Cramont;1_Tres_sous_dotee
80222;Crécy-en-Ponthieu;1_Tres_sous_dotee
80223;Crémery;1_Tres_sous_dotee
80224;Cressy-Omencourt;1_Tres_sous_dotee
80225;Creuse;3_intermediaire
80226;Croix-Moligneaux;1_Tres_sous_dotee
80227;Croixrault;1_Tres_sous_dotee
80228;Le Crotoy;1_Tres_sous_dotee
80229;Crouy-Saint-Pierre;1_Tres_sous_dotee
80230;Curchy;1_Tres_sous_dotee
80231;Curlu;1_Tres_sous_dotee
80232;Damery;1_Tres_sous_dotee
80233;Dancourt-Popincourt;1_Tres_sous_dotee
80234;Daours;1_Tres_sous_dotee
80235;Dargnies;1_Tres_sous_dotee
80236;Davenescourt;1_Tres_sous_dotee
80237;Démuin;1_Tres_sous_dotee
80238;Dernancourt;1_Tres_sous_dotee
80239;Devise;1_Tres_sous_dotee
80240;Doingt;1_Tres_sous_dotee
80241;Domart-en-Ponthieu;1_Tres_sous_dotee
80242;Domart-sur-la-Luce;1_Tres_sous_dotee
80243;Domesmont;1_Tres_sous_dotee
80244;Dominois;1_Tres_sous_dotee
80245;Domléger-Longvillers;1_Tres_sous_dotee
80246;Dommartin;3_intermediaire
80247;Dompierre-Becquincourt;1_Tres_sous_dotee
80248;Dompierre-sur-Authie;1_Tres_sous_dotee
80249;Domqueur;1_Tres_sous_dotee
80250;Domvast;1_Tres_sous_dotee
80251;Doudelainville;1_Tres_sous_dotee
80252;Douilly;1_Tres_sous_dotee
80253;Doullens;1_Tres_sous_dotee
80256;Dreuil-lès-Amiens;3_intermediaire
80258;Driencourt;1_Tres_sous_dotee
80259;Dromesnil;1_Tres_sous_dotee
80260;Drucat;1_Tres_sous_dotee
80261;Dury;3_intermediaire
80262;Eaucourt-sur-Somme;1_Tres_sous_dotee
80263;L'Échelle-Saint-Aurin;1_Tres_sous_dotee
80264;Éclusier-Vaux;1_Tres_sous_dotee
80265;Embreville;1_Tres_sous_dotee
80266;Englebelmer;1_Tres_sous_dotee
80267;Ennemain;1_Tres_sous_dotee
80268;Épagne-Épagnette;1_Tres_sous_dotee
80269;Épaumesnil;1_Tres_sous_dotee
80270;Épécamps;1_Tres_sous_dotee
80271;Épehy;1_Tres_sous_dotee
80272;Épénancourt;1_Tres_sous_dotee
80273;Éplessier;1_Tres_sous_dotee
80274;Eppeville;1_Tres_sous_dotee
80275;Équancourt;1_Tres_sous_dotee
80276;Équennes-Éramecourt;1_Tres_sous_dotee
80278;Erches;1_Tres_sous_dotee
80279;Ercheu;1_Tres_sous_dotee
80280;Ercourt;1_Tres_sous_dotee
80281;Ergnies;1_Tres_sous_dotee
80282;Érondelle;1_Tres_sous_dotee
80283;Esclainvillers;1_Tres_sous_dotee
80284;Esmery-Hallon;1_Tres_sous_dotee
80285;Essertaux;1_Tres_sous_dotee
80287;Estrébœuf;1_Tres_sous_dotee
80288;Estrées-Deniécourt;1_Tres_sous_dotee
80290;Estrées-lès-Crécy;1_Tres_sous_dotee
80291;Estrées-sur-Noye;3_intermediaire
80292;Étalon;1_Tres_sous_dotee
80293;Ételfay;1_Tres_sous_dotee
80294;Éterpigny;1_Tres_sous_dotee
80295;Étinehem-Méricourt;1_Tres_sous_dotee
80296;L'Étoile;1_Tres_sous_dotee
80297;Étréjust;1_Tres_sous_dotee
80298;Étricourt-Manancourt;1_Tres_sous_dotee
80299;La Faloise;1_Tres_sous_dotee
80300;Falvy;1_Tres_sous_dotee
80301;Famechon;1_Tres_sous_dotee
80302;Faverolles;1_Tres_sous_dotee
80303;Favières;1_Tres_sous_dotee
80304;Fay;1_Tres_sous_dotee
80305;Ferrières;3_intermediaire
80306;Fescamps;1_Tres_sous_dotee
80307;Feuillères;1_Tres_sous_dotee
80308;Feuquières-en-Vimeu;1_Tres_sous_dotee
80310;Fienvillers;1_Tres_sous_dotee
80311;Fignières;1_Tres_sous_dotee
80312;Fins;1_Tres_sous_dotee
80313;Flaucourt;1_Tres_sous_dotee
80314;Flers;1_Tres_sous_dotee
80315;Flers-sur-Noye;1_Tres_sous_dotee
80316;Flesselles;3_intermediaire
80317;Fleury;1_Tres_sous_dotee
80318;Flixecourt;1_Tres_sous_dotee
80319;Fluy;3_intermediaire
80320;Folies;1_Tres_sous_dotee
80321;Folleville;1_Tres_sous_dotee
80322;Fonches-Fonchette;1_Tres_sous_dotee
80324;Fontaine-le-Sec;1_Tres_sous_dotee
80325;Fontaine-lès-Cappy;1_Tres_sous_dotee
80326;Fontaine-sous-Montdidier;1_Tres_sous_dotee
80327;Fontaine-sur-Maye;1_Tres_sous_dotee
80328;Fontaine-sur-Somme;1_Tres_sous_dotee
80329;Forceville;1_Tres_sous_dotee
80330;Forceville-en-Vimeu;1_Tres_sous_dotee
80331;Forest-l'Abbaye;1_Tres_sous_dotee
80332;Forest-Montiers;1_Tres_sous_dotee
80333;Fort-Mahon-Plage;1_Tres_sous_dotee
80334;Fossemanant;3_intermediaire
80335;Foucaucourt-en-Santerre;1_Tres_sous_dotee
80336;Foucaucourt-Hors-Nesle;1_Tres_sous_dotee
80337;Fouencamps;3_intermediaire
80338;Fouilloy;1_Tres_sous_dotee
80339;Fouquescourt;1_Tres_sous_dotee
80340;Fourcigny;1_Tres_sous_dotee
80341;Fourdrinoy;3_intermediaire
80342;Framerville-Rainecourt;1_Tres_sous_dotee
80343;Framicourt;1_Tres_sous_dotee
80344;Francières;1_Tres_sous_dotee
80345;Franleu;1_Tres_sous_dotee
80346;Franqueville;1_Tres_sous_dotee
80347;Fransart;1_Tres_sous_dotee
80348;Fransu;1_Tres_sous_dotee
80349;Fransures;1_Tres_sous_dotee
80350;Franvillers;1_Tres_sous_dotee
80351;Fréchencourt;1_Tres_sous_dotee
80352;Frémontiers;1_Tres_sous_dotee
80353;Fresnes-Mazancourt;1_Tres_sous_dotee
80354;Fresnes-Tilloloy;1_Tres_sous_dotee
80355;Fresneville;1_Tres_sous_dotee
80356;Fresnoy-Andainville;1_Tres_sous_dotee
80357;Fresnoy-au-Val;1_Tres_sous_dotee
80358;Fresnoy-en-Chaussée;1_Tres_sous_dotee
80359;Fresnoy-lès-Roye;1_Tres_sous_dotee
80360;Fressenneville;1_Tres_sous_dotee
80361;Frettecuisse;1_Tres_sous_dotee
80362;Frettemeule;1_Tres_sous_dotee
80364;Friaucourt;1_Tres_sous_dotee
80365;Fricamps;1_Tres_sous_dotee
80366;Fricourt;1_Tres_sous_dotee
80367;Frise;1_Tres_sous_dotee
80368;Friville-Escarbotin;1_Tres_sous_dotee
80369;Frohen-sur-Authie;1_Tres_sous_dotee
80371;Froyelles;1_Tres_sous_dotee
80372;Frucourt;1_Tres_sous_dotee
80373;Gamaches;1_Tres_sous_dotee
80374;Gapennes;1_Tres_sous_dotee
80375;Gauville;1_Tres_sous_dotee
80376;Gentelles;1_Tres_sous_dotee
80377;Gézaincourt;1_Tres_sous_dotee
80378;Ginchy;1_Tres_sous_dotee
80379;Glisy;3_intermediaire
80380;Gorenflos;1_Tres_sous_dotee
80381;Gorges;1_Tres_sous_dotee
80383;Goyencourt;1_Tres_sous_dotee
80384;Grandcourt;1_Tres_sous_dotee
80385;Grand-Laviers;1_Tres_sous_dotee
80386;Gratibus;1_Tres_sous_dotee
80387;Grattepanche;3_intermediaire
80388;Grébault-Mesnil;1_Tres_sous_dotee
80390;Grivesnes;1_Tres_sous_dotee
80391;Grivillers;1_Tres_sous_dotee
80392;Grouches-Luchuel;1_Tres_sous_dotee
80393;Gruny;1_Tres_sous_dotee
80395;Guerbigny;1_Tres_sous_dotee
80396;Gueschart;1_Tres_sous_dotee
80397;Gueudecourt;1_Tres_sous_dotee
80399;Guignemicourt;3_intermediaire
80400;Guillaucourt;1_Tres_sous_dotee
80401;Guillemont;1_Tres_sous_dotee
80402;Guizancourt;1_Tres_sous_dotee
80403;Guyencourt-sur-Noye;3_intermediaire
80404;Guyencourt-Saulcourt;1_Tres_sous_dotee
80405;Hailles;1_Tres_sous_dotee
80406;Hallencourt;1_Tres_sous_dotee
80407;Hallivillers;1_Tres_sous_dotee
80408;Halloy-lès-Pernois;1_Tres_sous_dotee
80409;Hallu;1_Tres_sous_dotee
80410;Ham;1_Tres_sous_dotee
80411;Le Hamel;1_Tres_sous_dotee
80412;Hamelet;1_Tres_sous_dotee
80413;Hancourt;1_Tres_sous_dotee
80414;Hangard;1_Tres_sous_dotee
80415;Hangest-en-Santerre;1_Tres_sous_dotee
80416;Hangest-sur-Somme;1_Tres_sous_dotee
80417;Harbonnières;1_Tres_sous_dotee
80418;Hardecourt-aux-Bois;1_Tres_sous_dotee
80420;Harponville;1_Tres_sous_dotee
80421;Hattencourt;1_Tres_sous_dotee
80422;Hautvillers-Ouville;1_Tres_sous_dotee
80423;Havernas;3_intermediaire
80424;Hébécourt;3_intermediaire
80425;Hédauville;1_Tres_sous_dotee
80426;Heilly;1_Tres_sous_dotee
80427;Hem-Hardinval;1_Tres_sous_dotee
80428;Hem-Monacu;1_Tres_sous_dotee
80429;Hénencourt;1_Tres_sous_dotee
80430;Herbécourt;1_Tres_sous_dotee
80431;Hérissart;3_intermediaire
80432;Herleville;1_Tres_sous_dotee
80433;Herly;1_Tres_sous_dotee
80434;Hervilly;1_Tres_sous_dotee
80435;Hesbécourt;1_Tres_sous_dotee
80436;Hescamps;1_Tres_sous_dotee
80437;Heucourt-Croquoison;1_Tres_sous_dotee
80438;Heudicourt;1_Tres_sous_dotee
80439;Heuzecourt;1_Tres_sous_dotee
80440;Hiermont;1_Tres_sous_dotee
80442;Hombleux;1_Tres_sous_dotee
80443;Hornoy-le-Bourg;1_Tres_sous_dotee
80444;Huchenneville;1_Tres_sous_dotee
80445;Humbercourt;1_Tres_sous_dotee
80446;Huppy;1_Tres_sous_dotee
80449;Ignaucourt;1_Tres_sous_dotee
80450;Inval-Boiron;1_Tres_sous_dotee
80451;Irles;1_Tres_sous_dotee
80452;Jumel;1_Tres_sous_dotee
80453;Laboissière-en-Santerre;1_Tres_sous_dotee
80455;Lachapelle;1_Tres_sous_dotee
80456;Lafresguimont-Saint-Martin;1_Tres_sous_dotee
80458;Lahoussoye;1_Tres_sous_dotee
80459;Laleu;1_Tres_sous_dotee
80460;Lamaronde;1_Tres_sous_dotee
80461;Lamotte-Brebière;3_intermediaire
80462;Lamotte-Buleux;1_Tres_sous_dotee
80463;Lamotte-Warfusée;1_Tres_sous_dotee
80464;Lanchères;1_Tres_sous_dotee
80465;Languevoisin-Quiquery;1_Tres_sous_dotee
80466;Lanches-Saint-Hilaire;1_Tres_sous_dotee
80467;Laucourt;1_Tres_sous_dotee
80468;Laviéville;1_Tres_sous_dotee
80469;Lawarde-Mauger-l'Hortoy;1_Tres_sous_dotee
80470;Léalvillers;1_Tres_sous_dotee
80472;Lesbœufs;1_Tres_sous_dotee
80473;Liancourt-Fosse;1_Tres_sous_dotee
80474;Licourt;1_Tres_sous_dotee
80475;Liéramont;1_Tres_sous_dotee
80476;Liercourt;1_Tres_sous_dotee
80477;Ligescourt;1_Tres_sous_dotee
80478;Lignières;1_Tres_sous_dotee
80479;Lignières-Châtelain;1_Tres_sous_dotee
80480;Lignières-en-Vimeu;1_Tres_sous_dotee
80481;Lihons;1_Tres_sous_dotee
80482;Limeux;1_Tres_sous_dotee
80484;Liomer;1_Tres_sous_dotee
80485;Ô-de-Selle;3_intermediaire
80486;Long;1_Tres_sous_dotee
80487;Longavesnes;1_Tres_sous_dotee
80488;Longpré-les-Corps-Saints;1_Tres_sous_dotee
80489;Longueau;3_intermediaire
80490;Longueval;1_Tres_sous_dotee
80491;Longuevillette;1_Tres_sous_dotee
80493;Louvencourt;1_Tres_sous_dotee
80494;Louvrechy;1_Tres_sous_dotee
80495;Lucheux;1_Tres_sous_dotee
80496;Machiel;1_Tres_sous_dotee
80497;Machy;1_Tres_sous_dotee
80498;Mailly-Maillet;1_Tres_sous_dotee
80499;Mailly-Raineval;1_Tres_sous_dotee
80500;Maisnières;1_Tres_sous_dotee
80501;Maison-Ponthieu;1_Tres_sous_dotee
80502;Maison-Roland;1_Tres_sous_dotee
80503;Maizicourt;1_Tres_sous_dotee
80504;Malpart;1_Tres_sous_dotee
80505;Carnoy-Mametz;1_Tres_sous_dotee
80507;Marcelcave;1_Tres_sous_dotee
80508;Marché-Allouarde;1_Tres_sous_dotee
80509;Marchélepot-Misery;1_Tres_sous_dotee
80511;Marestmontiers;1_Tres_sous_dotee
80512;Mareuil-Caubert;1_Tres_sous_dotee
80513;Maricourt;1_Tres_sous_dotee
80514;Marieux;1_Tres_sous_dotee
80515;Marlers;1_Tres_sous_dotee
80516;Marquaix;1_Tres_sous_dotee
80517;Marquivillers;1_Tres_sous_dotee
80518;Martainneville;1_Tres_sous_dotee
80519;Matigny;1_Tres_sous_dotee
80520;Maucourt;1_Tres_sous_dotee
80521;Maurepas;1_Tres_sous_dotee
80522;Le Mazis;1_Tres_sous_dotee
80523;Méaulte;1_Tres_sous_dotee
80524;Méharicourt;1_Tres_sous_dotee
80525;Meigneux;1_Tres_sous_dotee
80526;Le Meillard;1_Tres_sous_dotee
80527;Méneslies;1_Tres_sous_dotee
80528;Méréaucourt;1_Tres_sous_dotee
80529;Mérélessart;1_Tres_sous_dotee
80530;Méricourt-l'Abbé;1_Tres_sous_dotee
80531;Méricourt-en-Vimeu;1_Tres_sous_dotee
80533;Mers-les-Bains;1_Tres_sous_dotee
80535;Le Mesge;1_Tres_sous_dotee
80536;Mesnil-Bruntel;1_Tres_sous_dotee
80537;Mesnil-Domqueur;1_Tres_sous_dotee
80538;Mesnil-en-Arrouaise;1_Tres_sous_dotee
80540;Mesnil-Martinsart;1_Tres_sous_dotee
80541;Mesnil-Saint-Georges;1_Tres_sous_dotee
80542;Mesnil-Saint-Nicaise;1_Tres_sous_dotee
80543;Métigny;1_Tres_sous_dotee
80544;Mézerolles;1_Tres_sous_dotee
80545;Mézières-en-Santerre;1_Tres_sous_dotee
80546;Miannay;1_Tres_sous_dotee
80547;Millencourt;1_Tres_sous_dotee
80548;Millencourt-en-Ponthieu;1_Tres_sous_dotee
80549;Miraumont;1_Tres_sous_dotee
80550;Mirvaux;3_intermediaire
80552;Moislains;1_Tres_sous_dotee
80553;Molliens-au-Bois;3_intermediaire
80554;Molliens-Dreuil;1_Tres_sous_dotee
80555;Monchy-Lagache;1_Tres_sous_dotee
80556;Mons-Boubert;1_Tres_sous_dotee
80557;Estrées-Mons;1_Tres_sous_dotee
80558;Monsures;1_Tres_sous_dotee
80559;Montagne-Fayel;1_Tres_sous_dotee
80560;Montauban-de-Picardie;1_Tres_sous_dotee
80561;Montdidier;1_Tres_sous_dotee
80562;Montigny-sur-l'Hallue;3_intermediaire
80563;Montigny-les-Jongleurs;1_Tres_sous_dotee
80565;Montonvillers;3_intermediaire
80566;Fieffes-Montrelet;1_Tres_sous_dotee
80568;Morchain;1_Tres_sous_dotee
80569;Morcourt;1_Tres_sous_dotee
80570;Moreuil;1_Tres_sous_dotee
80571;Morisel;1_Tres_sous_dotee
80572;Morlancourt;1_Tres_sous_dotee
80573;Morvillers-Saint-Saturnin;1_Tres_sous_dotee
80574;Mouflers;1_Tres_sous_dotee
80575;Mouflières;1_Tres_sous_dotee
80576;Moyencourt;1_Tres_sous_dotee
80577;Moyencourt-lès-Poix;1_Tres_sous_dotee
80578;Moyenneville;1_Tres_sous_dotee
80579;Muille-Villette;1_Tres_sous_dotee
80580;Nampont;1_Tres_sous_dotee
80582;Namps-Maisnil;1_Tres_sous_dotee
80583;Nampty;3_intermediaire
80584;Naours;3_intermediaire
80585;Nesle;1_Tres_sous_dotee
80586;Nesle-l'Hôpital;1_Tres_sous_dotee
80587;Neslette;1_Tres_sous_dotee
80588;Neufmoulin;1_Tres_sous_dotee
80589;Neuilly-le-Dien;1_Tres_sous_dotee
80590;Neuilly-l'Hôpital;1_Tres_sous_dotee
80591;Neuville-au-Bois;1_Tres_sous_dotee
80592;Neuville-Coppegueule;1_Tres_sous_dotee
80593;La Neuville-lès-Bray;1_Tres_sous_dotee
80595;La Neuville-Sire-Bernard;1_Tres_sous_dotee
80596;Neuvillette;1_Tres_sous_dotee
80597;Nibas;1_Tres_sous_dotee
80598;Nouvion;1_Tres_sous_dotee
80599;Noyelles-en-Chaussée;1_Tres_sous_dotee
80600;Noyelles-sur-Mer;1_Tres_sous_dotee
80601;Nurlu;1_Tres_sous_dotee
80602;Occoches;1_Tres_sous_dotee
80603;Ochancourt;1_Tres_sous_dotee
80604;Offignies;1_Tres_sous_dotee
80605;Offoy;1_Tres_sous_dotee
80606;Oisemont;1_Tres_sous_dotee
80607;Oissy;3_intermediaire
80609;Oneux;1_Tres_sous_dotee
80611;Oresmaux;3_intermediaire
80613;Oust-Marest;1_Tres_sous_dotee
80614;Outrebois;1_Tres_sous_dotee
80615;Ovillers-la-Boisselle;1_Tres_sous_dotee
80616;Pargny;1_Tres_sous_dotee
80617;Parvillers-le-Quesnoy;1_Tres_sous_dotee
80618;Pendé;1_Tres_sous_dotee
80619;Pernois;1_Tres_sous_dotee
80620;Péronne;1_Tres_sous_dotee
80621;Hypercourt;1_Tres_sous_dotee
80622;Picquigny;3_intermediaire
80623;Piennes-Onvillers;1_Tres_sous_dotee
80624;Pierregot;3_intermediaire
80625;Trois-Rivières;1_Tres_sous_dotee
80626;Pissy;3_intermediaire
80627;Plachy-Buyon;3_intermediaire
80628;Le Plessier-Rozainvillers;1_Tres_sous_dotee
80629;Pœuilly;3_intermediaire
80630;Poix-de-Picardie;1_Tres_sous_dotee
80631;Ponches-Estruval;1_Tres_sous_dotee
80632;Pont-de-Metz;3_intermediaire
80633;Ponthoile;1_Tres_sous_dotee
80634;Pont-Noyelles;1_Tres_sous_dotee
80635;Pont-Remy;1_Tres_sous_dotee
80637;Port-le-Grand;1_Tres_sous_dotee
80638;Potte;1_Tres_sous_dotee
80639;Poulainville;3_intermediaire
80640;Pozières;1_Tres_sous_dotee
80642;Prouville;1_Tres_sous_dotee
80643;Prouzel;3_intermediaire
80644;Proyart;1_Tres_sous_dotee
80645;Puchevillers;3_intermediaire
80646;Punchy;1_Tres_sous_dotee
80647;Puzeaux;1_Tres_sous_dotee
80648;Pys;1_Tres_sous_dotee
80649;Quend;1_Tres_sous_dotee
80650;Querrieu;1_Tres_sous_dotee
80651;Le Quesne;1_Tres_sous_dotee
80652;Le Quesnel;1_Tres_sous_dotee
80654;Quesnoy-le-Montant;1_Tres_sous_dotee
80655;Quesnoy-sur-Airaines;1_Tres_sous_dotee
80656;Quevauvillers;1_Tres_sous_dotee
80657;Quiry-le-Sec;1_Tres_sous_dotee
80658;Quivières;1_Tres_sous_dotee
80659;Raincheval;1_Tres_sous_dotee
80661;Rainneville;3_intermediaire
80662;Ramburelles;1_Tres_sous_dotee
80663;Rambures;1_Tres_sous_dotee
80664;Rancourt;1_Tres_sous_dotee
80665;Regnière-Écluse;1_Tres_sous_dotee
80666;Remaisnil;1_Tres_sous_dotee
80667;Remaugies;1_Tres_sous_dotee
80668;Remiencourt;3_intermediaire
80669;Rethonvillers;1_Tres_sous_dotee
80670;Revelles;3_intermediaire
80671;Ribeaucourt;1_Tres_sous_dotee
80672;Ribemont-sur-Ancre;1_Tres_sous_dotee
80673;Riencourt;3_intermediaire
80674;Rivery;3_intermediaire
80675;Rogy;1_Tres_sous_dotee
80676;Roiglise;1_Tres_sous_dotee
80677;Roisel;1_Tres_sous_dotee
80678;Rollot;1_Tres_sous_dotee
80679;Ronssoy;1_Tres_sous_dotee
80680;Rosières-en-Santerre;1_Tres_sous_dotee
80681;Rouvrel;1_Tres_sous_dotee
80682;Rouvroy-en-Santerre;1_Tres_sous_dotee
80683;Rouy-le-Grand;1_Tres_sous_dotee
80684;Rouy-le-Petit;1_Tres_sous_dotee
80685;Roye;1_Tres_sous_dotee
80686;Rubempré;3_intermediaire
80687;Rubescourt;1_Tres_sous_dotee
80688;Rue;1_Tres_sous_dotee
80690;Rumigny;3_intermediaire
80691;Saigneville;1_Tres_sous_dotee
80692;Sailly-Flibeaucourt;1_Tres_sous_dotee
80693;Sailly-Laurette;1_Tres_sous_dotee
80694;Sailly-le-Sec;1_Tres_sous_dotee
80695;Sailly-Saillisel;1_Tres_sous_dotee
80696;Sains-en-Amiénois;3_intermediaire
80697;Saint-Acheul;1_Tres_sous_dotee
80698;Saint-Aubin-Montenoy;1_Tres_sous_dotee
80699;Saint-Aubin-Rivière;1_Tres_sous_dotee
80700;Saint-Blimont;1_Tres_sous_dotee
80701;Saint-Christ-Briost;1_Tres_sous_dotee
80702;Saint-Fuscien;3_intermediaire
80703;Saint-Germain-sur-Bresle;1_Tres_sous_dotee
80704;Saint-Gratien;3_intermediaire
80705;Saint-Léger-lès-Authie;1_Tres_sous_dotee
80706;Saint-Léger-lès-Domart;1_Tres_sous_dotee
80707;Saint-Léger-sur-Bresle;1_Tres_sous_dotee
80708;Saint-Mard;1_Tres_sous_dotee
80709;Saint-Maulvis;1_Tres_sous_dotee
80710;Saint-Maxent;1_Tres_sous_dotee
80711;Saint-Ouen;1_Tres_sous_dotee
80713;Saint-Quentin-en-Tourmont;1_Tres_sous_dotee
80714;Saint-Quentin-la-Motte-Croix-au-Bailly;1_Tres_sous_dotee
80716;Saint-Riquier;1_Tres_sous_dotee
80717;Saint-Sauflieu;3_intermediaire
80718;Saint-Sauveur;3_intermediaire
80719;Sainte-Segrée;1_Tres_sous_dotee
80721;Saint-Valery-sur-Somme;1_Tres_sous_dotee
80722;Saint-Vaast-en-Chaussée;3_intermediaire
80723;Saisseval;3_intermediaire
80724;Saleux;3_intermediaire
80725;Salouël;3_intermediaire
80726;Sancourt;1_Tres_sous_dotee
80728;Saulchoy-sous-Poix;1_Tres_sous_dotee
80729;Sauvillers-Mongival;1_Tres_sous_dotee
80730;Saveuse;3_intermediaire
80732;Senarpont;1_Tres_sous_dotee
80733;Senlis-le-Sec;1_Tres_sous_dotee
80734;Sentelie;1_Tres_sous_dotee
80735;Seux;3_intermediaire
80736;Sorel-en-Vimeu;1_Tres_sous_dotee
80737;Sorel;1_Tres_sous_dotee
80738;Soues;1_Tres_sous_dotee
80740;Sourdon;1_Tres_sous_dotee
80741;Soyécourt;1_Tres_sous_dotee
80742;Surcamps;1_Tres_sous_dotee
80743;Suzanne;1_Tres_sous_dotee
80744;Tailly;1_Tres_sous_dotee
80746;Talmas;3_intermediaire
80747;Templeux-la-Fosse;1_Tres_sous_dotee
80748;Templeux-le-Guérard;1_Tres_sous_dotee
80749;Terramesnil;1_Tres_sous_dotee
80750;Tertry;1_Tres_sous_dotee
80751;Thennes;1_Tres_sous_dotee
80752;Thézy-Glimont;1_Tres_sous_dotee
80753;Thiepval;1_Tres_sous_dotee
80754;Thieulloy-l'Abbaye;1_Tres_sous_dotee
80755;Thieulloy-la-Ville;1_Tres_sous_dotee
80756;Thièvres;1_Tres_sous_dotee
80757;Thoix;1_Tres_sous_dotee
80758;Thory;1_Tres_sous_dotee
80759;Tilloloy;1_Tres_sous_dotee
80760;Tilloy-Floriville;1_Tres_sous_dotee
80762;Tincourt-Boucly;1_Tres_sous_dotee
80763;Le Titre;1_Tres_sous_dotee
80764;Tœufles;1_Tres_sous_dotee
80765;Tours-en-Vimeu;1_Tres_sous_dotee
