CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage chirurgien-dentiste
09151;Lanoux;1_Tres_sous_dotee
09152;Lapège;1_Tres_sous_dotee
09153;Lapenne;3_intermediaire
09154;Larbont;3_intermediaire
09155;Larcat;1_Tres_sous_dotee
09156;Larnat;1_Tres_sous_dotee
09157;Laroque-d'Olmes;1_Tres_sous_dotee
09158;Lasserre;1_Tres_sous_dotee
09159;Lassur;3_intermediaire
09160;Lavelanet;1_Tres_sous_dotee
09161;Léran;1_Tres_sous_dotee
09162;Lercoul;1_Tres_sous_dotee
09163;Lescousse;3_intermediaire
09164;Lescure;1_Tres_sous_dotee
09165;Lesparrou;1_Tres_sous_dotee
09166;Leychert;1_Tres_sous_dotee
09167;Lézat-sur-Lèze;1_Tres_sous_dotee
09168;Lieurac;1_Tres_sous_dotee
09169;Limbrassac;1_Tres_sous_dotee
09170;Lissac;1_Tres_sous_dotee
09171;Lordat;3_intermediaire
09172;Loubaut;1_Tres_sous_dotee
09173;Loubens;3_intermediaire
09174;Loubières;3_intermediaire
09175;Ludiès;3_intermediaire
09176;Luzenac;3_intermediaire
09177;Madière;3_intermediaire
09178;Malegoude;1_Tres_sous_dotee
09179;Malléon;3_intermediaire
09180;Manses;1_Tres_sous_dotee
09181;Le Mas-d'Azil;3_intermediaire
09182;Massat;1_Tres_sous_dotee
09183;Mauvezin-de-Prat;1_Tres_sous_dotee
09184;Mauvezin-de-Sainte-Croix;1_Tres_sous_dotee
09185;Mazères;1_Tres_sous_dotee
09186;Méras;1_Tres_sous_dotee
09187;Mercenac;1_Tres_sous_dotee
09188;Mercus-Garrabet;1_Tres_sous_dotee
09189;Mérens-les-Vals;3_intermediaire
09190;Mérigon;1_Tres_sous_dotee
09192;Miglos;1_Tres_sous_dotee
09193;Mijanès;1_Tres_sous_dotee
09194;Mirepoix;1_Tres_sous_dotee
09195;Monesple;3_intermediaire
09196;Montagagne;3_intermediaire
09197;Montaillou;3_intermediaire
09198;Montardit;1_Tres_sous_dotee
09199;Montaut;1_Tres_sous_dotee
09200;Montbel;1_Tres_sous_dotee
09201;Montégut-en-Couserans;1_Tres_sous_dotee
09202;Montégut-Plantaurel;3_intermediaire
09203;Montels;3_intermediaire
09204;Montesquieu-Avantès;1_Tres_sous_dotee
09205;Montfa;1_Tres_sous_dotee
09206;Montferrier;1_Tres_sous_dotee
09207;Montgailhard;3_intermediaire
09208;Montgauch;1_Tres_sous_dotee
09209;Montjoie-en-Couserans;1_Tres_sous_dotee
09210;Montoulieu;3_intermediaire
09211;Montségur;1_Tres_sous_dotee
09212;Montseron;1_Tres_sous_dotee
09213;Moulin-Neuf;1_Tres_sous_dotee
09214;Moulis;1_Tres_sous_dotee
09215;Nalzen;1_Tres_sous_dotee
09216;Nescus;3_intermediaire
09217;Niaux;1_Tres_sous_dotee
09218;Orgeix;3_intermediaire
09219;Orgibet;1_Tres_sous_dotee
09220;Orlu;3_intermediaire
09221;Ornolac-Ussat-les-Bains;1_Tres_sous_dotee
09222;Orus;1_Tres_sous_dotee
09223;Oust;1_Tres_sous_dotee
09224;Pailhès;3_intermediaire
09225;Pamiers;3_intermediaire
09226;Pech;1_Tres_sous_dotee
09227;Péreille;1_Tres_sous_dotee
09228;Perles-et-Castelet;3_intermediaire
09229;Le Peyrat;1_Tres_sous_dotee
09230;Le Pla;1_Tres_sous_dotee
09231;Le Port;1_Tres_sous_dotee
09232;Prades;3_intermediaire
09233;Pradettes;1_Tres_sous_dotee
09234;Pradières;3_intermediaire
09235;Prat-Bonrepaux;1_Tres_sous_dotee
09236;Prayols;3_intermediaire
09237;Le Puch;1_Tres_sous_dotee
09238;Les Pujols;3_intermediaire
09239;Quérigut;1_Tres_sous_dotee
09240;Quié;1_Tres_sous_dotee
09241;Rabat-les-Trois-Seigneurs;1_Tres_sous_dotee
09242;Raissac;1_Tres_sous_dotee
09243;Régat;1_Tres_sous_dotee
09244;Rieucros;1_Tres_sous_dotee
09245;Rieux-de-Pelleport;3_intermediaire
09246;Rimont;1_Tres_sous_dotee
09247;Rivèrenert;1_Tres_sous_dotee
09249;Roquefixade;1_Tres_sous_dotee
09250;Roquefort-les-Cascades;1_Tres_sous_dotee
09251;Roumengoux;1_Tres_sous_dotee
09252;Rouze;1_Tres_sous_dotee
09253;Sabarat;3_intermediaire
09254;Saint-Amadou;3_intermediaire
09256;Saint-Bauzeil;3_intermediaire
09257;Sainte-Croix-Volvestre;1_Tres_sous_dotee
09258;Saint-Félix-de-Rieutord;3_intermediaire
09259;Saint-Félix-de-Tournegat;3_intermediaire
09260;Sainte-Foi;1_Tres_sous_dotee
09261;Saint-Girons;1_Tres_sous_dotee
09262;Saint-Jean-d'Aigues-Vives;1_Tres_sous_dotee
09263;Saint-Jean-du-Castillonnais;1_Tres_sous_dotee
09264;Saint-Jean-de-Verges;3_intermediaire
09265;Saint-Jean-du-Falga;3_intermediaire
09266;Saint-Julien-de-Gras-Capou;1_Tres_sous_dotee
09267;Saint-Lary;1_Tres_sous_dotee
09268;Saint-Lizier;1_Tres_sous_dotee
09269;Saint-Martin-de-Caralp;3_intermediaire
09270;Saint-Martin-d'Oydes;1_Tres_sous_dotee
09271;Saint-Michel;3_intermediaire
09272;Saint-Paul-de-Jarrat;3_intermediaire
09273;Saint-Pierre-de-Rivière;3_intermediaire
09274;Saint-Quentin-la-Tour;1_Tres_sous_dotee
09275;Saint-Quirc;1_Tres_sous_dotee
09276;Saint-Victor-Rouzaud;3_intermediaire
09277;Saint-Ybars;1_Tres_sous_dotee
09279;Salsein;1_Tres_sous_dotee
09280;Saurat;1_Tres_sous_dotee
09281;Sautel;1_Tres_sous_dotee
09282;Saverdun;1_Tres_sous_dotee
09283;Savignac-les-Ormeaux;3_intermediaire
09284;Ségura;3_intermediaire
09285;Seix;1_Tres_sous_dotee
09287;Senconac;1_Tres_sous_dotee
09289;Lorp-Sentaraille;1_Tres_sous_dotee
09290;Sentein;1_Tres_sous_dotee
09291;Sentenac-d'Oust;1_Tres_sous_dotee
09292;Sentenac-de-Sérou;3_intermediaire
09293;Serres-sur-Arget;3_intermediaire
09294;Sieuras;1_Tres_sous_dotee
09295;Siguer;1_Tres_sous_dotee
09296;Aulos-Sinsat;1_Tres_sous_dotee
09297;Sor;1_Tres_sous_dotee
09298;Sorgeat;3_intermediaire
09299;Soueix-Rogalle;1_Tres_sous_dotee
09300;Soula;3_intermediaire
09301;Soulan;1_Tres_sous_dotee
09303;Surba;1_Tres_sous_dotee
09304;Suzan;3_intermediaire
09305;Tabre;1_Tres_sous_dotee
09306;Tarascon-sur-Ariège;1_Tres_sous_dotee
09307;Taurignan-Castet;1_Tres_sous_dotee
09308;Taurignan-Vieux;1_Tres_sous_dotee
09309;Teilhet;1_Tres_sous_dotee
09310;Thouars-sur-Arize;1_Tres_sous_dotee
09311;Tignac;3_intermediaire
09312;La Tour-du-Crieu;3_intermediaire
09313;Tourtouse;1_Tres_sous_dotee
09314;Tourtrol;1_Tres_sous_dotee
09315;Trémoulet;3_intermediaire
09316;Troye-d'Ariège;1_Tres_sous_dotee
09318;Unac;3_intermediaire
09319;Unzent;1_Tres_sous_dotee
09320;Urs;3_intermediaire
09321;Ussat;1_Tres_sous_dotee
09322;Ustou;1_Tres_sous_dotee
09323;Vals;1_Tres_sous_dotee
09324;Varilhes;3_intermediaire
09325;Vaychis;3_intermediaire
09326;Vèbre;1_Tres_sous_dotee
09327;Ventenac;3_intermediaire
09328;Verdun;1_Tres_sous_dotee
09329;Vernajoul;3_intermediaire
09330;Vernaux;3_intermediaire
09331;Le Vernet;1_Tres_sous_dotee
09332;Verniolle;3_intermediaire
09334;Val-de-Sos;1_Tres_sous_dotee
09335;Villeneuve;1_Tres_sous_dotee
09336;Villeneuve-d'Olmes;1_Tres_sous_dotee
09338;Villeneuve-du-Latou;1_Tres_sous_dotee
09339;Villeneuve-du-Paréage;3_intermediaire
09340;Vira;1_Tres_sous_dotee
09341;Viviès;1_Tres_sous_dotee
09342;Sainte-Suzanne;1_Tres_sous_dotee
10002;Ailleville;1_Tres_sous_dotee
10003;Aix-Villemaur-Pâlis;1_Tres_sous_dotee
10004;Allibaudières;1_Tres_sous_dotee
10005;Amance;1_Tres_sous_dotee
10006;Arcis-sur-Aube;1_Tres_sous_dotee
10007;Arconville;1_Tres_sous_dotee
10008;Argançon;1_Tres_sous_dotee
10009;Arrelles;1_Tres_sous_dotee
10010;Arrembécourt;1_Tres_sous_dotee
10011;Arrentières;1_Tres_sous_dotee
10012;Arsonval;1_Tres_sous_dotee
10013;Assenay;1_Tres_sous_dotee
10014;Assencières;3_intermediaire
10015;Aubeterre;2_Sous_dotee
10017;Aulnay;1_Tres_sous_dotee
10018;Auxon;1_Tres_sous_dotee
10019;Val-d'Auzon;1_Tres_sous_dotee
10020;Avant-lès-Marcilly;1_Tres_sous_dotee
10021;Avant-lès-Ramerupt;3_intermediaire
10022;Avirey-Lingey;1_Tres_sous_dotee
10023;Avon-la-Pèze;1_Tres_sous_dotee
10024;Avreuil;1_Tres_sous_dotee
10025;Bagneux-la-Fosse;1_Tres_sous_dotee
10026;Bailly-le-Franc;1_Tres_sous_dotee
10027;Balignicourt;1_Tres_sous_dotee
10028;Balnot-la-Grange;1_Tres_sous_dotee
10029;Balnot-sur-Laignes;1_Tres_sous_dotee
10030;Barberey-Saint-Sulpice;2_Sous_dotee
10031;Barbuise;1_Tres_sous_dotee
10032;Baroville;1_Tres_sous_dotee
10033;Bar-sur-Aube;1_Tres_sous_dotee
10034;Bar-sur-Seine;1_Tres_sous_dotee
10035;Bayel;1_Tres_sous_dotee
10037;Bercenay-en-Othe;3_intermediaire
10038;Bercenay-le-Hayer;1_Tres_sous_dotee
10039;Bergères;1_Tres_sous_dotee
10040;Bernon;1_Tres_sous_dotee
10041;Bertignolles;1_Tres_sous_dotee
10042;Bérulle;1_Tres_sous_dotee
10043;Bessy;1_Tres_sous_dotee
10044;Bétignicourt;1_Tres_sous_dotee
10045;Beurey;1_Tres_sous_dotee
10046;Blaincourt-sur-Aube;1_Tres_sous_dotee
10047;Blignicourt;1_Tres_sous_dotee
10048;Bligny;1_Tres_sous_dotee
10049;Les Bordes-Aumont;1_Tres_sous_dotee
10050;Bossancourt;1_Tres_sous_dotee
10051;Bouilly;3_intermediaire
10052;Boulages;1_Tres_sous_dotee
10053;Bouranton;1_Tres_sous_dotee
10054;Bourdenay;1_Tres_sous_dotee
10055;Bourguignons;1_Tres_sous_dotee
10056;Bouy-Luxembourg;3_intermediaire
10057;Bouy-sur-Orvin;1_Tres_sous_dotee
10058;Bragelogne-Beauvoir;1_Tres_sous_dotee
10059;Braux;1_Tres_sous_dotee
10060;Bréviandes;1_Tres_sous_dotee
10061;Brévonnes;1_Tres_sous_dotee
10062;Briel-sur-Barse;1_Tres_sous_dotee
10063;Brienne-la-Vieille;1_Tres_sous_dotee
10064;Brienne-le-Château;1_Tres_sous_dotee
10065;Brillecourt;1_Tres_sous_dotee
10066;Bucey-en-Othe;3_intermediaire
10067;Buchères;1_Tres_sous_dotee
10068;Buxeuil;1_Tres_sous_dotee
10069;Buxières-sur-Arce;1_Tres_sous_dotee
10070;Celles-sur-Ource;1_Tres_sous_dotee
10071;Chacenay;1_Tres_sous_dotee
10072;La Chaise;1_Tres_sous_dotee
10073;Chalette-sur-Voire;1_Tres_sous_dotee
10074;Chamoy;3_intermediaire
10075;Champfleury;1_Tres_sous_dotee
10076;Champignol-lez-Mondeville;1_Tres_sous_dotee
10077;Champigny-sur-Aube;1_Tres_sous_dotee
10078;Champ-sur-Barse;1_Tres_sous_dotee
10079;Channes;1_Tres_sous_dotee
10080;Chaource;1_Tres_sous_dotee
10081;La Chapelle-Saint-Luc;2_Sous_dotee
10082;Chapelle-Vallon;2_Sous_dotee
10083;Chappes;1_Tres_sous_dotee
10084;Charmont-sous-Barbuise;3_intermediaire
10085;Charmoy;1_Tres_sous_dotee
10086;Charny-le-Bachot;1_Tres_sous_dotee
10087;Chaserey;1_Tres_sous_dotee
10089;Châtres;1_Tres_sous_dotee
10090;Chauchigny;2_Sous_dotee
10091;Chaudrey;1_Tres_sous_dotee
10092;Chauffour-lès-Bailly;1_Tres_sous_dotee
10093;Chaumesnil;1_Tres_sous_dotee
10094;Chavanges;1_Tres_sous_dotee
10095;Le Chêne;1_Tres_sous_dotee
10096;Chennegy;1_Tres_sous_dotee
10097;Chervey;1_Tres_sous_dotee
10098;Chesley;1_Tres_sous_dotee
10099;Chessy-les-Prés;1_Tres_sous_dotee
10100;Clérey;1_Tres_sous_dotee
10101;Coclois;1_Tres_sous_dotee
10102;Colombé-la-Fosse;1_Tres_sous_dotee
10103;Colombé-le-Sec;1_Tres_sous_dotee
10104;Cormost;1_Tres_sous_dotee
10105;Courcelles-sur-Voire;1_Tres_sous_dotee
10106;Courceroy;1_Tres_sous_dotee
10107;Coursan-en-Othe;1_Tres_sous_dotee
10108;Courtaoult;1_Tres_sous_dotee
10109;Courtenot;1_Tres_sous_dotee
10110;Courteranges;1_Tres_sous_dotee
10111;Courteron;1_Tres_sous_dotee
10112;Coussegrey;1_Tres_sous_dotee
10113;Couvignon;1_Tres_sous_dotee
10114;Crancey;1_Tres_sous_dotee
10115;Creney-près-Troyes;3_intermediaire
10116;Crésantignes;3_intermediaire
10117;Crespy-le-Neuf;1_Tres_sous_dotee
10118;Les Croûtes;1_Tres_sous_dotee
10119;Cunfin;1_Tres_sous_dotee
10120;Cussangy;1_Tres_sous_dotee
10121;Dampierre;1_Tres_sous_dotee
10122;Davrey;1_Tres_sous_dotee
10123;Dienville;1_Tres_sous_dotee
10124;Dierrey-Saint-Julien;1_Tres_sous_dotee
10125;Dierrey-Saint-Pierre;2_Sous_dotee
10126;Dolancourt;1_Tres_sous_dotee
10127;Dommartin-le-Coq;1_Tres_sous_dotee
10128;Donnement;1_Tres_sous_dotee
10129;Dosches;1_Tres_sous_dotee
10130;Dosnon;1_Tres_sous_dotee
10131;Droupt-Saint-Basle;1_Tres_sous_dotee
10132;Droupt-Sainte-Marie;1_Tres_sous_dotee
10133;Eaux-Puiseaux;1_Tres_sous_dotee
10134;Échemines;2_Sous_dotee
10135;Éclance;1_Tres_sous_dotee
10136;Éguilly-sous-Bois;1_Tres_sous_dotee
10137;Engente;1_Tres_sous_dotee
10138;Épagne;1_Tres_sous_dotee
10139;Épothémont;1_Tres_sous_dotee
10140;Ervy-le-Châtel;1_Tres_sous_dotee
10141;Essoyes;1_Tres_sous_dotee
10142;Estissac;1_Tres_sous_dotee
10143;Étourvy;1_Tres_sous_dotee
10144;Étrelles-sur-Aube;1_Tres_sous_dotee
10145;Faux-Villecerf;1_Tres_sous_dotee
10146;Fay-lès-Marcilly;1_Tres_sous_dotee
10147;Fays-la-Chapelle;3_intermediaire
10148;Ferreux-Quincey;1_Tres_sous_dotee
10149;Feuges;2_Sous_dotee
10150;Fontaine;1_Tres_sous_dotee
10151;Fontaine-les-Grès;2_Sous_dotee
10153;Fontaine-Mâcon;1_Tres_sous_dotee
10154;Fontenay-de-Bossery;1_Tres_sous_dotee
10155;Fontette;1_Tres_sous_dotee
10156;Fontvannes;3_intermediaire
10157;La Fosse-Corduan;1_Tres_sous_dotee
10158;Fouchères;1_Tres_sous_dotee
10159;Fralignes;1_Tres_sous_dotee
10160;Fravaux;1_Tres_sous_dotee
10161;Fresnay;1_Tres_sous_dotee
10162;Fresnoy-le-Château;1_Tres_sous_dotee
10163;Fuligny;1_Tres_sous_dotee
10164;Gélannes;1_Tres_sous_dotee
10165;Géraudot;1_Tres_sous_dotee
10166;Les Grandes-Chapelles;2_Sous_dotee
10167;Grandville;1_Tres_sous_dotee
10168;Les Granges;1_Tres_sous_dotee
10169;Gumery;1_Tres_sous_dotee
10170;Gyé-sur-Seine;1_Tres_sous_dotee
10171;Hampigny;1_Tres_sous_dotee
10172;Herbisse;1_Tres_sous_dotee
10173;Isle-Aumont;1_Tres_sous_dotee
10174;Isle-Aubigny;1_Tres_sous_dotee
10175;Jasseines;1_Tres_sous_dotee
10176;Jaucourt;1_Tres_sous_dotee
10177;Javernant;3_intermediaire
10178;Jessains;1_Tres_sous_dotee
10179;Jeugny;3_intermediaire
10180;Joncreuil;1_Tres_sous_dotee
10181;Jully-sur-Sarce;1_Tres_sous_dotee
10182;Juvancourt;1_Tres_sous_dotee
10183;Juvanzé;1_Tres_sous_dotee
10184;Juzanvigny;1_Tres_sous_dotee
10185;Lagesse;1_Tres_sous_dotee
10186;Laines-aux-Bois;3_intermediaire
10187;Landreville;1_Tres_sous_dotee
10188;Lantages;1_Tres_sous_dotee
10189;Lassicourt;1_Tres_sous_dotee
10190;Laubressel;1_Tres_sous_dotee
10191;Lavau;3_intermediaire
10192;Lentilles;1_Tres_sous_dotee
10193;Lesmont;1_Tres_sous_dotee
10194;Lévigny;1_Tres_sous_dotee
10195;Lhuître;1_Tres_sous_dotee
10196;Lignières;1_Tres_sous_dotee
10197;Lignol-le-Château;1_Tres_sous_dotee
10198;Lirey;3_intermediaire
10199;Loches-sur-Ource;1_Tres_sous_dotee
10200;La Loge-aux-Chèvres;1_Tres_sous_dotee
10201;La Loge-Pomblin;1_Tres_sous_dotee
10202;Les Loges-Margueron;1_Tres_sous_dotee
10203;Longchamp-sur-Aujon;1_Tres_sous_dotee
10204;Longeville-sur-Mogne;1_Tres_sous_dotee
10205;Longpré-le-Sec;1_Tres_sous_dotee
10206;Longsols;3_intermediaire
10207;Longueville-sur-Aube;1_Tres_sous_dotee
10208;La Louptière-Thénard;1_Tres_sous_dotee
10209;Lusigny-sur-Barse;1_Tres_sous_dotee
10210;Luyères;3_intermediaire
10211;Macey;3_intermediaire
10212;Machy;3_intermediaire
10213;Magnant;1_Tres_sous_dotee
10214;Magnicourt;1_Tres_sous_dotee
10215;Magny-Fouchard;1_Tres_sous_dotee
10216;Mailly-le-Camp;1_Tres_sous_dotee
10217;Maison-des-Champs;1_Tres_sous_dotee
10218;Maisons-lès-Chaource;1_Tres_sous_dotee
10219;Maisons-lès-Soulaines;1_Tres_sous_dotee
10220;Maizières-la-Grande-Paroisse;1_Tres_sous_dotee
10221;Maizières-lès-Brienne;1_Tres_sous_dotee
10222;Maraye-en-Othe;1_Tres_sous_dotee
10223;Marcilly-le-Hayer;1_Tres_sous_dotee
10224;Marigny-le-Châtel;1_Tres_sous_dotee
10225;Marnay-sur-Seine;1_Tres_sous_dotee
10226;Marolles-lès-Bailly;1_Tres_sous_dotee
10227;Marolles-sous-Lignières;1_Tres_sous_dotee
10228;Mathaux;1_Tres_sous_dotee
10229;Maupas;1_Tres_sous_dotee
10230;Mergey;2_Sous_dotee
10231;Le Mériot;1_Tres_sous_dotee
10232;Merrey-sur-Arce;1_Tres_sous_dotee
10233;Méry-sur-Seine;1_Tres_sous_dotee
10234;Mesgrigny;1_Tres_sous_dotee
10235;Mesnil-la-Comtesse;1_Tres_sous_dotee
10236;Mesnil-Lettre;1_Tres_sous_dotee
10237;Mesnil-Saint-Loup;1_Tres_sous_dotee
10238;Mesnil-Saint-Père;1_Tres_sous_dotee
10239;Mesnil-Sellières;1_Tres_sous_dotee
10240;Messon;3_intermediaire
10241;Metz-Robert;1_Tres_sous_dotee
10242;Meurville;1_Tres_sous_dotee
10243;Molins-sur-Aube;1_Tres_sous_dotee
10245;Montaulin;1_Tres_sous_dotee
10246;Montceaux-lès-Vaudes;1_Tres_sous_dotee
10247;Montfey;1_Tres_sous_dotee
10248;Montgueux;3_intermediaire
10249;Montiéramey;1_Tres_sous_dotee
10250;Montier-en-l'Isle;1_Tres_sous_dotee
10251;Montigny-les-Monts;1_Tres_sous_dotee
10252;Montmartin-le-Haut;1_Tres_sous_dotee
10253;Montmorency-Beaufort;1_Tres_sous_dotee
10254;Montpothier;1_Tres_sous_dotee
10255;Montreuil-sur-Barse;1_Tres_sous_dotee
10256;Montsuzain;1_Tres_sous_dotee
10257;Morembert;1_Tres_sous_dotee
10258;Morvilliers;1_Tres_sous_dotee
10259;La Motte-Tilly;1_Tres_sous_dotee
10260;Moussey;1_Tres_sous_dotee
10261;Mussy-sur-Seine;1_Tres_sous_dotee
10262;Neuville-sur-Seine;1_Tres_sous_dotee
10263;Neuville-sur-Vanne;1_Tres_sous_dotee
10264;Noé-les-Mallets;1_Tres_sous_dotee
10265;Les Noës-près-Troyes;2_Sous_dotee
10266;Nogent-en-Othe;1_Tres_sous_dotee
10267;Nogent-sur-Aube;1_Tres_sous_dotee
10268;Nogent-sur-Seine;1_Tres_sous_dotee
10269;Nozay;1_Tres_sous_dotee
10270;Onjon;3_intermediaire
10271;Origny-le-Sec;1_Tres_sous_dotee
10272;Ormes;1_Tres_sous_dotee
10273;Ortillon;1_Tres_sous_dotee
10274;Orvilliers-Saint-Julien;1_Tres_sous_dotee
10275;Ossey-les-Trois-Maisons;1_Tres_sous_dotee
10276;Paisy-Cosdon;1_Tres_sous_dotee
10278;Pargues;1_Tres_sous_dotee
10279;Pars-lès-Chavanges;1_Tres_sous_dotee
10280;Pars-lès-Romilly;1_Tres_sous_dotee
10281;Le Pavillon-Sainte-Julie;2_Sous_dotee
10282;Payns;2_Sous_dotee
10283;Pel-et-Der;1_Tres_sous_dotee
10284;Périgny-la-Rose;1_Tres_sous_dotee
10285;Perthes-lès-Brienne;1_Tres_sous_dotee
10286;Petit-Mesnil;1_Tres_sous_dotee
10287;Piney;1_Tres_sous_dotee
10288;Plaines-Saint-Lange;1_Tres_sous_dotee
10289;Plancy-l'Abbaye;1_Tres_sous_dotee
10290;Planty;1_Tres_sous_dotee
10291;Plessis-Barbuise;1_Tres_sous_dotee
10293;Poivres;1_Tres_sous_dotee
10294;Poligny;1_Tres_sous_dotee
10295;Polisot;1_Tres_sous_dotee
10296;Polisy;1_Tres_sous_dotee
10297;Pont-Sainte-Marie;3_intermediaire
10298;Pont-sur-Seine;1_Tres_sous_dotee
10299;Pouan-les-Vallées;1_Tres_sous_dotee
10300;Pougy;1_Tres_sous_dotee
10301;Pouy-sur-Vannes;1_Tres_sous_dotee
10302;Praslin;1_Tres_sous_dotee
10303;Précy-Notre-Dame;1_Tres_sous_dotee
10304;Précy-Saint-Martin;1_Tres_sous_dotee
10305;Prémierfait;1_Tres_sous_dotee
10306;Proverville;1_Tres_sous_dotee
10307;Prugny;3_intermediaire
10308;Prunay-Belleville;1_Tres_sous_dotee
10309;Prusy;1_Tres_sous_dotee
10310;Puits-et-Nuisement;1_Tres_sous_dotee
10312;Racines;1_Tres_sous_dotee
10313;Radonvilliers;1_Tres_sous_dotee
10314;Ramerupt;1_Tres_sous_dotee
10315;Rances;1_Tres_sous_dotee
10316;Rhèges;1_Tres_sous_dotee
10317;Les Riceys;1_Tres_sous_dotee
10318;Rigny-la-Nonneuse;1_Tres_sous_dotee
10319;Rigny-le-Ferron;1_Tres_sous_dotee
10320;Rilly-Sainte-Syre;2_Sous_dotee
10321;La Rivière-de-Corps;3_intermediaire
10323;Romilly-sur-Seine;1_Tres_sous_dotee
10324;Roncenay;3_intermediaire
10325;Rosières-près-Troyes;3_intermediaire
10326;Rosnay-l'Hôpital;1_Tres_sous_dotee
10327;La Rothière;1_Tres_sous_dotee
10328;Rouilly-Sacey;1_Tres_sous_dotee
10329;Rouilly-Saint-Loup;1_Tres_sous_dotee
10330;Rouvres-les-Vignes;1_Tres_sous_dotee
10331;Rumilly-lès-Vaudes;1_Tres_sous_dotee
10332;Ruvigny;1_Tres_sous_dotee
10333;Saint-André-les-Vergers;3_intermediaire
10334;Saint-Aubin;1_Tres_sous_dotee
10335;Saint-Benoist-sur-Vanne;1_Tres_sous_dotee
10336;Saint-Benoît-sur-Seine;2_Sous_dotee
10337;Saint-Christophe-Dodinicourt;1_Tres_sous_dotee
10338;Saint-Étienne-sous-Barbuise;1_Tres_sous_dotee
10339;Saint-Flavy;1_Tres_sous_dotee
10340;Saint-Germain;3_intermediaire
10341;Saint-Hilaire-sous-Romilly;1_Tres_sous_dotee
10342;Saint-Jean-de-Bonneval;3_intermediaire
10343;Saint-Julien-les-Villas;1_Tres_sous_dotee
10344;Saint-Léger-près-Troyes;1_Tres_sous_dotee
10345;Saint-Léger-sous-Brienne;1_Tres_sous_dotee
10346;Saint-Léger-sous-Margerie;1_Tres_sous_dotee
10347;Saint-Loup-de-Buffigny;1_Tres_sous_dotee
10348;Saint-Lupien;1_Tres_sous_dotee
10349;Saint-Lyé;2_Sous_dotee
10350;Saint-Mards-en-Othe;1_Tres_sous_dotee
10351;Saint-Martin-de-Bossenay;1_Tres_sous_dotee
10352;Sainte-Maure;2_Sous_dotee
10353;Saint-Mesmin;2_Sous_dotee
10354;Saint-Nabord-sur-Aube;1_Tres_sous_dotee
10355;Saint-Nicolas-la-Chapelle;1_Tres_sous_dotee
10356;Saint-Oulph;1_Tres_sous_dotee
10357;Saint-Parres-aux-Tertres;1_Tres_sous_dotee
10358;Saint-Parres-lès-Vaudes;1_Tres_sous_dotee
10359;Saint-Phal;3_intermediaire
10360;Saint-Pouange;3_intermediaire
10361;Saint-Remy-sous-Barbuise;1_Tres_sous_dotee
10362;Sainte-Savine;3_intermediaire
10363;Saint-Thibault;1_Tres_sous_dotee
10364;Saint-Usage;1_Tres_sous_dotee
10365;Salon;3_intermediaire
10366;Saulcy;1_Tres_sous_dotee
10367;La Saulsotte;1_Tres_sous_dotee
10368;Savières;2_Sous_dotee
10369;Semoine;3_intermediaire
10370;Soligny-les-Étangs;1_Tres_sous_dotee
10371;Sommeval;3_intermediaire
10372;Soulaines-Dhuys;1_Tres_sous_dotee
10373;Souligny;3_intermediaire
10374;Spoy;1_Tres_sous_dotee
10375;Thennelières;1_Tres_sous_dotee
10376;Thieffrain;1_Tres_sous_dotee
10377;Thil;1_Tres_sous_dotee
10378;Thors;1_Tres_sous_dotee
10379;Torcy-le-Grand;1_Tres_sous_dotee
10380;Torcy-le-Petit;1_Tres_sous_dotee
10381;Torvilliers;3_intermediaire
10382;Traînel;1_Tres_sous_dotee
10383;Trancault;1_Tres_sous_dotee
10384;Trannes;1_Tres_sous_dotee
10386;Trouans;1_Tres_sous_dotee
10387;Troyes;3_intermediaire
10388;Turgy;1_Tres_sous_dotee
10389;Unienville;1_Tres_sous_dotee
10390;Urville;1_Tres_sous_dotee
10391;Vailly;3_intermediaire
10392;Vallant-Saint-Georges;1_Tres_sous_dotee
10393;Vallentigny;1_Tres_sous_dotee
10394;Vallières;1_Tres_sous_dotee
10395;Vanlay;1_Tres_sous_dotee
10396;Vauchassis;3_intermediaire
10397;Vauchonvilliers;1_Tres_sous_dotee
10398;Vaucogne;1_Tres_sous_dotee
10399;Vaudes;1_Tres_sous_dotee
10400;Vaupoisson;1_Tres_sous_dotee
10401;Vendeuvre-sur-Barse;1_Tres_sous_dotee
10402;La Vendue-Mignot;1_Tres_sous_dotee
10403;Vernonvilliers;1_Tres_sous_dotee
10404;Verpillières-sur-Ource;1_Tres_sous_dotee
10405;Verricourt;1_Tres_sous_dotee
10406;Verrières;1_Tres_sous_dotee
10408;Viâpres-le-Petit;1_Tres_sous_dotee
10409;Villacerf;2_Sous_dotee
10410;Villadin;1_Tres_sous_dotee
10411;La Ville-aux-Bois;1_Tres_sous_dotee
10412;Villechétif;1_Tres_sous_dotee
10414;Villeloup;2_Sous_dotee
10416;Villemereuil;1_Tres_sous_dotee
10417;Villemoiron-en-Othe;1_Tres_sous_dotee
10418;Villemorien;1_Tres_sous_dotee
10419;Villemoyenne;1_Tres_sous_dotee
10420;Villenauxe-la-Grande;1_Tres_sous_dotee
10421;La Villeneuve-au-Châtelot;1_Tres_sous_dotee
10422;Villeneuve-au-Chemin;1_Tres_sous_dotee
