CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage infirmiers
14721;Vacognes-Neuilly;3_intermediaire
14723;Valsemé;3_intermediaire
14724;Varaville;3_intermediaire
14726;Valdallière;3_intermediaire
14728;Vaucelles;3_intermediaire
14731;Vauville;3_intermediaire
14732;Vaux-sur-Aure;3_intermediaire
14733;Vaux-sur-Seulles;3_intermediaire
14734;Vendes;3_intermediaire
14735;Vendeuvre;3_intermediaire
14737;Versainville;2_Sous_dotee
14738;Verson;3_intermediaire
14739;Ver-sur-Mer;3_intermediaire
14740;La Vespière-Friardel;2_Sous_dotee
14741;Le Vey;3_intermediaire
14742;Vicques;3_intermediaire
14743;Victot-Pontfol;2_Sous_dotee
14744;Vienne-en-Bessin;3_intermediaire
14745;Vierville-sur-Mer;3_intermediaire
14747;Vieux;3_intermediaire
14748;Vieux-Bourg;3_intermediaire
14751;Vignats;2_Sous_dotee
14752;Villers-Bocage;3_intermediaire
14753;Villers-Canivet;2_Sous_dotee
14754;Villers-sur-Mer;3_intermediaire
14755;Villerville;3_intermediaire
14756;La Villette;3_intermediaire
14758;Villons-les-Buissons;3_intermediaire
14759;Villy-lez-Falaise;2_Sous_dotee
14760;Villy-Bocage;3_intermediaire
14761;Vimont;2_Sous_dotee
14762;Vire Normandie;3_intermediaire
14764;Pont-d'Ouilly;3_intermediaire
15001;Allanche;4_Tres_dotee
15002;Alleuze;3_intermediaire
15003;Ally;4_Tres_dotee
15004;Andelat;3_intermediaire
15005;Anglards-de-Saint-Flour;3_intermediaire
15006;Anglards-de-Salers;4_Tres_dotee
15007;Anterrieux;4_Tres_dotee
15008;Antignac;4_Tres_dotee
15009;Apchon;3_intermediaire
15010;Arches;4_Tres_dotee
15011;Arnac;4_Tres_dotee
15012;Arpajon-sur-Cère;4_Tres_dotee
15013;Auriac-l'Église;2_Sous_dotee
15014;Aurillac;4_Tres_dotee
15015;Auzers;4_Tres_dotee
15016;Ayrens;4_Tres_dotee
15017;Badailhac;2_Sous_dotee
15018;Barriac-les-Bosquets;4_Tres_dotee
15019;Bassignac;4_Tres_dotee
15020;Beaulieu;4_Tres_dotee
15021;Boisset;3_intermediaire
15022;Bonnac;2_Sous_dotee
15024;Brageac;4_Tres_dotee
15025;Albepierre-Bredons;4_Tres_dotee
15026;Brezons;3_intermediaire
15027;Puycapel;3_intermediaire
15028;Carlat;2_Sous_dotee
15029;Cassaniouze;3_intermediaire
15030;Cayrols;4_Tres_dotee
15032;Celoux;2_Sous_dotee
15033;Cézens;3_intermediaire
15034;Chaliers;3_intermediaire
15036;Chalvignac;4_Tres_dotee
15037;Champagnac;4_Tres_dotee
15038;Champs-sur-Tarentaine-Marchal;4_Tres_dotee
15040;Chanterelle;3_intermediaire
15041;La Chapelle-d'Alagnon;4_Tres_dotee
15042;La Chapelle-Laurent;2_Sous_dotee
15043;Charmensac;2_Sous_dotee
15045;Chaudes-Aigues;3_intermediaire
15046;Chaussenac;4_Tres_dotee
15048;Chazelles;4_Tres_dotee
15049;Cheylade;3_intermediaire
15050;Le Claux;4_Tres_dotee
15051;Clavières;3_intermediaire
15052;Collandres;3_intermediaire
15053;Coltines;4_Tres_dotee
15054;Condat;3_intermediaire
15055;Coren;3_intermediaire
15056;Crandelles;3_intermediaire
15057;Cros-de-Montvert;4_Tres_dotee
15058;Cros-de-Ronesque;2_Sous_dotee
15059;Cussac;3_intermediaire
15060;Deux-Verges;4_Tres_dotee
15061;Dienne;4_Tres_dotee
15063;Drugeac;4_Tres_dotee
15064;Escorailles;4_Tres_dotee
15065;Espinasse;3_intermediaire
15066;Le Falgoux;4_Tres_dotee
15067;Le Fau;4_Tres_dotee
15069;Ferrières-Saint-Mary;4_Tres_dotee
15070;Fontanges;4_Tres_dotee
15072;Freix-Anglards;3_intermediaire
15073;Fridefont;3_intermediaire
15074;Giou-de-Mamou;2_Sous_dotee
15075;Girgols;3_intermediaire
15076;Glénat;4_Tres_dotee
15077;Gourdièges;3_intermediaire
15078;Jabrun;3_intermediaire
15079;Jaleyrac;4_Tres_dotee
15080;Joursac;4_Tres_dotee
15081;Jou-sous-Monjou;2_Sous_dotee
15082;Junhac;4_Tres_dotee
15083;Jussac;3_intermediaire
15084;Labesserette;4_Tres_dotee
15085;Labrousse;2_Sous_dotee
15086;Lacapelle-Barrès;1_Tres_sous_dotee
15087;Lacapelle-del-Fraisse;4_Tres_dotee
15088;Lacapelle-Viescamp;4_Tres_dotee
15089;Ladinhac;4_Tres_dotee
15090;Lafeuillade-en-Vézie;4_Tres_dotee
15091;Landeyrat;4_Tres_dotee
15092;Lanobre;4_Tres_dotee
15093;Lapeyrugue;4_Tres_dotee
15094;Laroquebrou;4_Tres_dotee
15095;Laroquevieille;3_intermediaire
15096;Lascelle;2_Sous_dotee
15097;Lastic;3_intermediaire
15098;Laurie;2_Sous_dotee
15100;Laveissenet;4_Tres_dotee
15101;Laveissière;4_Tres_dotee
15102;Lavigerie;4_Tres_dotee
15103;Leucamp;4_Tres_dotee
15104;Leynhac;3_intermediaire
15105;Leyvaux;2_Sous_dotee
15106;Lieutadès;3_intermediaire
15107;Lorcières;4_Tres_dotee
15108;Val d'Arcomie;4_Tres_dotee
15110;Lugarde;3_intermediaire
15111;Madic;4_Tres_dotee
15112;Malbo;3_intermediaire
15113;Mandailles-Saint-Julien;2_Sous_dotee
15114;Marcenat;3_intermediaire
15116;Marchastel;3_intermediaire
15117;Marcolès;3_intermediaire
15118;Marmanhac;3_intermediaire
15119;Massiac;2_Sous_dotee
15120;Mauriac;4_Tres_dotee
15121;Maurines;4_Tres_dotee
15122;Maurs;3_intermediaire
15123;Méallet;4_Tres_dotee
15124;Menet;3_intermediaire
15125;Mentières;3_intermediaire
15126;Molèdes;4_Tres_dotee
15127;Molompize;2_Sous_dotee
15128;La Monselie;3_intermediaire
15129;Montboudif;3_intermediaire
15130;Montchamp;3_intermediaire
15131;Le Monteil;4_Tres_dotee
15132;Montgreleix;3_intermediaire
15133;Montmurat;4_Tres_dotee
15134;Montsalvy;4_Tres_dotee
15135;Montvert;4_Tres_dotee
15137;Moussages;4_Tres_dotee
15138;Murat;4_Tres_dotee
15139;Narnhac;3_intermediaire
15140;Naucelles;3_intermediaire
15141;Neussargues en Pinatelle;4_Tres_dotee
15142;Neuvéglise-sur-Truyère;3_intermediaire
15143;Nieudan;4_Tres_dotee
15144;Omps;4_Tres_dotee
15146;Pailherols;2_Sous_dotee
15147;Parlan;3_intermediaire
15148;Paulhac;3_intermediaire
15149;Paulhenc;3_intermediaire
15151;Peyrusse;4_Tres_dotee
15152;Pierrefort;3_intermediaire
15153;Pleaux;4_Tres_dotee
15154;Polminhac;2_Sous_dotee
15155;Pradiers;4_Tres_dotee
15156;Prunet;4_Tres_dotee
15157;Quézac;3_intermediaire
15158;Rageade;3_intermediaire
15159;Raulhac;3_intermediaire
15160;Reilhac;3_intermediaire
15161;Rézentières;3_intermediaire
15162;Riom-ès-Montagnes;3_intermediaire
15163;Roannes-Saint-Mary;3_intermediaire
15164;Roffiac;3_intermediaire
15165;Rouffiac;4_Tres_dotee
15166;Roumégoux;4_Tres_dotee
15167;Rouziers;3_intermediaire
15168;Ruynes-en-Margeride;3_intermediaire
15169;Saignes;4_Tres_dotee
15170;Saint-Amandin;3_intermediaire
15172;Saint-Antoine;3_intermediaire
15173;Saint-Bonnet-de-Condat;3_intermediaire
15174;Saint-Bonnet-de-Salers;4_Tres_dotee
15175;Saint-Cernin;3_intermediaire
15176;Saint-Chamant;3_intermediaire
15178;Saint-Cirgues-de-Jordanne;2_Sous_dotee
15179;Saint-Cirgues-de-Malbert;4_Tres_dotee
15180;Saint-Clément;2_Sous_dotee
15181;Saint-Constant-Fournoulès;3_intermediaire
15182;Saint-Étienne-Cantalès;4_Tres_dotee
15183;Saint-Étienne-de-Carlat;2_Sous_dotee
15184;Saint-Étienne-de-Maurs;3_intermediaire
15185;Saint-Étienne-de-Chomeil;3_intermediaire
15186;Sainte-Eulalie;4_Tres_dotee
15187;Saint-Flour;3_intermediaire
15188;Saint-Georges;3_intermediaire
15189;Saint-Gérons;4_Tres_dotee
15190;Saint-Hippolyte;3_intermediaire
15191;Saint-Illide;3_intermediaire
15192;Saint-Jacques-des-Blats;2_Sous_dotee
15194;Saint-Julien-de-Toursac;3_intermediaire
15196;Saint-Mamet-la-Salvetat;3_intermediaire
15198;Sainte-Marie;3_intermediaire
15199;Saint-Martial;4_Tres_dotee
15200;Saint-Martin-Cantalès;4_Tres_dotee
15201;Saint-Martin-sous-Vigouroux;3_intermediaire
15202;Saint-Martin-Valmeroux;4_Tres_dotee
15203;Saint-Mary-le-Plain;2_Sous_dotee
15204;Saint-Paul-des-Landes;4_Tres_dotee
15205;Saint-Paul-de-Salers;4_Tres_dotee
15206;Saint-Pierre;4_Tres_dotee
15207;Saint-Poncy;2_Sous_dotee
15208;Saint-Projet-de-Salers;3_intermediaire
15209;Saint-Rémy-de-Chaudes-Aigues;3_intermediaire
15211;Saint-Santin-Cantalès;4_Tres_dotee
15212;Saint-Santin-de-Maurs;3_intermediaire
15213;Saint-Saturnin;3_intermediaire
15214;Saint-Saury;3_intermediaire
15215;Saint-Simon;2_Sous_dotee
15216;Saint-Urcize;3_intermediaire
15217;Saint-Victor;4_Tres_dotee
15218;Saint-Vincent-de-Salers;4_Tres_dotee
15219;Salers;4_Tres_dotee
15220;Salins;4_Tres_dotee
15221;Sansac-de-Marmiesse;3_intermediaire
15222;Sansac-Veinazès;4_Tres_dotee
15223;Sauvat;4_Tres_dotee
15224;La Ségalassière;4_Tres_dotee
15225;Ségur-les-Villas;4_Tres_dotee
15226;Sénezergues;3_intermediaire
15228;Siran;4_Tres_dotee
15229;Soulages;3_intermediaire
15230;Sourniac;4_Tres_dotee
15231;Talizat;3_intermediaire
15232;Tanavelle;3_intermediaire
15233;Teissières-de-Cornet;3_intermediaire
15234;Teissières-lès-Bouliès;2_Sous_dotee
15235;Les Ternes;3_intermediaire
15236;Thiézac;2_Sous_dotee
15237;Tiviers;3_intermediaire
15238;Tournemire;3_intermediaire
15240;Trémouille;3_intermediaire
15241;La Trinitat;3_intermediaire
15242;Le Trioulou;3_intermediaire
15243;Trizac;3_intermediaire
15244;Ussel;4_Tres_dotee
15245;Vabres;3_intermediaire
15246;Valette;3_intermediaire
15247;Valjouze;3_intermediaire
15248;Valuéjols;4_Tres_dotee
15249;Le Vaulmier;4_Tres_dotee
15250;Vebret;4_Tres_dotee
15251;Védrines-Saint-Loup;3_intermediaire
15252;Velzic;2_Sous_dotee
15253;Vernols;4_Tres_dotee
15254;Veyrières;4_Tres_dotee
15255;Vézac;2_Sous_dotee
15256;Vèze;4_Tres_dotee
15257;Vezels-Roussy;2_Sous_dotee
15258;Vic-sur-Cère;2_Sous_dotee
15259;Vieillespesse;3_intermediaire
15260;Vieillevie;4_Tres_dotee
15261;Le Vigean;4_Tres_dotee
15262;Villedieu;3_intermediaire
15263;Virargues;4_Tres_dotee
15264;Vitrac;3_intermediaire
15265;Ydes;4_Tres_dotee
15266;Yolet;2_Sous_dotee
15267;Ytrac;4_Tres_dotee
15268;Le Rouget-Pers;4_Tres_dotee
15269;Besse;4_Tres_dotee
16001;Abzac;3_intermediaire
16002;Les Adjots;3_intermediaire
16003;Agris;3_intermediaire
16005;Aigre;3_intermediaire
16007;Alloue;3_intermediaire
16008;Ambérac;3_intermediaire
16009;Ambernac;3_intermediaire
16011;Anais;3_intermediaire
16012;Angeac-Champagne;3_intermediaire
16013;Angeac-Charente;2_Sous_dotee
16014;Angeduc;2_Sous_dotee
16015;Angoulême;3_intermediaire
16016;Ansac-sur-Vienne;3_intermediaire
16018;Ars;3_intermediaire
16019;Asnières-sur-Nouère;2_Sous_dotee
16020;Aubeterre-sur-Dronne;3_intermediaire
16023;Aunac-sur-Charente;3_intermediaire
16024;Aussac-Vadalle;3_intermediaire
16025;Baignes-Sainte-Radegonde;2_Sous_dotee
16026;Balzac;3_intermediaire
16027;Barbezières;3_intermediaire
16028;Barbezieux-Saint-Hilaire;2_Sous_dotee
16029;Bardenac;3_intermediaire
16030;Barret;2_Sous_dotee
16031;Barro;3_intermediaire
16032;Bassac;3_intermediaire
16034;Bazac;3_intermediaire
16035;Beaulieu-sur-Sonnette;3_intermediaire
16036;Bécheresse;2_Sous_dotee
16037;Bellon;3_intermediaire
16038;Benest;2_Sous_dotee
16039;Bernac;3_intermediaire
16040;Berneuil;2_Sous_dotee
16041;Bessac;2_Sous_dotee
16042;Bessé;3_intermediaire
16044;Bioussac;3_intermediaire
16045;Birac;2_Sous_dotee
16046;Coteaux-du-Blanzacais;2_Sous_dotee
16047;Blanzaguet-Saint-Cybard;1_Tres_sous_dotee
16048;Boisbreteau;3_intermediaire
16049;Bonnes;3_intermediaire
16050;Bonneuil;2_Sous_dotee
16052;Bors (Canton de Tude-et-Lavalette);3_intermediaire
16053;Bors (Canton de Charente-Sud);3_intermediaire
16054;Le Bouchage;2_Sous_dotee
16055;Bouëx;2_Sous_dotee
16056;Bourg-Charente;3_intermediaire
16057;Bouteville;2_Sous_dotee
16058;Boutiers-Saint-Trojan;3_intermediaire
16059;Brettes;3_intermediaire
16060;Bréville;3_intermediaire
16061;Brie;3_intermediaire
16062;Brie-sous-Barbezieux;2_Sous_dotee
16063;Brie-sous-Chalais;3_intermediaire
16064;Brigueuil;4_Tres_dotee
16065;Brillac;3_intermediaire
16066;Brossac;3_intermediaire
16067;Bunzac;3_intermediaire
16068;Cellefrouin;3_intermediaire
16069;Cellettes;3_intermediaire
16070;Chabanais;3_intermediaire
16071;Chabrac;3_intermediaire
16072;Chadurie;1_Tres_sous_dotee
16073;Chalais;3_intermediaire
16074;Challignac;2_Sous_dotee
16075;Champagne-Vigny;2_Sous_dotee
16076;Champagne-Mouton;3_intermediaire
16077;Champmillon;2_Sous_dotee
16078;Champniers;3_intermediaire
16079;Chantillac;3_intermediaire
16081;La Chapelle;3_intermediaire
16082;Boisné-La Tude;1_Tres_sous_dotee
16083;Charmé;3_intermediaire
16084;Charras;1_Tres_sous_dotee
16085;Chasseneuil-sur-Bonnieure;3_intermediaire
16086;Chassenon;3_intermediaire
16087;Chassiecq;3_intermediaire
16088;Chassors;3_intermediaire
16089;Châteaubernard;3_intermediaire
16090;Châteauneuf-sur-Charente;2_Sous_dotee
16091;Châtignac;3_intermediaire
16093;Chazelles;3_intermediaire
16095;Chenon;3_intermediaire
16096;Cherves-Châtelars;3_intermediaire
16097;Val-de-Cognac;3_intermediaire
16098;La Chèvrerie;3_intermediaire
16099;Chillac;3_intermediaire
16100;Chirac;3_intermediaire
16101;Claix;2_Sous_dotee
16102;Cognac;3_intermediaire
16103;Combiers;1_Tres_sous_dotee
16104;Condac;3_intermediaire
16105;Condéon;2_Sous_dotee
16106;Confolens;3_intermediaire
16107;Coulgens;3_intermediaire
16108;Coulonges;3_intermediaire
16109;Courbillac;3_intermediaire
16110;Courcôme;3_intermediaire
16111;Courgeac;3_intermediaire
16112;Courlac;3_intermediaire
16113;La Couronne;3_intermediaire
16114;Couture;3_intermediaire
16116;Criteuil-la-Magdeleine;2_Sous_dotee
16117;Curac;3_intermediaire
16118;Deviat;2_Sous_dotee
16119;Dignac;2_Sous_dotee
16120;Dirac;2_Sous_dotee
16121;Douzat;2_Sous_dotee
16122;Ébréon;3_intermediaire
16123;Échallat;2_Sous_dotee
16124;Écuras;2_Sous_dotee
16125;Édon;1_Tres_sous_dotee
16127;Empuré;3_intermediaire
16128;Épenède;3_intermediaire
16130;Les Essards;3_intermediaire
16131;Esse;3_intermediaire
16132;Étagnac;3_intermediaire
16133;Étriac;2_Sous_dotee
16134;Exideuil-sur-Vienne;3_intermediaire
16135;Eymouthiers;2_Sous_dotee
16136;La Faye;3_intermediaire
16137;Feuillade;2_Sous_dotee
16138;Fléac;2_Sous_dotee
16139;Fleurac;3_intermediaire
16141;Fontenille;3_intermediaire
16142;La Forêt-de-Tessé;3_intermediaire
16143;Fouquebrune;1_Tres_sous_dotee
16144;Fouqueure;3_intermediaire
16145;Foussignac;3_intermediaire
16146;Garat;2_Sous_dotee
16147;Gardes-le-Pontaroux;1_Tres_sous_dotee
16148;Genac-Bignac;2_Sous_dotee
16150;Gensac-la-Pallue;3_intermediaire
16151;Genté;3_intermediaire
16152;Gimeux;3_intermediaire
16153;Mainxe-Gondeville;3_intermediaire
16154;Gond-Pontouvre;3_intermediaire
16155;Les Gours;2_Sous_dotee
16157;Le Grand-Madieu;3_intermediaire
16158;Grassac;2_Sous_dotee
16160;Guimps;2_Sous_dotee
16161;Guizengeard;3_intermediaire
16162;Gurat;1_Tres_sous_dotee
16163;Hiersac;2_Sous_dotee
16164;Hiesse;3_intermediaire
16165;Houlette;3_intermediaire
16166;L'Isle-d'Espagnac;3_intermediaire
16167;Jarnac;3_intermediaire
16168;Jauldes;3_intermediaire
16169;Javrezac;3_intermediaire
16170;Juignac;3_intermediaire
16171;Juillac-le-Coq;3_intermediaire
16173;Juillé;3_intermediaire
16174;Julienne;3_intermediaire
16175;Val des Vignes;2_Sous_dotee
16176;Lachaise;2_Sous_dotee
16177;Ladiville;2_Sous_dotee
16178;Lagarde-sur-le-Né;2_Sous_dotee
16180;Laprade;3_intermediaire
16181;Lessac;3_intermediaire
16182;Lesterps;3_intermediaire
16183;Lésignac-Durand;3_intermediaire
16184;Lichères;3_intermediaire
16185;Ligné;3_intermediaire
16186;Lignières-Ambleville;2_Sous_dotee
16187;Linars;2_Sous_dotee
16188;Le Lindois;2_Sous_dotee
16189;Londigny;3_intermediaire
16190;Longré;3_intermediaire
16191;Lonnes;3_intermediaire
16192;Terres-de-Haute-Charente;1_Tres_sous_dotee
16193;Louzac-Saint-André;3_intermediaire
16194;Lupsault;2_Sous_dotee
16195;Lussac;3_intermediaire
16196;Luxé;3_intermediaire
16197;La Magdeleine;3_intermediaire
16198;Magnac-Lavalette-Villars;1_Tres_sous_dotee
16199;Magnac-sur-Touvre;3_intermediaire
16200;Maine-de-Boixe;3_intermediaire
16203;Mainzac;2_Sous_dotee
16204;Bellevigne;2_Sous_dotee
16205;Manot;1_Tres_sous_dotee
16206;Mansle-les-Fontaines;3_intermediaire
16207;Marcillac-Lanville;3_intermediaire
16208;Mareuil;2_Sous_dotee
16209;Marillac-le-Franc;3_intermediaire
16210;Marsac;2_Sous_dotee
16211;Marthon;2_Sous_dotee
16212;Massignac;3_intermediaire
16213;Mazerolles;2_Sous_dotee
16215;Médillac;3_intermediaire
16216;Mérignac;3_intermediaire
16217;Merpins;3_intermediaire
16218;Mesnac;3_intermediaire
16220;Les Métairies;3_intermediaire
16221;Mons;3_intermediaire
16222;Montboyer;3_intermediaire
16223;Montbron;2_Sous_dotee
16224;Montmérac;2_Sous_dotee
16225;Montembœuf;3_intermediaire
16226;Montignac-Charente;3_intermediaire
16227;Montignac-le-Coq;3_intermediaire
16229;Montjean;3_intermediaire
16230;Montmoreau;3_intermediaire
16231;Montrollet;4_Tres_dotee
16232;Mornac;3_intermediaire
16233;Mosnac-Saint-Simeux;2_Sous_dotee
16234;Moulidars;2_Sous_dotee
16236;Mouthiers-sur-Boëme;2_Sous_dotee
16237;Mouton;3_intermediaire
16238;Moutonneau;3_intermediaire
16239;Mouzon;3_intermediaire
16240;Nabinaud;3_intermediaire
16241;Nanclars;3_intermediaire
16242;Nanteuil-en-Vallée;3_intermediaire
16243;Nercillac;3_intermediaire
16244;Nersac;3_intermediaire
16245;Nieuil;1_Tres_sous_dotee
16246;Nonac;2_Sous_dotee
16248;Oradour;3_intermediaire
16249;Oradour-Fanais;3_intermediaire
16250;Orgedeuil;2_Sous_dotee
16251;Oriolles;2_Sous_dotee
16252;Orival;3_intermediaire
16253;Paizay-Naudouin-Embourie;3_intermediaire
16254;Palluaud;3_intermediaire
16255;Parzac;3_intermediaire
16256;Passirac;3_intermediaire
16258;Pérignac;2_Sous_dotee
16260;Pillac;3_intermediaire
16261;Les Pins;3_intermediaire
16263;Plassac-Rouffiac;2_Sous_dotee
16264;Pleuville;3_intermediaire
16267;Poullignac;2_Sous_dotee
16268;Poursac;3_intermediaire
16269;Pranzac;3_intermediaire
16270;Pressignac;3_intermediaire
16271;Puymoyen;3_intermediaire
16272;Puyréaux;3_intermediaire
16273;Raix;3_intermediaire
16275;Ranville-Breuillaud;3_intermediaire
16276;Reignac;2_Sous_dotee
16277;Réparsac;3_intermediaire
16279;Rioux-Martin;3_intermediaire
16280;Rivières;3_intermediaire
16281;La Rochefoucauld-en-Angoumois;3_intermediaire
16282;La Rochette;3_intermediaire
16283;Ronsenac;1_Tres_sous_dotee
16284;Rouffiac;3_intermediaire
16285;Rougnac;1_Tres_sous_dotee
16286;Rouillac;2_Sous_dotee
16287;Roullet-Saint-Estèphe;2_Sous_dotee
16289;Roussines;2_Sous_dotee
16290;Rouzède;2_Sous_dotee
16291;Ruelle-sur-Touvre;3_intermediaire
16292;Ruffec;3_intermediaire
16293;Saint-Adjutory;3_intermediaire
16295;Saint-Amant-de-Boixe;3_intermediaire
16297;Graves-Saint-Amant;2_Sous_dotee
16298;Saint-Amant-de-Nouère;2_Sous_dotee
16300;Val-de-Bonnieure;3_intermediaire
16301;Saint-Aulais-la-Chapelle;2_Sous_dotee
16302;Saint-Avit;3_intermediaire
16303;Saint-Bonnet;2_Sous_dotee
16304;Saint-Brice;3_intermediaire
16306;Saint-Christophe;4_Tres_dotee
16307;Saint-Ciers-sur-Bonnieure;3_intermediaire
16308;Saint-Claud;3_intermediaire
16310;Saint-Coutant;3_intermediaire
16312;Saint-Cybardeaux;2_Sous_dotee
16315;Saint-Félix;3_intermediaire
16316;Saint-Fort-sur-le-Né;3_intermediaire
16317;Saint-Fraigne;3_intermediaire
16318;Saint-Front;3_intermediaire
16320;Saint-Genis-d'Hiersac;2_Sous_dotee
16321;Saint-Georges;3_intermediaire
16323;Saint-Germain-de-Montbron;2_Sous_dotee
16325;Saint-Gourson;3_intermediaire
16326;Saint-Groux;3_intermediaire
16329;Saint-Laurent-de-Céris;3_intermediaire
16330;Saint-Laurent-de-Cognac;3_intermediaire
16331;Saint-Laurent-des-Combes;3_intermediaire
16334;Saint-Martial;3_intermediaire
16335;Saint-Martin-du-Clocher;3_intermediaire
16336;Saint-Mary;3_intermediaire
16337;Saint-Maurice-des-Lions;3_intermediaire
16338;Saint-Médard;2_Sous_dotee
16339;Val-d'Auge;2_Sous_dotee
16340;Saint-Même-les-Carrières;3_intermediaire
16341;Saint-Michel;3_intermediaire
16342;Saint-Palais-du-Né;2_Sous_dotee
16343;Saint-Preuil;3_intermediaire
16345;Saint-Quentin-sur-Charente;3_intermediaire
16346;Saint-Quentin-de-Chalais;3_intermediaire
16347;Saint-Romain;3_intermediaire
16348;Saint-Saturnin;2_Sous_dotee
16349;Sainte-Sévère;3_intermediaire
16350;Saint-Séverin;3_intermediaire
16352;Saint-Simon;2_Sous_dotee
16353;Saint-Sornin;2_Sous_dotee
16354;Sainte-Souline;3_intermediaire
16356;Saint-Sulpice-de-Ruffec;3_intermediaire
16357;Saint-Vallier;3_intermediaire
16358;Saint-Yrieix-sur-Charente;3_intermediaire
16359;Salles-d'Angles;3_intermediaire
16360;Salles-de-Barbezieux;2_Sous_dotee
16361;Salles-de-Villefagnan;3_intermediaire
16362;Salles-Lavalette;3_intermediaire
16363;Saulgond;3_intermediaire
16364;Sauvagnac;3_intermediaire
16365;Sauvignac;3_intermediaire
16366;Segonzac;3_intermediaire
16368;Sers;2_Sous_dotee
16369;Sigogne;3_intermediaire
16370;Sireuil;2_Sous_dotee
16372;Souffrignac;2_Sous_dotee
16373;Souvigné;3_intermediaire
16374;Soyaux;3_intermediaire
16375;Suaux;3_intermediaire
16377;La Tâche;3_intermediaire
16378;Taizé-Aizie;3_intermediaire
16379;Taponnat-Fleurignac;3_intermediaire
16380;Le Tâtre;2_Sous_dotee
16381;Theil-Rabier;3_intermediaire
16382;Torsac;2_Sous_dotee
16383;Tourriers;3_intermediaire
16384;Touvérac;2_Sous_dotee
16385;Touvre;3_intermediaire
16387;Triac-Lautrait;3_intermediaire
16388;Trois-Palis;2_Sous_dotee
16389;Turgon;3_intermediaire
16390;Tusson;3_intermediaire
16392;Valence;3_intermediaire
16393;Vars;3_intermediaire
16394;Vaux-Lavalette;1_Tres_sous_dotee
16395;Vaux-Rouillac;2_Sous_dotee
16396;Ventouse;3_intermediaire
16397;Verdille;3_intermediaire
16398;Verneuil;4_Tres_dotee
16399;Verrières;3_intermediaire
16400;Verteuil-sur-Charente;3_intermediaire
16401;Vervant;3_intermediaire
16402;Vibrac;2_Sous_dotee
16403;Le Vieux-Cérier;3_intermediaire
16404;Vieux-Ruffec;3_intermediaire
16405;Vignolles;2_Sous_dotee
16406;Moulins-sur-Tardoire;2_Sous_dotee
16408;Villebois-Lavalette;1_Tres_sous_dotee
16409;Villefagnan;3_intermediaire
16412;Villejoubert;3_intermediaire
16413;Villiers-le-Roux;3_intermediaire
16414;Villognon;3_intermediaire
16415;Vindelle;2_Sous_dotee
16416;Vitrac-Saint-Vincent;3_intermediaire
16418;Vœuil-et-Giget;2_Sous_dotee
16419;Vouharte;3_intermediaire
16420;Voulgézac;2_Sous_dotee
16421;Vouthon;2_Sous_dotee
16422;Vouzan;2_Sous_dotee
16423;Xambes;3_intermediaire
16424;Yviers;3_intermediaire
16425;Yvrac-et-Malleyrand;3_intermediaire
17002;Agudelle;3_intermediaire
17003;Aigrefeuille-d'Aunis;3_intermediaire
17004;Île-d'Aix;3_intermediaire
17005;Allas-Bocage;3_intermediaire
17006;Allas-Champagne;3_intermediaire
17007;Anais;3_intermediaire
17008;Andilly;3_intermediaire
17009;Angliers;3_intermediaire
17010;Angoulins;3_intermediaire
17011;Annepont;3_intermediaire
17012;Annezay;3_intermediaire
17013;Antezant-la-Chapelle;3_intermediaire
17015;Arces;3_intermediaire
17016;Archiac;2_Sous_dotee
17017;Archingeay;3_intermediaire
17018;Ardillières;3_intermediaire
17019;Ars-en-Ré;3_intermediaire
17020;Arthenac;3_intermediaire
17021;Arvert;3_intermediaire
17022;Asnières-la-Giraud;3_intermediaire
17023;Aujac;3_intermediaire
17024;Aulnay;2_Sous_dotee
17025;Aumagne;3_intermediaire
17026;Authon-Ébéon;3_intermediaire
17027;Avy;3_intermediaire
17028;Aytré;4_Tres_dotee
17029;Bagnizeau;3_intermediaire
17030;Balanzac;3_intermediaire
17031;Ballans;3_intermediaire
17032;Ballon;3_intermediaire
17033;La Barde;3_intermediaire
17034;Barzan;3_intermediaire
17035;Bazauges;3_intermediaire
17036;Beaugeay;4_Tres_dotee
17037;Beauvais-sur-Matha;3_intermediaire
17038;Bedenac;4_Tres_dotee
17039;Belluire;3_intermediaire
17041;Benon;3_intermediaire
17042;Bercloux;3_intermediaire
17043;Bernay-Saint-Martin;3_intermediaire
17044;Berneuil;3_intermediaire
17045;Beurlay;3_intermediaire
17046;Bignay;3_intermediaire
17047;Biron;3_intermediaire
17048;Blanzac-lès-Matha;3_intermediaire
17049;Blanzay-sur-Boutonne;3_intermediaire
17050;Bois;3_intermediaire
17051;Le Bois-Plage-en-Ré;3_intermediaire
17052;Boisredon;4_Tres_dotee
17053;Bords;3_intermediaire
17054;Boresse-et-Martron;3_intermediaire
17055;Boscamnant;3_intermediaire
17056;Bougneau;3_intermediaire
17057;Bouhet;3_intermediaire
17058;Bourcefranc-le-Chapus;3_intermediaire
17059;Bourgneuf;3_intermediaire
17060;Boutenac-Touvent;3_intermediaire
17061;Bran;2_Sous_dotee
17062;Bresdon;2_Sous_dotee
17063;Breuil-la-Réorte;3_intermediaire
17064;Breuillet;3_intermediaire
17065;Breuil-Magné;4_Tres_dotee
