CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage infirmiers
34058;Castries;5_Sur_dotee
34059;La Caunette;5_Sur_dotee
34060;Causse-de-la-Selle;5_Sur_dotee
34061;Causses-et-Veyran;5_Sur_dotee
34062;Caussiniojouls;5_Sur_dotee
34063;Caux;5_Sur_dotee
34064;Le Caylar;4_Tres_dotee
34065;Cazedarnes;5_Sur_dotee
34066;Cazevieille;5_Sur_dotee
34067;Cazilhac;5_Sur_dotee
34068;Cazouls-d'Hérault;5_Sur_dotee
34069;Cazouls-lès-Béziers;5_Sur_dotee
34070;Cébazan;5_Sur_dotee
34071;Ceilhes-et-Rocozels;4_Tres_dotee
34072;Celles;4_Tres_dotee
34073;Cers;5_Sur_dotee
34074;Cessenon-sur-Orb;5_Sur_dotee
34075;Cesseras;5_Sur_dotee
34076;Ceyras;5_Sur_dotee
34077;Clapiers;5_Sur_dotee
34078;Claret;5_Sur_dotee
34079;Clermont-l'Hérault;5_Sur_dotee
34080;Colombières-sur-Orb;5_Sur_dotee
34081;Colombiers;5_Sur_dotee
34082;Combaillaux;5_Sur_dotee
34083;Combes;5_Sur_dotee
34084;Corneilhan;5_Sur_dotee
34085;Coulobres;5_Sur_dotee
34086;Courniou;3_intermediaire
34087;Cournonsec;5_Sur_dotee
34088;Cournonterral;5_Sur_dotee
34089;Creissan;5_Sur_dotee
34090;Le Crès;5_Sur_dotee
34091;Le Cros;4_Tres_dotee
34092;Cruzy;5_Sur_dotee
34093;Dio-et-Valquières;5_Sur_dotee
34094;Espondeilhan;5_Sur_dotee
34095;Fabrègues;5_Sur_dotee
34096;Faugères;5_Sur_dotee
34097;Félines-Minervois;4_Tres_dotee
34098;Ferrals-les-Montagnes;3_intermediaire
34099;Ferrières-les-Verreries;5_Sur_dotee
34100;Ferrières-Poussarou;5_Sur_dotee
34101;Florensac;5_Sur_dotee
34102;Fontanès;5_Sur_dotee
34103;Fontès;5_Sur_dotee
34104;Fos;5_Sur_dotee
34105;Fouzilhon;5_Sur_dotee
34106;Fozières;4_Tres_dotee
34107;Fraisse-sur-Agout;3_intermediaire
34108;Frontignan;5_Sur_dotee
34109;Gabian;5_Sur_dotee
34110;Galargues;5_Sur_dotee
34111;Ganges;5_Sur_dotee
34112;Garrigues;5_Sur_dotee
34113;Gigean;5_Sur_dotee
34114;Gignac;5_Sur_dotee
34115;Gorniès;5_Sur_dotee
34116;Grabels;5_Sur_dotee
34117;Graissessac;5_Sur_dotee
34118;Guzargues;5_Sur_dotee
34119;Hérépian;5_Sur_dotee
34120;Jacou;5_Sur_dotee
34121;Joncels;4_Tres_dotee
34122;Jonquières;5_Sur_dotee
34123;Juvignac;5_Sur_dotee
34124;Lacoste;5_Sur_dotee
34125;Lagamas;5_Sur_dotee
34126;Lamalou-les-Bains;5_Sur_dotee
34127;Lansargues;5_Sur_dotee
34128;Laroque;5_Sur_dotee
34129;Lattes;5_Sur_dotee
34130;Laurens;5_Sur_dotee
34131;Lauret;5_Sur_dotee
34132;Lauroux;4_Tres_dotee
34133;Lavalette;4_Tres_dotee
34134;Lavérune;5_Sur_dotee
34135;Lespignan;5_Sur_dotee
34136;Lézignan-la-Cèbe;5_Sur_dotee
34137;Liausson;5_Sur_dotee
34138;Lieuran-Cabrières;5_Sur_dotee
34139;Lieuran-lès-Béziers;5_Sur_dotee
34140;Lignan-sur-Orb;5_Sur_dotee
34141;La Livinière;4_Tres_dotee
34142;Lodève;4_Tres_dotee
34143;Loupian;5_Sur_dotee
34144;Lunas;4_Tres_dotee
34145;Lunel;5_Sur_dotee
34146;Lunel-Viel;5_Sur_dotee
34147;Magalas;5_Sur_dotee
34148;Maraussan;5_Sur_dotee
34149;Margon;5_Sur_dotee
34150;Marseillan;5_Sur_dotee
34151;Marsillargues;5_Sur_dotee
34152;Mas-de-Londres;5_Sur_dotee
34153;Les Matelles;5_Sur_dotee
34154;Mauguio;5_Sur_dotee
34155;Maureilhan;5_Sur_dotee
34156;Mérifons;5_Sur_dotee
34157;Mèze;5_Sur_dotee
34158;Minerve;5_Sur_dotee
34159;Mireval;5_Sur_dotee
34160;Mons;5_Sur_dotee
34161;Montady;5_Sur_dotee
34162;Montagnac;5_Sur_dotee
34163;Montarnaud;5_Sur_dotee
34164;Montaud;5_Sur_dotee
34165;Montbazin;5_Sur_dotee
34166;Montblanc;5_Sur_dotee
34167;Montels;5_Sur_dotee
34168;Montesquieu;5_Sur_dotee
34169;Montferrier-sur-Lez;5_Sur_dotee
34170;Montouliers;5_Sur_dotee
34171;Montoulieu;4_Tres_dotee
34172;Montpellier;5_Sur_dotee
34173;Montpeyroux;5_Sur_dotee
34174;Moulès-et-Baucels;5_Sur_dotee
34175;Mourèze;5_Sur_dotee
34176;Mudaison;5_Sur_dotee
34177;Murles;5_Sur_dotee
34178;Murviel-lès-Béziers;5_Sur_dotee
34179;Murviel-lès-Montpellier;5_Sur_dotee
34180;Nébian;5_Sur_dotee
34181;Neffiès;5_Sur_dotee
34182;Nézignan-l'Évêque;5_Sur_dotee
34183;Nissan-lez-Enserune;5_Sur_dotee
34184;Nizas;5_Sur_dotee
34185;Notre-Dame-de-Londres;5_Sur_dotee
34186;Octon;4_Tres_dotee
34187;Olargues;3_intermediaire
34188;Olmet-et-Villecun;4_Tres_dotee
34189;Olonzac;5_Sur_dotee
34190;Oupia;5_Sur_dotee
34191;Pailhès;5_Sur_dotee
34192;Palavas-les-Flots;5_Sur_dotee
34193;Pardailhan;5_Sur_dotee
34194;Paulhan;5_Sur_dotee
34195;Pégairolles-de-Buèges;5_Sur_dotee
34196;Pégairolles-de-l'Escalette;4_Tres_dotee
34197;Péret;5_Sur_dotee
34198;Pérols;5_Sur_dotee
34199;Pézenas;5_Sur_dotee
34200;Pézènes-les-Mines;5_Sur_dotee
34201;Pierrerue;5_Sur_dotee
34202;Pignan;5_Sur_dotee
34203;Pinet;5_Sur_dotee
34204;Plaissan;5_Sur_dotee
34205;Les Plans;4_Tres_dotee
34206;Poilhes;5_Sur_dotee
34207;Pomérols;5_Sur_dotee
34208;Popian;5_Sur_dotee
34209;Portiragnes;5_Sur_dotee
34210;Le Pouget;5_Sur_dotee
34211;Le Poujol-sur-Orb;5_Sur_dotee
34212;Poujols;4_Tres_dotee
34213;Poussan;5_Sur_dotee
34214;Pouzolles;5_Sur_dotee
34215;Pouzols;5_Sur_dotee
34216;Le Pradal;5_Sur_dotee
34217;Prades-le-Lez;5_Sur_dotee
34218;Prades-sur-Vernazobre;5_Sur_dotee
34219;Prémian;3_intermediaire
34220;Le Puech;4_Tres_dotee
34221;Puéchabon;5_Sur_dotee
34222;Puilacher;5_Sur_dotee
34223;Puimisson;5_Sur_dotee
34224;Puissalicon;5_Sur_dotee
34225;Puisserguier;5_Sur_dotee
34226;Quarante;5_Sur_dotee
34227;Restinclières;5_Sur_dotee
34228;Rieussec;3_intermediaire
34229;Riols;3_intermediaire
34230;Les Rives;4_Tres_dotee
34231;Romiguières;4_Tres_dotee
34232;Roquebrun;5_Sur_dotee
34233;Roqueredonde;4_Tres_dotee
34234;Roquessels;5_Sur_dotee
34235;Rosis;5_Sur_dotee
34236;Rouet;5_Sur_dotee
34237;Roujan;5_Sur_dotee
34238;Saint-André-de-Buèges;5_Sur_dotee
34239;Saint-André-de-Sangonis;5_Sur_dotee
34240;Saint-Aunès;5_Sur_dotee
34241;Saint-Bauzille-de-la-Sylve;5_Sur_dotee
34242;Saint-Bauzille-de-Montmel;5_Sur_dotee
34243;Saint-Bauzille-de-Putois;5_Sur_dotee
34244;Saint-Brès;5_Sur_dotee
34245;Saint-Chinian;5_Sur_dotee
34246;Entre-Vignes;5_Sur_dotee
34247;Saint-Clément-de-Rivière;5_Sur_dotee
34248;Sainte-Croix-de-Quintillargues;5_Sur_dotee
34249;Saint-Drézéry;5_Sur_dotee
34250;Saint-Étienne-d'Albagnan;3_intermediaire
34251;Saint-Étienne-de-Gourgas;4_Tres_dotee
34252;Saint-Étienne-Estréchoux;5_Sur_dotee
34253;Saint-Félix-de-l'Héras;4_Tres_dotee
34254;Saint-Félix-de-Lodez;5_Sur_dotee
34255;Saint-Gély-du-Fesc;5_Sur_dotee
34256;Saint-Geniès-des-Mourgues;5_Sur_dotee
34257;Saint-Geniès-de-Varensal;5_Sur_dotee
34258;Saint-Geniès-de-Fontedit;5_Sur_dotee
34259;Saint-Georges-d'Orques;5_Sur_dotee
34260;Saint-Gervais-sur-Mare;5_Sur_dotee
34261;Saint-Guilhem-le-Désert;5_Sur_dotee
34262;Saint-Guiraud;5_Sur_dotee
34263;Saint-Hilaire-de-Beauvoir;5_Sur_dotee
34264;Saint-Jean-de-Buèges;5_Sur_dotee
34265;Saint-Jean-de-Cornies;5_Sur_dotee
34266;Saint-Jean-de-Cuculles;5_Sur_dotee
34267;Saint-Jean-de-Fos;5_Sur_dotee
34268;Saint-Jean-de-la-Blaquière;4_Tres_dotee
34269;Saint-Jean-de-Minervois;5_Sur_dotee
34270;Saint-Jean-de-Védas;5_Sur_dotee
34271;Saint-Julien;5_Sur_dotee
34272;Saint-Just;5_Sur_dotee
34273;Saint-Martin-de-l'Arçon;5_Sur_dotee
34274;Saint-Martin-de-Londres;5_Sur_dotee
34276;Saint-Mathieu-de-Tréviers;5_Sur_dotee
34277;Saint-Maurice-Navacelles;5_Sur_dotee
34278;Saint-Michel;4_Tres_dotee
34279;Saint-Nazaire-de-Ladarez;5_Sur_dotee
34280;Saint-Nazaire-de-Pézan;5_Sur_dotee
34281;Saint-Pargoire;5_Sur_dotee
34282;Saint-Paul-et-Valmalle;5_Sur_dotee
34283;Saint-Pierre-de-la-Fage;4_Tres_dotee
34284;Saint-Pons-de-Thomières;3_intermediaire
34285;Saint-Pons-de-Mauchiens;5_Sur_dotee
34286;Saint-Privat;4_Tres_dotee
34287;Saint-Saturnin-de-Lucian;5_Sur_dotee
34288;Saint-Sériès;5_Sur_dotee
34289;Saint-Thibéry;5_Sur_dotee
34290;Saint-Vincent-de-Barbeyrargues;5_Sur_dotee
34291;Saint-Vincent-d'Olargues;3_intermediaire
34292;Salasc;5_Sur_dotee
34293;La Salvetat-sur-Agout;4_Tres_dotee
34294;Saturargues;5_Sur_dotee
34295;Saussan;5_Sur_dotee
34296;Saussines;5_Sur_dotee
34297;Sauteyrargues;5_Sur_dotee
34298;Sauvian;5_Sur_dotee
34299;Sérignan;5_Sur_dotee
34300;Servian;5_Sur_dotee
34301;Sète;5_Sur_dotee
34302;Siran;4_Tres_dotee
34303;Sorbs;4_Tres_dotee
34304;Soubès;4_Tres_dotee
34305;Le Soulié;3_intermediaire
34306;Soumont;4_Tres_dotee
34307;Sussargues;5_Sur_dotee
34308;Taussac-la-Billière;5_Sur_dotee
34309;Teyran;5_Sur_dotee
34310;Thézan-lès-Béziers;5_Sur_dotee
34311;Tourbes;5_Sur_dotee
34312;La Tour-sur-Orb;5_Sur_dotee
34313;Tressan;5_Sur_dotee
34314;Le Triadou;5_Sur_dotee
34315;Usclas-d'Hérault;5_Sur_dotee
34316;Usclas-du-Bosc;4_Tres_dotee
34317;La Vacquerie-et-Saint-Martin-de-Castries;4_Tres_dotee
34318;Vacquières;5_Sur_dotee
34319;Vailhan;5_Sur_dotee
34320;Vailhauquès;5_Sur_dotee
34321;Valergues;5_Sur_dotee
34322;Valflaunès;5_Sur_dotee
34323;Valmascle;5_Sur_dotee
34324;Valras-Plage;5_Sur_dotee
34325;Valros;5_Sur_dotee
34326;Vélieux;3_intermediaire
34327;Vendargues;5_Sur_dotee
34328;Vendémian;5_Sur_dotee
34329;Vendres;5_Sur_dotee
34331;Verreries-de-Moussans;3_intermediaire
34332;Vias;5_Sur_dotee
34333;Vic-la-Gardiole;5_Sur_dotee
34334;Vieussan;5_Sur_dotee
34335;Villemagne-l'Argentière;5_Sur_dotee
34336;Villeneuve-lès-Béziers;5_Sur_dotee
34337;Villeneuve-lès-Maguelone;5_Sur_dotee
34338;Villeneuvette;5_Sur_dotee
34339;Villespassans;5_Sur_dotee
34340;Villetelle;5_Sur_dotee
34341;Villeveyrac;5_Sur_dotee
34342;Viols-en-Laval;5_Sur_dotee
34343;Viols-le-Fort;5_Sur_dotee
34344;La Grande-Motte;5_Sur_dotee
35001;Acigné;3_intermediaire
35002;Amanlis;3_intermediaire
35003;Andouillé-Neuville;3_intermediaire
35004;Val-Couesnon;3_intermediaire
35005;Arbrissel;3_intermediaire
35006;Argentré-du-Plessis;3_intermediaire
35007;Aubigné;3_intermediaire
35008;Availles-sur-Seiche;2_Sous_dotee
35009;Baguer-Morvan;4_Tres_dotee
35010;Baguer-Pican;4_Tres_dotee
35012;Bain-de-Bretagne;4_Tres_dotee
35013;Bains-sur-Oust;3_intermediaire
35014;Bais;2_Sous_dotee
35015;Balazé;3_intermediaire
35016;Baulon;3_intermediaire
35017;La Baussaine;4_Tres_dotee
35018;La Bazouge-du-Désert;2_Sous_dotee
35019;Bazouges-la-Pérouse;3_intermediaire
35021;Beaucé;3_intermediaire
35022;Bécherel;3_intermediaire
35023;Bédée;3_intermediaire
35024;Betton;3_intermediaire
35025;Billé;3_intermediaire
35026;Bléruais;3_intermediaire
35027;Boisgervilly;3_intermediaire
35028;Boistrudan;3_intermediaire
35029;Bonnemain;4_Tres_dotee
35030;La Bosse-de-Bretagne;4_Tres_dotee
35031;La Bouëxière;3_intermediaire
35032;Bourgbarré;4_Tres_dotee
35033;Bourg-des-Comptes;3_intermediaire
35034;La Boussac;4_Tres_dotee
35035;Bovel;4_Tres_dotee
35037;Bréal-sous-Montfort;3_intermediaire
35038;Bréal-sous-Vitré;2_Sous_dotee
35039;Brécé;3_intermediaire
35040;Breteil;3_intermediaire
35041;Brie;3_intermediaire
35042;Brielles;3_intermediaire
35044;Broualan;4_Tres_dotee
35045;Bruc-sur-Aff;3_intermediaire
35046;Les Brulais;4_Tres_dotee
35047;Bruz;3_intermediaire
35049;Cancale;3_intermediaire
35050;Cardroc;4_Tres_dotee
35051;Cesson-Sévigné;4_Tres_dotee
35052;Champeaux;3_intermediaire
35054;Chanteloup;3_intermediaire
35055;Chantepie;4_Tres_dotee
35056;La Chapelle-aux-Filtzméens;4_Tres_dotee
35057;La Chapelle-Bouëxic;4_Tres_dotee
35058;La Chapelle-Chaussée;4_Tres_dotee
35059;La Chapelle-des-Fougeretz;4_Tres_dotee
35060;La Chapelle du Lou du Lac;3_intermediaire
35061;La Chapelle-Erbrée;3_intermediaire
35062;La Chapelle-Fleurigné;3_intermediaire
35063;La Chapelle-Saint-Aubert;3_intermediaire
35064;La Chapelle-de-Brain;3_intermediaire
35065;La Chapelle-Thouarault;3_intermediaire
35066;Chartres-de-Bretagne;3_intermediaire
35067;Chasné-sur-Illet;3_intermediaire
35068;Châteaubourg;3_intermediaire
35069;Châteaugiron;3_intermediaire
35070;Châteauneuf-d'Ille-et-Vilaine;5_Sur_dotee
35071;Le Châtellier;3_intermediaire
35072;Châtillon-en-Vendelais;3_intermediaire
35075;Chauvigné;3_intermediaire
35076;Chavagne;3_intermediaire
35077;Chelun;2_Sous_dotee
35078;Cherrueix;4_Tres_dotee
35079;Chevaigné;3_intermediaire
35080;Cintré;3_intermediaire
35081;Clayes;3_intermediaire
35082;Coësmes;3_intermediaire
35084;Comblessac;4_Tres_dotee
35085;Combourg;4_Tres_dotee
35086;Combourtillé;3_intermediaire
35087;Cornillé;3_intermediaire
35088;Corps-Nuds;3_intermediaire
35089;La Couyère;3_intermediaire
35090;Crevin;4_Tres_dotee
35091;Le Crouais;3_intermediaire
35092;Cuguen;4_Tres_dotee
35093;Dinard;4_Tres_dotee
35094;Dingé;4_Tres_dotee
35095;Dol-de-Bretagne;4_Tres_dotee
35096;Domagné;3_intermediaire
35097;Domalain;2_Sous_dotee
35098;La Dominelais;4_Tres_dotee
35099;Domloup;3_intermediaire
35101;Dourdain;3_intermediaire
35102;Drouges;2_Sous_dotee
35103;Eancé;3_intermediaire
35104;Epiniac;4_Tres_dotee
35105;Erbrée;3_intermediaire
35106;Ercé-en-Lamée;4_Tres_dotee
35107;Ercé-près-Liffré;3_intermediaire
35108;Essé;3_intermediaire
35109;Étrelles;3_intermediaire
35110;Feins;3_intermediaire
35111;Le Ferré;3_intermediaire
35114;Forges-la-Forêt;2_Sous_dotee
35115;Fougères;3_intermediaire
35116;La Fresnais;4_Tres_dotee
35117;Gaël;3_intermediaire
35118;Gahard;3_intermediaire
35119;Gennes-sur-Seiche;2_Sous_dotee
35120;Gévezé;3_intermediaire
35121;Gosné;3_intermediaire
35122;La Gouesnière;3_intermediaire
35123;Goven;3_intermediaire
35124;Grand-Fougeray;3_intermediaire
35125;La Guerche-de-Bretagne;2_Sous_dotee
35126;Guichen;3_intermediaire
35127;Guignen;3_intermediaire
35128;Guipel;3_intermediaire
35130;Hédé-Bazouges;4_Tres_dotee
35131;L'Hermitage;3_intermediaire
35132;Hirel;4_Tres_dotee
35133;Iffendic;3_intermediaire
35134;Les Iffs;4_Tres_dotee
35135;Irodouër;3_intermediaire
35136;Janzé;3_intermediaire
35137;Javené;3_intermediaire
35138;Laignelet;3_intermediaire
35139;Laillé;3_intermediaire
35140;Lalleu;3_intermediaire
35141;Landavran;3_intermediaire
35142;Landéan;3_intermediaire
35143;Landujan;3_intermediaire
35144;Langan;3_intermediaire
35145;Langon;3_intermediaire
35146;Langouet;3_intermediaire
35148;Lanrigan;4_Tres_dotee
35149;Lassy;3_intermediaire
35150;Lécousse;3_intermediaire
35151;Lieuron;3_intermediaire
35152;Liffré;3_intermediaire
35153;Lillemer;4_Tres_dotee
35154;Livré-sur-Changeon;3_intermediaire
35155;Lohéac;4_Tres_dotee
35156;Longaulnay;3_intermediaire
35157;Le Loroux;3_intermediaire
35159;Lourmais;4_Tres_dotee
35160;Loutehel;4_Tres_dotee
35161;Louvigné-de-Bais;3_intermediaire
35162;Louvigné-du-Désert;2_Sous_dotee
35163;Luitré-Dompierre;3_intermediaire
35164;Marcillé-Raoul;4_Tres_dotee
35165;Marcillé-Robert;3_intermediaire
35166;Marpiré;3_intermediaire
35167;Martigné-Ferchaud;3_intermediaire
35168;Val d'Anast;4_Tres_dotee
35169;Maxent;4_Tres_dotee
35170;Mecé;3_intermediaire
35171;Médréac;3_intermediaire
35172;Meillac;4_Tres_dotee
35173;Melesse;3_intermediaire
35174;Mellé;2_Sous_dotee
35175;Mernel;4_Tres_dotee
35176;Guipry-Messac;4_Tres_dotee
35177;La Mézière;3_intermediaire
35178;Mézières-sur-Couesnon;3_intermediaire
35179;Miniac-Morvan;4_Tres_dotee
35180;Miniac-sous-Bécherel;3_intermediaire
35181;Le Minihic-sur-Rance;4_Tres_dotee
35183;Mondevert;3_intermediaire
35184;Montauban-de-Bretagne;3_intermediaire
35185;Montautour;3_intermediaire
35186;Mont-Dol;4_Tres_dotee
35187;Monterfil;3_intermediaire
35188;Montfort-sur-Meu;3_intermediaire
35189;Montgermont;4_Tres_dotee
35190;Monthault;2_Sous_dotee
35191;Les Portes du Coglais;3_intermediaire
35192;Montreuil-des-Landes;3_intermediaire
35193;Montreuil-le-Gast;3_intermediaire
35194;Montreuil-sous-Pérouse;3_intermediaire
35195;Montreuil-sur-Ille;3_intermediaire
35196;Mordelles;3_intermediaire
35197;Mouazé;3_intermediaire
35198;Moulins;3_intermediaire
35199;Moussé;2_Sous_dotee
35200;Moutiers;2_Sous_dotee
35201;Muel;3_intermediaire
35202;La Noë-Blanche;4_Tres_dotee
35203;La Nouaye;3_intermediaire
35204;Nouvoitou;3_intermediaire
35205;Noyal-sous-Bazouges;4_Tres_dotee
35206;Noyal-Châtillon-sur-Seiche;3_intermediaire
35207;Noyal-sur-Vilaine;3_intermediaire
35208;Orgères;4_Tres_dotee
35210;Pacé;4_Tres_dotee
35211;Paimpont;4_Tres_dotee
35212;Pancé;4_Tres_dotee
35214;Parcé;3_intermediaire
35215;Parigné;3_intermediaire
35216;Parthenay-de-Bretagne;3_intermediaire
35217;Le Pertre;3_intermediaire
35218;Le Petit-Fougeray;3_intermediaire
35219;Pipriac;3_intermediaire
35220;Piré-Chancé;3_intermediaire
35221;Pléchâtel;4_Tres_dotee
35222;Pleine-Fougères;3_intermediaire
35223;Plélan-le-Grand;4_Tres_dotee
35224;Plerguer;4_Tres_dotee
35225;Plesder;3_intermediaire
35226;Pleugueneuc;4_Tres_dotee
35227;Pleumeleuc;3_intermediaire
35228;Pleurtuit;4_Tres_dotee
35229;Pocé-les-Bois;3_intermediaire
35230;Poilley;3_intermediaire
35231;Poligné;4_Tres_dotee
35232;Princé;3_intermediaire
35233;Québriac;4_Tres_dotee
35234;Quédillac;3_intermediaire
35235;Rannée;2_Sous_dotee
35236;Redon;3_intermediaire
35237;Renac;3_intermediaire
35238;Rennes;3_intermediaire
35239;Retiers;3_intermediaire
35240;Le Rheu;3_intermediaire
35241;La Richardais;4_Tres_dotee
35242;Rimou;3_intermediaire
35243;Romagné;3_intermediaire
35244;Romazy;3_intermediaire
35245;Romillé;3_intermediaire
35246;Roz-Landrieux;4_Tres_dotee
35247;Roz-sur-Couesnon;3_intermediaire
35248;Sains;3_intermediaire
35249;Sainte-Anne-sur-Vilaine;3_intermediaire
35250;Saint-Armel;4_Tres_dotee
35251;Saint-Aubin-d'Aubigné;3_intermediaire
35252;Saint-Aubin-des-Landes;3_intermediaire
35253;Saint-Aubin-du-Cormier;3_intermediaire
35255;Saint-Benoît-des-Ondes;4_Tres_dotee
35256;Saint-Briac-sur-Mer;4_Tres_dotee
35257;Maen Roch;3_intermediaire
35258;Saint-Brieuc-des-Iffs;4_Tres_dotee
35259;Saint-Broladre;4_Tres_dotee
35260;Saint-Christophe-des-Bois;3_intermediaire
35261;Saint-Christophe-de-Valains;3_intermediaire
35262;Sainte-Colombe;3_intermediaire
35263;Saint-Coulomb;3_intermediaire
35264;Saint-Didier;3_intermediaire
35265;Saint-Domineuc;4_Tres_dotee
35266;Saint-Erblon;4_Tres_dotee
35268;Saint-Ganton;3_intermediaire
35270;Saint-Georges-de-Gréhaigne;3_intermediaire
35271;Saint-Georges-de-Reintembault;3_intermediaire
35272;Saint-Germain-du-Pinel;3_intermediaire
35273;Saint-Germain-en-Coglès;3_intermediaire
35274;Saint-Germain-sur-Ille;3_intermediaire
35275;Saint-Gilles;3_intermediaire
35276;Saint-Gondran;4_Tres_dotee
35277;Saint-Gonlay;3_intermediaire
35278;Saint-Grégoire;4_Tres_dotee
35279;Saint-Guinoux;5_Sur_dotee
35280;Saint-Hilaire-des-Landes;3_intermediaire
35281;Saint-Jacques-de-la-Lande;5_Sur_dotee
35282;Rives-du-Couesnon;3_intermediaire
35283;Saint-Jean-sur-Vilaine;3_intermediaire
35284;Saint-Jouan-des-Guérets;4_Tres_dotee
35285;Saint-Just;3_intermediaire
35286;Saint-Léger-des-Prés;4_Tres_dotee
35287;Saint-Lunaire;4_Tres_dotee
35288;Saint-Malo;5_Sur_dotee
35289;Saint-Malo-de-Phily;4_Tres_dotee
35290;Saint-Malon-sur-Mel;4_Tres_dotee
35291;Saint-Marcan;4_Tres_dotee
35292;Saint-Marc-le-Blanc;3_intermediaire
35294;Sainte-Marie;3_intermediaire
35295;Saint-Maugan;3_intermediaire
35296;Saint-Médard-sur-Ille;3_intermediaire
35297;Saint-Méen-le-Grand;3_intermediaire
35299;Saint-Méloir-des-Ondes;3_intermediaire
35300;Saint-M'Hervé;3_intermediaire
35302;Saint-Onen-la-Chapelle;3_intermediaire
35304;Saint-Ouen-des-Alleux;3_intermediaire
35305;Saint-Péran;4_Tres_dotee
35306;Saint-Père-Marc-en-Poulet;5_Sur_dotee
35307;Saint-Pern;3_intermediaire
35308;Mesnil-Roc'h;3_intermediaire
35309;Saint-Rémy-du-Plain;3_intermediaire
35310;Saint-Sauveur-des-Landes;3_intermediaire
35311;Saint-Séglin;4_Tres_dotee
35312;Saint-Senoux;3_intermediaire
35314;Saint-Suliac;5_Sur_dotee
35315;Saint-Sulpice-la-Forêt;3_intermediaire
35316;Saint-Sulpice-des-Landes;4_Tres_dotee
35317;Saint-Symphorien;4_Tres_dotee
35318;Saint-Thual;4_Tres_dotee
35319;Saint-Thurial;3_intermediaire
35320;Saint-Uniac;3_intermediaire
35321;Saulnières;3_intermediaire
35322;Le Sel-de-Bretagne;4_Tres_dotee
35324;La Selle-en-Luitré;3_intermediaire
35325;La Selle-Guerchaise;2_Sous_dotee
35326;Sens-de-Bretagne;3_intermediaire
35327;Servon-sur-Vilaine;3_intermediaire
35328;Sixt-sur-Aff;4_Tres_dotee
35329;Sougeal;3_intermediaire
35330;Taillis;3_intermediaire
35331;Talensac;3_intermediaire
35332;Teillay;4_Tres_dotee
35333;Le Theil-de-Bretagne;3_intermediaire
35334;Thorigné-Fouillard;4_Tres_dotee
35335;Thourie;3_intermediaire
35336;Le Tiercent;3_intermediaire
35337;Tinténiac;4_Tres_dotee
35338;Torcé;3_intermediaire
35339;Trans-la-Forêt;3_intermediaire
35340;Treffendel;4_Tres_dotee
35342;Trémeheuc;4_Tres_dotee
35343;Tresbœuf;3_intermediaire
35345;Trévérien;4_Tres_dotee
35346;Trimer;4_Tres_dotee
35347;Val-d'Izé;3_intermediaire
35350;Vergéal;3_intermediaire
35351;Le Verger;3_intermediaire
35352;Vern-sur-Seiche;4_Tres_dotee
35353;Vezin-le-Coquet;3_intermediaire
35354;Vieux-Viel;3_intermediaire
35355;Vieux-Vy-sur-Couesnon;3_intermediaire
35356;Vignoc;3_intermediaire
35357;Villamée;2_Sous_dotee
35358;La Ville-ès-Nonais;5_Sur_dotee
35359;Visseiche;2_Sous_dotee
35360;Vitré;3_intermediaire
35361;Le Vivier-sur-Mer;4_Tres_dotee
35362;Le Tronchet;4_Tres_dotee
35363;Pont-Péan;3_intermediaire
36001;Aigurande;3_intermediaire
36002;Aize;1_Tres_sous_dotee
36003;Ambrault;3_intermediaire
36004;Anjouin;1_Tres_sous_dotee
36005;Ardentes;3_intermediaire
36006;Argenton-sur-Creuse;2_Sous_dotee
36007;Argy;3_intermediaire
36008;Arpheuilles;3_intermediaire
36009;Arthon;3_intermediaire
36010;Azay-le-Ferron;2_Sous_dotee
36011;Bagneux;2_Sous_dotee
36012;Baraize;2_Sous_dotee
36013;Baudres;2_Sous_dotee
36014;Bazaiges;2_Sous_dotee
36015;Beaulieu;4_Tres_dotee
36016;Bélâbre;3_intermediaire
36017;La Berthenoux;3_intermediaire
36018;Le Blanc;3_intermediaire
36019;Bommiers;3_intermediaire
36020;Bonneuil;4_Tres_dotee
36021;Les Bordes;3_intermediaire
36022;Bouesse;2_Sous_dotee
36023;Bouges-le-Château;2_Sous_dotee
36024;Bretagne;2_Sous_dotee
36025;Briantes;3_intermediaire
36026;Brion;2_Sous_dotee
36027;Brives;3_intermediaire
36028;La Buxerette;3_intermediaire
36029;Buxeuil;1_Tres_sous_dotee
36030;Buxières-d'Aillac;3_intermediaire
36031;Buzançais;3_intermediaire
36032;Ceaulmont;2_Sous_dotee
36033;Celon;2_Sous_dotee
36034;Chabris;2_Sous_dotee
36035;Chaillac;2_Sous_dotee
36036;Chalais;3_intermediaire
36037;La Champenoise;2_Sous_dotee
36038;Champillet;2_Sous_dotee
36040;La Chapelle-Orthemale;3_intermediaire
36041;La Chapelle-Saint-Laurian;1_Tres_sous_dotee
36042;Chasseneuil;2_Sous_dotee
36043;Chassignolles;3_intermediaire
36044;Châteauroux;4_Tres_dotee
36045;Châtillon-sur-Indre;2_Sous_dotee
36046;La Châtre;3_intermediaire
36047;La Châtre-Langlin;4_Tres_dotee
36048;Chavin;2_Sous_dotee
36049;Chazelet;2_Sous_dotee
36050;Chezelles;2_Sous_dotee
36051;Chitray;2_Sous_dotee
36052;Chouday;3_intermediaire
