CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage kinés
49099;Cholet;3_intermediaire
49100;Cizay-la-Madeleine;2_Sous_dotee
49102;Cléré-sur-Layon;1_Tres_sous_dotee
49107;Cornillé-les-Caves;1_Tres_sous_dotee
49109;Coron;1_Tres_sous_dotee
49110;Corzé;3_intermediaire
49112;Le Coudray-Macouard;3_intermediaire
49113;Courchamps;3_intermediaire
49114;Courléon;3_intermediaire
49120;Denée;2_Sous_dotee
49121;Dénezé-sous-Doué;2_Sous_dotee
49123;Distré;3_intermediaire
49125;Doué-en-Anjou;2_Sous_dotee
49127;Durtal;1_Tres_sous_dotee
49129;Écouflant;3_intermediaire
49130;Écuillé;1_Tres_sous_dotee
49131;Épieds;3_intermediaire
49132;Étriché;1_Tres_sous_dotee
49135;Feneu;3_intermediaire
49138;Les Bois d'Anjou;1_Tres_sous_dotee
49140;Fontevraud-l'Abbaye;3_intermediaire
49155;Grez-Neuville;2_Sous_dotee
49160;Ingrandes-le-Fresne-sur-Loire;2_Sous_dotee
49161;La Jaille-Yvon;2_Sous_dotee
49163;Jarzé Villages;3_intermediaire
49167;Les Garennes sur Loire;3_intermediaire
49170;Juvardeil;1_Tres_sous_dotee
49171;La Lande-Chasles;3_intermediaire
49174;Huillé-Lézigné;1_Tres_sous_dotee
49176;Le Lion-d'Angers;2_Sous_dotee
49178;Loiré;2_Sous_dotee
49180;Longué-Jumelles;1_Tres_sous_dotee
49182;Louresse-Rochemenier;2_Sous_dotee
49183;Val d'Erdre-Auxence;2_Sous_dotee
49188;Marcé;3_intermediaire
49192;Maulévrier;2_Sous_dotee
49193;Le May-sur-Èvre;3_intermediaire
49194;Mazé-Milon;1_Tres_sous_dotee
49195;Mazières-en-Mauges;2_Sous_dotee
49200;Longuenée-en-Anjou;3_intermediaire
49201;La Ménitré;1_Tres_sous_dotee
49205;Miré;1_Tres_sous_dotee
49209;Montigné-lès-Rairies;1_Tres_sous_dotee
49211;Montilliers;1_Tres_sous_dotee
49214;Montreuil-Juigné;3_intermediaire
49215;Montreuil-Bellay;1_Tres_sous_dotee
49216;Montreuil-sur-Loir;1_Tres_sous_dotee
49217;Montreuil-sur-Maine;2_Sous_dotee
49218;Montrevault-sur-Èvre;1_Tres_sous_dotee
49219;Montsoreau;3_intermediaire
49220;Morannes sur Sarthe-Daumeray;1_Tres_sous_dotee
49221;Mouliherne;1_Tres_sous_dotee
49222;Mozé-sur-Louet;2_Sous_dotee
49223;Mûrs-Erigné;3_intermediaire
49224;Neuillé;3_intermediaire
49228;Noyant-Villages;1_Tres_sous_dotee
49231;Nuaillé;2_Sous_dotee
49235;Parnay;3_intermediaire
49236;Passavant-sur-Layon;1_Tres_sous_dotee
49237;La Pellerine;1_Tres_sous_dotee
49240;La Plaine;2_Sous_dotee
49241;Le Plessis-Grammoire;3_intermediaire
49244;Mauges-sur-Loire;2_Sous_dotee
49246;Les Ponts-de-Cé;3_intermediaire
49247;La Possonnière;1_Tres_sous_dotee
49248;Ombrée d'Anjou;1_Tres_sous_dotee
49253;Le Puy-Notre-Dame;1_Tres_sous_dotee
49257;Les Rairies;1_Tres_sous_dotee
49259;Rochefort-sur-Loire;1_Tres_sous_dotee
49260;La Romagne;1_Tres_sous_dotee
49261;Gennes-Val-de-Loire;2_Sous_dotee
49262;Rou-Marson;3_intermediaire
49266;Saint-Augustin-des-Bois;2_Sous_dotee
49267;Saint-Barthélemy-d'Anjou;3_intermediaire
49269;Saint-Christophe-du-Bois;3_intermediaire
49271;Saint-Clément-de-la-Place;3_intermediaire
49272;Saint-Clément-des-Levées;2_Sous_dotee
49278;Sainte-Gemmes-sur-Loire;3_intermediaire
49283;Saint-Georges-sur-Loire;1_Tres_sous_dotee
49284;Saint-Germain-des-Prés;2_Sous_dotee
49288;Saint-Jean-de-la-Croix;3_intermediaire
49291;Saint-Just-sur-Dive;3_intermediaire
49292;Val-du-Layon;2_Sous_dotee
49294;Saint-Lambert-la-Potherie;3_intermediaire
49298;Saint-Léger-de-Linières;3_intermediaire
49299;Saint-Léger-sous-Cholet;3_intermediaire
49301;Sèvremoine;1_Tres_sous_dotee
49302;Saint-Macaire-du-Bois;2_Sous_dotee
49306;Saint-Martin-du-Fouilloux;1_Tres_sous_dotee
49307;Loire-Authion;2_Sous_dotee
49308;Saint-Melaine-sur-Aubance;3_intermediaire
49310;Saint-Paul-du-Bois;1_Tres_sous_dotee
49311;Saint-Philbert-du-Peuple;1_Tres_sous_dotee
49323;Verrières-en-Anjou;3_intermediaire
49326;Sarrigné;3_intermediaire
49328;Saumur;3_intermediaire
49329;Savennières;1_Tres_sous_dotee
49330;Sceaux-d'Anjou;3_intermediaire
49331;Segré-en-Anjou Bleu;1_Tres_sous_dotee
49332;La Séguinière;3_intermediaire
49333;Seiches-sur-le-Loir;3_intermediaire
49334;Sermaise;3_intermediaire
49336;Somloire;2_Sous_dotee
49338;Soulaines-sur-Aubance;3_intermediaire
49339;Soulaire-et-Bourg;3_intermediaire
49341;Souzay-Champigny;3_intermediaire
49343;La Tessoualle;2_Sous_dotee
49344;Thorigné-d'Anjou;2_Sous_dotee
49345;Bellevigne-en-Layon;1_Tres_sous_dotee
49347;Tiercé;1_Tres_sous_dotee
49352;Toutlemonde;2_Sous_dotee
49353;Trélazé;3_intermediaire
49355;Trémentines;2_Sous_dotee
49358;Turquant;3_intermediaire
49359;Les Ulmes;3_intermediaire
49361;Varennes-sur-Loire;3_intermediaire
49362;Varrains;3_intermediaire
49364;Vaudelnay;1_Tres_sous_dotee
49367;Erdre-en-Anjou;2_Sous_dotee
49368;Vernantes;3_intermediaire
49369;Vernoil-le-Fourrier;3_intermediaire
49370;Verrie;3_intermediaire
49371;Vezins;2_Sous_dotee
49373;Lys-Haut-Layon;1_Tres_sous_dotee
49374;Villebernier;3_intermediaire
49377;Rives-du-Loir-en-Anjou;3_intermediaire
49378;Vivy;3_intermediaire
49381;Yzernay;2_Sous_dotee
50002;Agneaux;1_Tres_sous_dotee
50003;Agon-Coutainville;2_Sous_dotee
50004;Airel;1_Tres_sous_dotee
50006;Amigny;1_Tres_sous_dotee
50008;Anctoville-sur-Boscq;3_intermediaire
50013;Anneville-en-Saire;1_Tres_sous_dotee
50016;Appeville;1_Tres_sous_dotee
50019;Aucey-la-Plaine;1_Tres_sous_dotee
50021;Audouville-la-Hubert;1_Tres_sous_dotee
50022;Aumeville-Lestre;1_Tres_sous_dotee
50023;Auvers;1_Tres_sous_dotee
50024;Auxais;1_Tres_sous_dotee
50025;Avranches;2_Sous_dotee
50026;Azeville;1_Tres_sous_dotee
50027;Bacilly;2_Sous_dotee
50028;La Baleine;1_Tres_sous_dotee
50029;Barenton;1_Tres_sous_dotee
50030;Barfleur;1_Tres_sous_dotee
50031;Barneville-Carteret;2_Sous_dotee
50032;La Barre-de-Semilly;1_Tres_sous_dotee
50033;Baubigny;2_Sous_dotee
50034;Baudre;1_Tres_sous_dotee
50036;Baupte;1_Tres_sous_dotee
50038;Beauchamps;2_Sous_dotee
50039;Beaucoudray;1_Tres_sous_dotee
50040;Beauficel;1_Tres_sous_dotee
50041;La Hague;1_Tres_sous_dotee
50042;Beauvoir;1_Tres_sous_dotee
50044;Belval;3_intermediaire
50045;Benoîtville;2_Sous_dotee
50046;Bérigny;1_Tres_sous_dotee
50048;Beslon;1_Tres_sous_dotee
50049;Besneville;1_Tres_sous_dotee
50050;Beuvrigny;1_Tres_sous_dotee
50052;Beuzeville-la-Bastille;1_Tres_sous_dotee
50054;Biéville;1_Tres_sous_dotee
50055;Biniville;1_Tres_sous_dotee
50058;Blainville-sur-Mer;2_Sous_dotee
50059;Blosville;1_Tres_sous_dotee
50060;La Bloutière;1_Tres_sous_dotee
50062;Boisyvon;1_Tres_sous_dotee
50064;La Bonneville;1_Tres_sous_dotee
50066;Jullouville;3_intermediaire
50069;Bourguenolles;1_Tres_sous_dotee
50070;Boutteville;1_Tres_sous_dotee
50072;Brainville;3_intermediaire
50074;Brécey;1_Tres_sous_dotee
50076;Bréhal;3_intermediaire
50077;Bretteville;3_intermediaire
50078;Bretteville-sur-Ay;1_Tres_sous_dotee
50079;Breuville;2_Sous_dotee
50081;Bréville-sur-Mer;3_intermediaire
50082;Bricquebec-en-Cotentin;1_Tres_sous_dotee
50083;Bricquebosq;2_Sous_dotee
50084;Bricqueville-la-Blouette;3_intermediaire
50085;Bricqueville-sur-Mer;3_intermediaire
50086;Brillevast;1_Tres_sous_dotee
50087;Brix;2_Sous_dotee
50088;Brouains;1_Tres_sous_dotee
50090;Buais-Les-Monts;1_Tres_sous_dotee
50092;Cambernon;3_intermediaire
50093;Cametours;1_Tres_sous_dotee
50094;Camprond;3_intermediaire
50095;Canisy;1_Tres_sous_dotee
50096;Canteloup;1_Tres_sous_dotee
50097;Canville-la-Rocque;1_Tres_sous_dotee
50098;Carantilly;1_Tres_sous_dotee
50099;Carentan-les-Marais;1_Tres_sous_dotee
50101;Carneville;1_Tres_sous_dotee
50102;Carolles;3_intermediaire
50105;Catteville;1_Tres_sous_dotee
50106;Cavigny;1_Tres_sous_dotee
50108;Céaux;2_Sous_dotee
50109;Cérences;3_intermediaire
50110;Cerisy-la-Forêt;1_Tres_sous_dotee
50111;Cerisy-la-Salle;3_intermediaire
50112;La Chaise-Baudouin;1_Tres_sous_dotee
50115;Le Grippon;2_Sous_dotee
50117;Champeaux;3_intermediaire
50118;Champrepus;1_Tres_sous_dotee
50120;Chanteloup;3_intermediaire
50121;La Chapelle-Cécelin;1_Tres_sous_dotee
50124;La Chapelle-Urée;1_Tres_sous_dotee
50126;Chavoy;2_Sous_dotee
50129;Cherbourg-en-Cotentin;3_intermediaire
50130;Chérencé-le-Héron;1_Tres_sous_dotee
50135;Clitourps;1_Tres_sous_dotee
50137;La Colombe;1_Tres_sous_dotee
50138;Colomby;1_Tres_sous_dotee
50139;Condé-sur-Vire;1_Tres_sous_dotee
50142;Vicq-sur-Mer;1_Tres_sous_dotee
50143;Coudeville-sur-Mer;3_intermediaire
50144;Coulouvray-Boisbenâtre;1_Tres_sous_dotee
50145;Courcy;3_intermediaire
50146;Courtils;2_Sous_dotee
50147;Coutances;3_intermediaire
50148;Couvains;1_Tres_sous_dotee
50149;Couville;3_intermediaire
50150;Crasville;1_Tres_sous_dotee
50151;Créances;1_Tres_sous_dotee
50152;Les Cresnays;1_Tres_sous_dotee
50155;Crollon;2_Sous_dotee
50156;Crosville-sur-Douve;1_Tres_sous_dotee
50158;Cuves;1_Tres_sous_dotee
50159;Dangy;1_Tres_sous_dotee
50161;Le Dézert;1_Tres_sous_dotee
50162;Digosville;3_intermediaire
50164;Domjean;1_Tres_sous_dotee
50165;Donville-les-Bains;3_intermediaire
50166;Doville;1_Tres_sous_dotee
50167;Dragey-Ronthon;2_Sous_dotee
50168;Ducey-Les Chéris;2_Sous_dotee
50169;Écausseville;1_Tres_sous_dotee
50172;Émondeville;1_Tres_sous_dotee
50174;Équilly;2_Sous_dotee
50175;Éroudeville;1_Tres_sous_dotee
50176;L'Étang-Bertrand;1_Tres_sous_dotee
50177;Étienville;1_Tres_sous_dotee
50178;Fermanville;1_Tres_sous_dotee
50181;Feugères;1_Tres_sous_dotee
50182;La Feuillie;1_Tres_sous_dotee
50183;Fierville-les-Mines;1_Tres_sous_dotee
50184;Flamanville;2_Sous_dotee
50185;Fleury;1_Tres_sous_dotee
50186;Flottemanville;1_Tres_sous_dotee
50188;Folligny;3_intermediaire
50190;Fontenay-sur-Mer;1_Tres_sous_dotee
50192;Fourneaux;1_Tres_sous_dotee
50193;Le Fresne-Poret;1_Tres_sous_dotee
50194;Fresville;1_Tres_sous_dotee
50195;Gathemo;1_Tres_sous_dotee
50196;Gatteville-le-Phare;1_Tres_sous_dotee
50197;Gavray-sur-Sienne;1_Tres_sous_dotee
50198;Geffosses;2_Sous_dotee
50199;Genêts;2_Sous_dotee
50200;Ger;1_Tres_sous_dotee
50205;La Godefroy;2_Sous_dotee
50207;Golleville;1_Tres_sous_dotee
50208;Gonfreville;1_Tres_sous_dotee
50209;Gonneville-Le Theil;2_Sous_dotee
50210;Gorges;1_Tres_sous_dotee
50214;Gouvets;1_Tres_sous_dotee
50215;Gouville-sur-Mer;2_Sous_dotee
50216;Graignes-Mesnil-Angot;1_Tres_sous_dotee
50217;Le Grand-Celland;1_Tres_sous_dotee
50218;Granville;3_intermediaire
50219;Gratot;3_intermediaire
50221;Grimesnil;1_Tres_sous_dotee
50222;Grosville;2_Sous_dotee
50225;Le Guislain;1_Tres_sous_dotee
50227;Le Ham;1_Tres_sous_dotee
50228;Hambye;1_Tres_sous_dotee
50229;Hamelin;1_Tres_sous_dotee
50230;Hardinvast;3_intermediaire
50231;Hauteville-sur-Mer;3_intermediaire
50232;Hauteville-la-Guichard;1_Tres_sous_dotee
50233;Hautteville-Bocage;1_Tres_sous_dotee
50234;La Haye-Bellefond;1_Tres_sous_dotee
50235;La Haye-d'Ectot;2_Sous_dotee
50236;La Haye;1_Tres_sous_dotee
50237;La Haye-Pesnel;2_Sous_dotee
50238;Héauville;2_Sous_dotee
50239;Thèreval;1_Tres_sous_dotee
50240;Helleville;2_Sous_dotee
50241;Hémevez;1_Tres_sous_dotee
50243;Heugueville-sur-Sienne;3_intermediaire
50246;Hiesville;1_Tres_sous_dotee
50247;Hocquigny;2_Sous_dotee
50251;Huberville;1_Tres_sous_dotee
50252;Hudimesnil;3_intermediaire
50253;Huisnes-sur-Mer;1_Tres_sous_dotee
50256;Isigny-le-Buat;1_Tres_sous_dotee
50258;Joganville;1_Tres_sous_dotee
50259;Juilley;2_Sous_dotee
50260;Juvigny les Vallées;1_Tres_sous_dotee
50261;Lamberville;1_Tres_sous_dotee
50262;La Lande-d'Airou;1_Tres_sous_dotee
50263;Lapenty;1_Tres_sous_dotee
50265;Laulne;1_Tres_sous_dotee
50266;Lengronne;1_Tres_sous_dotee
50267;Lessay;1_Tres_sous_dotee
50268;Lestre;1_Tres_sous_dotee
50269;Liesville-sur-Douve;1_Tres_sous_dotee
50270;Lieusaint;1_Tres_sous_dotee
50271;Lingeard;1_Tres_sous_dotee
50272;Tourneville-sur-Mer;3_intermediaire
50273;Montsenelle;1_Tres_sous_dotee
50274;Les Loges-Marchis;1_Tres_sous_dotee
50275;Les Loges-sur-Brécey;1_Tres_sous_dotee
50276;Lolif;2_Sous_dotee
50277;Longueville;3_intermediaire
50278;Le Loreur;3_intermediaire
50279;Le Lorey;1_Tres_sous_dotee
50281;La Lucerne-d'Outremer;2_Sous_dotee
50282;Le Luot;2_Sous_dotee
50283;La Luzerne;1_Tres_sous_dotee
50285;Magneville;1_Tres_sous_dotee
50288;Marcey-les-Grèves;2_Sous_dotee
50289;Marchésieux;1_Tres_sous_dotee
50290;Marcilly;2_Sous_dotee
50291;Margueray;1_Tres_sous_dotee
50292;Marigny-Le-Lozon;1_Tres_sous_dotee
50294;Martinvast;3_intermediaire
50295;Maupertuis;1_Tres_sous_dotee
50296;Maupertus-sur-Mer;2_Sous_dotee
50297;La Meauffe;1_Tres_sous_dotee
50298;Méautis;1_Tres_sous_dotee
50299;Le Mesnil;1_Tres_sous_dotee
50300;Le Mesnil-Adelée;1_Tres_sous_dotee
50302;Le Mesnil-Amey;1_Tres_sous_dotee
50304;Le Mesnil-Aubert;1_Tres_sous_dotee
50305;Le Mesnil-au-Val;3_intermediaire
50310;Le Mesnil-Eury;1_Tres_sous_dotee
50311;Le Mesnil-Garnier;1_Tres_sous_dotee
50312;Le Mesnil-Gilbert;1_Tres_sous_dotee
50315;Le Mesnillard;1_Tres_sous_dotee
50317;Le Mesnil-Ozenne;2_Sous_dotee
50321;Le Mesnil-Rouxelin;1_Tres_sous_dotee
50324;Le Mesnil-Véneron;1_Tres_sous_dotee
50326;Le Mesnil-Villeman;1_Tres_sous_dotee
50327;La Meurdraquière;3_intermediaire
50328;Millières;1_Tres_sous_dotee
50332;Les Moitiers-d'Allonne;2_Sous_dotee
50334;Montabot;1_Tres_sous_dotee
50335;Montaigu-la-Brisette;1_Tres_sous_dotee
50336;Montaigu-les-Bois;1_Tres_sous_dotee
50338;Montbray;1_Tres_sous_dotee
50340;Montcuit;3_intermediaire
50341;Montebourg;1_Tres_sous_dotee
50342;Montfarville;1_Tres_sous_dotee
50345;Monthuchon;3_intermediaire
50347;Montjoie-Saint-Martin;1_Tres_sous_dotee
50349;Montmartin-sur-Mer;3_intermediaire
50350;Montpinchon;3_intermediaire
50351;Montrabot;1_Tres_sous_dotee
50352;Montreuil-sur-Lozon;1_Tres_sous_dotee
50353;Le Mont-Saint-Michel;1_Tres_sous_dotee
50356;Moon-sur-Elle;1_Tres_sous_dotee
50357;Morigny;1_Tres_sous_dotee
50359;Mortain-Bocage;1_Tres_sous_dotee
50360;Morville;1_Tres_sous_dotee
50361;La Mouche;2_Sous_dotee
50362;Moulines;1_Tres_sous_dotee
50363;Moyon Villages;1_Tres_sous_dotee
50364;Muneville-le-Bingard;1_Tres_sous_dotee
50365;Muneville-sur-Mer;3_intermediaire
50368;Nay;1_Tres_sous_dotee
50369;Négreville;1_Tres_sous_dotee
50370;Néhou;1_Tres_sous_dotee
50371;Le Neufbourg;1_Tres_sous_dotee
50372;Neufmesnil;1_Tres_sous_dotee
50373;Neuville-au-Plain;1_Tres_sous_dotee
50374;Neuville-en-Beaumont;1_Tres_sous_dotee
50376;Nicorps;3_intermediaire
50378;Notre-Dame-de-Cenilly;3_intermediaire
50379;Notre-Dame-de-Livoye;1_Tres_sous_dotee
50382;Nouainville;3_intermediaire
50384;Octeville-l'Avenel;1_Tres_sous_dotee
50387;Orglandes;1_Tres_sous_dotee
50388;Orval sur Sienne;3_intermediaire
50389;Ouville;3_intermediaire
50390;Ozeville;1_Tres_sous_dotee
50391;Grandparigny;1_Tres_sous_dotee
50393;Percy-en-Normandie;1_Tres_sous_dotee
50394;Périers;1_Tres_sous_dotee
50395;La Pernelle;1_Tres_sous_dotee
50397;Perriers-en-Beauficel;1_Tres_sous_dotee
50398;Le Perron;1_Tres_sous_dotee
50399;Le Petit-Celland;1_Tres_sous_dotee
50400;Picauville;1_Tres_sous_dotee
50401;Pierreville;2_Sous_dotee
50402;Les Pieux;2_Sous_dotee
50403;Pirou;1_Tres_sous_dotee
50405;Le Plessis-Lastelle;1_Tres_sous_dotee
50407;Poilley;2_Sous_dotee
50408;Pontaubault;2_Sous_dotee
50409;Pont-Hébert;1_Tres_sous_dotee
50410;Pontorson;1_Tres_sous_dotee
50411;Ponts;2_Sous_dotee
50412;Port-Bail-sur-Mer;1_Tres_sous_dotee
50413;Précey;2_Sous_dotee
50417;Quettehou;1_Tres_sous_dotee
50419;Quettreville-sur-Sienne;3_intermediaire
50420;Quibou;1_Tres_sous_dotee
50421;Quinéville;1_Tres_sous_dotee
50422;Raids;1_Tres_sous_dotee
50423;Rampan;1_Tres_sous_dotee
50425;Rauville-la-Bigot;1_Tres_sous_dotee
50426;Rauville-la-Place;1_Tres_sous_dotee
50428;Reffuveille;1_Tres_sous_dotee
50429;Regnéville-sur-Mer;3_intermediaire
50430;Reigneville-Bocage;1_Tres_sous_dotee
50431;Remilly Les Marais;1_Tres_sous_dotee
50433;Réville;1_Tres_sous_dotee
50435;Rocheville;1_Tres_sous_dotee
50436;Romagny Fontenay;1_Tres_sous_dotee
50437;Roncey;3_intermediaire
50442;Le Rozel;2_Sous_dotee
50443;Sacey;2_Sous_dotee
50444;Saint-Amand-Villages;1_Tres_sous_dotee
50445;Saint-André-de-Bohon;1_Tres_sous_dotee
50446;Saint-André-de-l'Épine;1_Tres_sous_dotee
50447;Saint-Aubin-des-Préaux;3_intermediaire
50448;Saint-Aubin-de-Terregatte;2_Sous_dotee
50450;Saint-Barthélemy;1_Tres_sous_dotee
50451;Saint-Brice;2_Sous_dotee
50452;Saint-Brice-de-Landelles;1_Tres_sous_dotee
50453;Sainte-Cécile;1_Tres_sous_dotee
50454;Saint-Christophe-du-Foc;1_Tres_sous_dotee
50455;Saint-Clair-sur-l'Elle;1_Tres_sous_dotee
50456;Saint-Clément-Rancoudray;1_Tres_sous_dotee
50457;Sainte-Colombe;1_Tres_sous_dotee
50461;Saint-Cyr;1_Tres_sous_dotee
50462;Saint-Cyr-du-Bailleul;1_Tres_sous_dotee
50463;Saint-Denis-le-Gast;1_Tres_sous_dotee
50464;Saint-Denis-le-Vêtu;3_intermediaire
50467;Saint-Floxel;1_Tres_sous_dotee
50468;Saint-Fromond;1_Tres_sous_dotee
50469;Sainte-Geneviève;1_Tres_sous_dotee
50471;Saint-Georges-de-la-Rivière;2_Sous_dotee
50472;Saint-Georges-de-Livoye;1_Tres_sous_dotee
50473;Saint-Georges-d'Elle;1_Tres_sous_dotee
50474;Saint-Georges-de-Rouelley;1_Tres_sous_dotee
50475;Saint-Georges-Montcocq;1_Tres_sous_dotee
50476;Saint-Germain-d'Elle;1_Tres_sous_dotee
50478;Saint-Germain-de-Tournebut;1_Tres_sous_dotee
50479;Saint-Germain-de-Varreville;1_Tres_sous_dotee
50480;Saint-Germain-le-Gaillard;2_Sous_dotee
50481;Saint-Germain-sur-Ay;1_Tres_sous_dotee
50482;Saint-Germain-sur-Sèves;1_Tres_sous_dotee
50483;Saint-Gilles;1_Tres_sous_dotee
50484;Saint-Hilaire-du-Harcouët;1_Tres_sous_dotee
50486;Saint-Jacques-de-Néhou;1_Tres_sous_dotee
50487;Saint-James;1_Tres_sous_dotee
50488;Saint-Jean-de-Daye;1_Tres_sous_dotee
50489;Saint-Jean-de-la-Haize;2_Sous_dotee
50490;Saint-Jean-de-la-Rivière;2_Sous_dotee
50491;Saint-Jean-de-Savigny;1_Tres_sous_dotee
50492;Saint-Jean-d'Elle;1_Tres_sous_dotee
50493;Saint-Jean-des-Champs;3_intermediaire
50495;Saint-Jean-du-Corail-des-Bois;1_Tres_sous_dotee
50496;Saint-Jean-le-Thomas;2_Sous_dotee
50498;Saint-Joseph;1_Tres_sous_dotee
50499;Saint-Laurent-de-Cuves;1_Tres_sous_dotee
50500;Saint-Laurent-de-Terregatte;2_Sous_dotee
50502;Saint-Lô;1_Tres_sous_dotee
50504;Saint-Louet-sur-Vire;1_Tres_sous_dotee
50505;Saint-Loup;2_Sous_dotee
50506;Saint-Malo-de-la-Lande;2_Sous_dotee
50507;Saint-Marcouf;1_Tres_sous_dotee
50509;Sainte-Marie-du-Mont;1_Tres_sous_dotee
50510;Saint-Martin-d'Aubigny;1_Tres_sous_dotee
50511;Saint-Martin-d'Audouville;1_Tres_sous_dotee
50512;Saint-Martin-de-Bonfossé;1_Tres_sous_dotee
50513;Saint-Martin-de-Cenilly;3_intermediaire
50514;Chaulieu;1_Tres_sous_dotee
50517;Saint-Martin-de-Varreville;1_Tres_sous_dotee
50518;Saint-Martin-le-Bouillant;1_Tres_sous_dotee
50519;Saint-Martin-le-Gréard;3_intermediaire
50521;Saint-Maur-des-Bois;1_Tres_sous_dotee
50522;Saint-Maurice-en-Cotentin;2_Sous_dotee
50523;Sainte-Mère-Église;1_Tres_sous_dotee
50525;Saint-Michel-de-Montjoie;1_Tres_sous_dotee
50528;Saint-Nicolas-de-Pierrepont;1_Tres_sous_dotee
50529;Saint-Nicolas-des-Bois;1_Tres_sous_dotee
50531;Saint-Ovin;2_Sous_dotee
50532;Saint-Pair-sur-Mer;3_intermediaire
50533;Saint-Patrice-de-Claids;1_Tres_sous_dotee
50535;Le Parc;2_Sous_dotee
50536;Saint-Pierre-d'Arthéglise;2_Sous_dotee
50537;Saint-Pierre-de-Coutances;3_intermediaire
50538;Saint-Pierre-de-Semilly;1_Tres_sous_dotee
50539;Saint-Pierre-Église;1_Tres_sous_dotee
50540;Saint-Pierre-Langers;3_intermediaire
50541;Saint-Planchers;3_intermediaire
50542;Saint-Pois;1_Tres_sous_dotee
50543;Saint-Quentin-sur-le-Homme;2_Sous_dotee
50546;Bourgvallées;1_Tres_sous_dotee
50548;Saint-Sauveur-de-Pierrepont;1_Tres_sous_dotee
50549;Saint-Sauveur-la-Pommeraye;3_intermediaire
50550;Saint-Sauveur-Villages;1_Tres_sous_dotee
50551;Saint-Sauveur-le-Vicomte;1_Tres_sous_dotee
50552;Saint-Sébastien-de-Raids;1_Tres_sous_dotee
50553;Saint-Senier-de-Beuvron;1_Tres_sous_dotee
50554;Saint-Senier-sous-Avranches;2_Sous_dotee
50556;Sainte-Suzanne-sur-Vire;1_Tres_sous_dotee
50562;Saint-Vaast-la-Hougue;1_Tres_sous_dotee
50563;Saint-Vigor-des-Monts;1_Tres_sous_dotee
50564;Terre-et-Marais;1_Tres_sous_dotee
50565;Sartilly-Baie-Bocage;2_Sous_dotee
50567;Saussemesnil;1_Tres_sous_dotee
50568;Saussey;3_intermediaire
50569;Savigny;3_intermediaire
50570;Savigny-le-Vieux;1_Tres_sous_dotee
50571;Sébeville;1_Tres_sous_dotee
50572;Sénoville;2_Sous_dotee
50574;Servon;1_Tres_sous_dotee
50575;Sideville;3_intermediaire
50576;Siouville-Hague;2_Sous_dotee
50577;Sortosville-en-Beaumont;2_Sous_dotee
50578;Sortosville;1_Tres_sous_dotee
50579;Sottevast;1_Tres_sous_dotee
50580;Sotteville;2_Sous_dotee
50582;Sourdeval;1_Tres_sous_dotee
50584;Subligny;2_Sous_dotee
50585;Surtainville;2_Sous_dotee
50587;Taillepied;1_Tres_sous_dotee
50588;Tamerville;1_Tres_sous_dotee
50589;Tanis;1_Tres_sous_dotee
50590;Le Tanu;2_Sous_dotee
50591;Le Teilleul;1_Tres_sous_dotee
50592;Tessy-Bocage;1_Tres_sous_dotee
50593;Teurthéville-Bocage;1_Tres_sous_dotee
50594;Teurthéville-Hague;3_intermediaire
50596;Théville;1_Tres_sous_dotee
50597;Tirepied-sur-Sée;2_Sous_dotee
50598;Tocqueville;1_Tres_sous_dotee
50599;Tollevast;3_intermediaire
50601;Torigny-les-Villes;1_Tres_sous_dotee
50603;Tourville-sur-Sienne;2_Sous_dotee
50604;Tréauville;2_Sous_dotee
50606;Tribehou;1_Tres_sous_dotee
50607;La Trinité;1_Tres_sous_dotee
50609;Turqueville;1_Tres_sous_dotee
50610;Urville;1_Tres_sous_dotee
50612;Vains;2_Sous_dotee
50613;Valcanville;1_Tres_sous_dotee
50615;Valognes;1_Tres_sous_dotee
50616;Le Val-Saint-Père;2_Sous_dotee
50617;Varenguebec;1_Tres_sous_dotee
50618;Varouville;1_Tres_sous_dotee
50619;Le Vast;1_Tres_sous_dotee
50621;Vaudreville;1_Tres_sous_dotee
50624;La Vendelée;3_intermediaire
50626;Ver;1_Tres_sous_dotee
50628;Vernix;1_Tres_sous_dotee
50629;Vesly;1_Tres_sous_dotee
50633;Le Vicel;1_Tres_sous_dotee
50634;Videcosville;1_Tres_sous_dotee
50637;Villebaudon;1_Tres_sous_dotee
50639;Villedieu-les-Poêles-Rouffigny;1_Tres_sous_dotee
50641;Villiers-Fossard;1_Tres_sous_dotee
50643;Virandeville;3_intermediaire
50647;Yquelon;3_intermediaire
50648;Yvetot-Bocage;1_Tres_sous_dotee
51001;Ablancourt;1_Tres_sous_dotee
51002;Saint-Martin-d'Ablois;3_intermediaire
51003;Aigny;3_intermediaire
51004;Allemanche-Launay-et-Soyer;1_Tres_sous_dotee
51005;Allemant;1_Tres_sous_dotee
51006;Alliancelles;3_intermediaire
51007;Ambonnay;3_intermediaire
51008;Ambrières;1_Tres_sous_dotee
51009;Anglure;1_Tres_sous_dotee
51010;Angluzelles-et-Courcelles;1_Tres_sous_dotee
51012;Anthenay;1_Tres_sous_dotee
51013;Aougny;1_Tres_sous_dotee
51014;Arcis-le-Ponsart;3_intermediaire
51015;Argers;1_Tres_sous_dotee
51016;Arrigny;1_Tres_sous_dotee
