CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage kinés
08397;Saint-Remy-le-Petit;3_intermediaire
08398;Sainte-Vaubourg;1_Tres_sous_dotee
08399;Sapogne-sur-Marche;3_intermediaire
08400;Sapogne-et-Feuchères;3_intermediaire
08401;Saulces-Champenoises;3_intermediaire
08402;Saulces-Monclin;3_intermediaire
08403;Sault-lès-Rethel;3_intermediaire
08404;Sault-Saint-Remy;3_intermediaire
08405;Sauville;1_Tres_sous_dotee
08406;Savigny-sur-Aisne;1_Tres_sous_dotee
08407;Séchault;1_Tres_sous_dotee
08408;Sécheval;3_intermediaire
08409;Sedan;3_intermediaire
08410;Semide;1_Tres_sous_dotee
08411;Semuy;1_Tres_sous_dotee
08412;Senuc;1_Tres_sous_dotee
08413;Seraincourt;3_intermediaire
08415;Sery;3_intermediaire
08416;Seuil;3_intermediaire
08417;Sévigny-la-Forêt;3_intermediaire
08418;Sévigny-Waleppe;1_Tres_sous_dotee
08419;Signy-l'Abbaye;1_Tres_sous_dotee
08420;Signy-le-Petit;2_Sous_dotee
08421;Signy-Montlibert;3_intermediaire
08422;Singly;3_intermediaire
08424;Sommauthe;3_intermediaire
08425;Sommerance;1_Tres_sous_dotee
08426;Son;3_intermediaire
08427;Sorbon;3_intermediaire
08428;Sorcy-Bauthémont;3_intermediaire
08429;Sormonne;3_intermediaire
08430;Stonne;3_intermediaire
08431;Sugny;1_Tres_sous_dotee
08432;Sury;3_intermediaire
08433;Suzanne;1_Tres_sous_dotee
08434;Sy;1_Tres_sous_dotee
08435;Tagnon;3_intermediaire
08436;Taillette;3_intermediaire
08437;Tailly;3_intermediaire
08438;Taizy;3_intermediaire
08439;Tannay;1_Tres_sous_dotee
08440;Tarzy;2_Sous_dotee
08444;Tétaigne;3_intermediaire
08445;Thelonne;3_intermediaire
08446;Thénorgues;3_intermediaire
08448;Thilay;2_Sous_dotee
08449;Thin-le-Moutier;1_Tres_sous_dotee
08450;This;3_intermediaire
08451;Le Thour;3_intermediaire
08452;Thugny-Trugny;3_intermediaire
08453;Toges;1_Tres_sous_dotee
08454;Touligny;3_intermediaire
08455;Tourcelles-Chaumont;1_Tres_sous_dotee
08456;Tournavaux;2_Sous_dotee
08457;Tournes;3_intermediaire
08458;Tourteron;1_Tres_sous_dotee
08459;Tremblois-lès-Carignan;3_intermediaire
08460;Tremblois-lès-Rocroi;3_intermediaire
08461;Vandy;1_Tres_sous_dotee
08462;Vaux-Champagne;1_Tres_sous_dotee
08463;Vaux-en-Dieulet;3_intermediaire
08464;Vaux-lès-Mouron;1_Tres_sous_dotee
08465;Vaux-lès-Rubigny;2_Sous_dotee
08466;Vaux-lès-Mouzon;3_intermediaire
08467;Vaux-Montreuil;3_intermediaire
08468;Vaux-Villaine;1_Tres_sous_dotee
08469;Vendresse;3_intermediaire
08470;Verpel;3_intermediaire
08471;Verrières;1_Tres_sous_dotee
08472;Viel-Saint-Remy;3_intermediaire
08473;Vieux-lès-Asfeld;3_intermediaire
08476;Villers-devant-le-Thour;3_intermediaire
08477;Villers-devant-Mouzon;3_intermediaire
08478;Villers-le-Tilleul;3_intermediaire
08479;Villers-le-Tourneur;1_Tres_sous_dotee
08480;Villers-Semeuse;3_intermediaire
08481;Villers-sur-Bar;3_intermediaire
08482;Villers-sur-le-Mont;3_intermediaire
08483;Ville-sur-Lumes;3_intermediaire
08484;Ville-sur-Retourne;3_intermediaire
08485;Villy;3_intermediaire
08486;Vireux-Molhain;5b_Non_prioritaire
08487;Vireux-Wallerand;5b_Non_prioritaire
08488;Vivier-au-Court;3_intermediaire
08489;Voncq;1_Tres_sous_dotee
08490;Vouziers;1_Tres_sous_dotee
08491;Vrigne aux Bois;3_intermediaire
08492;Vrigne-Meuse;3_intermediaire
08494;Wadelincourt;3_intermediaire
08496;Wagnon;3_intermediaire
08497;Warcq;3_intermediaire
08498;Warnécourt;3_intermediaire
08499;Wasigny;3_intermediaire
08500;Wignicourt;1_Tres_sous_dotee
08501;Williers;3_intermediaire
08502;Yoncq;3_intermediaire
08503;Yvernaumont;3_intermediaire
09001;Aigues-Juntes;3_intermediaire
09002;Aigues-Vives;3_intermediaire
09003;L'Aiguillon;3_intermediaire
09004;Albiès;3_intermediaire
09005;Aleu;3_intermediaire
09006;Alliat;3_intermediaire
09007;Allières;3_intermediaire
09008;Alos;3_intermediaire
09009;Alzen;3_intermediaire
09011;Antras;3_intermediaire
09012;Appy;3_intermediaire
09013;Arabaux;3_intermediaire
09014;Argein;3_intermediaire
09015;Arignac;3_intermediaire
09016;Arnave;3_intermediaire
09017;Arrien-en-Bethmale;3_intermediaire
09018;Arrout;3_intermediaire
09019;Artigat;5b_Non_prioritaire
09020;Artigues;5b_Non_prioritaire
09021;Artix;5b_Non_prioritaire
09022;Arvigna;5b_Non_prioritaire
09023;Ascou;3_intermediaire
09024;Aston;3_intermediaire
09025;Aucazein;3_intermediaire
09026;Audressein;3_intermediaire
09027;Augirein;3_intermediaire
09029;Aulus-les-Bains;3_intermediaire
09030;Auzat;3_intermediaire
09031;Axiat;3_intermediaire
09032;Ax-les-Thermes;3_intermediaire
09033;Bagert;3_intermediaire
09034;Balacet;3_intermediaire
09035;Balaguères;3_intermediaire
09037;Barjac;3_intermediaire
09038;La Bastide-de-Besplas;3_intermediaire
09039;La Bastide-de-Bousignac;3_intermediaire
09040;La Bastide-de-Lordat;5b_Non_prioritaire
09041;La Bastide-du-Salat;3_intermediaire
09042;La Bastide-de-Sérou;3_intermediaire
09043;La Bastide-sur-l'Hers;3_intermediaire
09044;Baulou;3_intermediaire
09045;Bédeilhac-et-Aynat;3_intermediaire
09046;Bédeille;3_intermediaire
09047;Bélesta;3_intermediaire
09048;Belloc;3_intermediaire
09049;Bénac;3_intermediaire
09050;Benagues;5b_Non_prioritaire
09051;Bénaix;3_intermediaire
09052;Besset;3_intermediaire
09053;Bestiac;3_intermediaire
09054;Betchat;3_intermediaire
09055;Bethmale;3_intermediaire
09056;Bézac;5b_Non_prioritaire
09057;Biert;3_intermediaire
09058;Bompas;3_intermediaire
09059;Bonac-Irazein;3_intermediaire
09060;Bonnac;5b_Non_prioritaire
09061;Les Bordes-sur-Arize;3_intermediaire
09062;Bordes-Uchentein;3_intermediaire
09063;Le Bosc;3_intermediaire
09064;Bouan;3_intermediaire
09065;Boussenac;3_intermediaire
09066;Brassac;3_intermediaire
09067;Brie;3_intermediaire
09068;Burret;3_intermediaire
09069;Buzan;3_intermediaire
09070;Les Cabannes;3_intermediaire
09071;Cadarcet;3_intermediaire
09072;Calzan;5b_Non_prioritaire
09073;Camarade;3_intermediaire
09074;Camon;3_intermediaire
09075;Campagne-sur-Arize;3_intermediaire
09076;Canté;3_intermediaire
09077;Capoulet-et-Junac;3_intermediaire
09078;Carcanières;5b_Non_prioritaire
09079;Carla-Bayle;3_intermediaire
09080;Carla-de-Roquefort;3_intermediaire
09081;Le Carlaret;5b_Non_prioritaire
09082;Castelnau-Durban;3_intermediaire
09083;Castéras;5b_Non_prioritaire
09084;Castex;3_intermediaire
09085;Castillon-en-Couserans;3_intermediaire
09086;Caumont;3_intermediaire
09087;Caussou;3_intermediaire
09088;Caychax;3_intermediaire
09089;Cazals-des-Baylès;3_intermediaire
09090;Cazaux;5b_Non_prioritaire
09091;Cazavet;3_intermediaire
09092;Cazenave-Serres-et-Allens;3_intermediaire
09093;Celles;3_intermediaire
09094;Cérizols;3_intermediaire
09095;Cescau;3_intermediaire
09096;Château-Verdun;3_intermediaire
09097;Clermont;3_intermediaire
09098;Contrazy;3_intermediaire
09099;Cos;3_intermediaire
09100;Couflens;3_intermediaire
09101;Coussa;5b_Non_prioritaire
09102;Coutens;3_intermediaire
09103;Crampagna;5b_Non_prioritaire
09104;Dalou;5b_Non_prioritaire
09105;Daumazan-sur-Arize;3_intermediaire
09106;Dreuilhe;3_intermediaire
09107;Dun;3_intermediaire
09108;Durban-sur-Arize;3_intermediaire
09109;Durfort;3_intermediaire
09110;Encourtiech;3_intermediaire
09111;Engomer;3_intermediaire
09113;Ercé;3_intermediaire
09114;Erp;3_intermediaire
09115;Esclagne;3_intermediaire
09116;Escosse;5b_Non_prioritaire
09117;Esplas;3_intermediaire
09118;Esplas-de-Sérou;3_intermediaire
09119;Eycheil;3_intermediaire
09120;Fabas;3_intermediaire
09121;Ferrières-sur-Ariège;3_intermediaire
09122;Foix;3_intermediaire
09123;Fornex;3_intermediaire
09124;Le Fossat;3_intermediaire
09125;Fougax-et-Barrineuf;3_intermediaire
09126;Freychenet;3_intermediaire
09127;Gabre;3_intermediaire
09128;Gajan;3_intermediaire
09129;Galey;3_intermediaire
09130;Ganac;3_intermediaire
09131;Garanou;3_intermediaire
09132;Gaudiès;3_intermediaire
09133;Génat;3_intermediaire
09134;Gestiès;3_intermediaire
09136;Gourbit;3_intermediaire
09137;Gudas;5b_Non_prioritaire
09138;L'Herm;3_intermediaire
09139;L'Hospitalet-près-l'Andorre;3_intermediaire
09140;Ignaux;3_intermediaire
09141;Illartein;3_intermediaire
09142;Ilhat;3_intermediaire
09143;Illier-et-Laramade;3_intermediaire
09145;Les Issards;5b_Non_prioritaire
09146;Justiniac;3_intermediaire
09147;Labatut;3_intermediaire
09148;Lacave;3_intermediaire
09149;Lacourt;3_intermediaire
09150;Lagarde;3_intermediaire
09151;Lanoux;5b_Non_prioritaire
09152;Lapège;3_intermediaire
09153;Lapenne;5b_Non_prioritaire
09154;Larbont;3_intermediaire
09155;Larcat;3_intermediaire
09156;Larnat;3_intermediaire
09157;Laroque-d'Olmes;3_intermediaire
09158;Lasserre;3_intermediaire
09159;Lassur;3_intermediaire
09160;Lavelanet;3_intermediaire
09161;Léran;3_intermediaire
09162;Lercoul;3_intermediaire
09163;Lescousse;5b_Non_prioritaire
09164;Lescure;3_intermediaire
09165;Lesparrou;3_intermediaire
09166;Leychert;3_intermediaire
09167;Lézat-sur-Lèze;3_intermediaire
09168;Lieurac;3_intermediaire
09169;Limbrassac;3_intermediaire
09170;Lissac;3_intermediaire
09171;Lordat;3_intermediaire
09172;Loubaut;3_intermediaire
09173;Loubens;5b_Non_prioritaire
09174;Loubières;5b_Non_prioritaire
09175;Ludiès;5b_Non_prioritaire
09176;Luzenac;3_intermediaire
09177;Madière;5b_Non_prioritaire
09178;Malegoude;3_intermediaire
09179;Malléon;5b_Non_prioritaire
09180;Manses;3_intermediaire
09181;Le Mas-d'Azil;3_intermediaire
09182;Massat;3_intermediaire
09183;Mauvezin-de-Prat;3_intermediaire
09184;Mauvezin-de-Sainte-Croix;3_intermediaire
09185;Mazères;3_intermediaire
09186;Méras;3_intermediaire
09187;Mercenac;3_intermediaire
09188;Mercus-Garrabet;3_intermediaire
09189;Mérens-les-Vals;3_intermediaire
09190;Mérigon;3_intermediaire
09192;Miglos;3_intermediaire
09193;Mijanès;3_intermediaire
09194;Mirepoix;3_intermediaire
09195;Monesple;5b_Non_prioritaire
09196;Montagagne;3_intermediaire
09197;Montaillou;3_intermediaire
09198;Montardit;3_intermediaire
09199;Montaut;5b_Non_prioritaire
09200;Montbel;3_intermediaire
09201;Montégut-en-Couserans;3_intermediaire
09202;Montégut-Plantaurel;5b_Non_prioritaire
09203;Montels;3_intermediaire
09204;Montesquieu-Avantès;3_intermediaire
09205;Montfa;3_intermediaire
09206;Montferrier;3_intermediaire
09207;Montgailhard;3_intermediaire
09208;Montgauch;3_intermediaire
09209;Montjoie-en-Couserans;3_intermediaire
09210;Montoulieu;3_intermediaire
09211;Montségur;3_intermediaire
09212;Montseron;3_intermediaire
09213;Moulin-Neuf;3_intermediaire
09214;Moulis;3_intermediaire
09215;Nalzen;3_intermediaire
09216;Nescus;3_intermediaire
09217;Niaux;3_intermediaire
09218;Orgeix;3_intermediaire
09219;Orgibet;3_intermediaire
09220;Orlu;3_intermediaire
09221;Ornolac-Ussat-les-Bains;3_intermediaire
09222;Orus;3_intermediaire
09223;Oust;3_intermediaire
09224;Pailhès;5b_Non_prioritaire
09225;Pamiers;5b_Non_prioritaire
09226;Pech;3_intermediaire
09227;Péreille;3_intermediaire
09228;Perles-et-Castelet;3_intermediaire
09229;Le Peyrat;3_intermediaire
09230;Le Pla;5b_Non_prioritaire
09231;Le Port;3_intermediaire
09232;Prades;3_intermediaire
09233;Pradettes;3_intermediaire
09234;Pradières;3_intermediaire
09235;Prat-Bonrepaux;3_intermediaire
09236;Prayols;3_intermediaire
09237;Le Puch;5b_Non_prioritaire
09238;Les Pujols;5b_Non_prioritaire
09239;Quérigut;5b_Non_prioritaire
09240;Quié;3_intermediaire
09241;Rabat-les-Trois-Seigneurs;3_intermediaire
09242;Raissac;3_intermediaire
09243;Régat;3_intermediaire
09244;Rieucros;5b_Non_prioritaire
09245;Rieux-de-Pelleport;5b_Non_prioritaire
09246;Rimont;3_intermediaire
09247;Rivèrenert;3_intermediaire
09249;Roquefixade;3_intermediaire
09250;Roquefort-les-Cascades;3_intermediaire
09251;Roumengoux;3_intermediaire
09252;Rouze;3_intermediaire
09253;Sabarat;3_intermediaire
09254;Saint-Amadou;5b_Non_prioritaire
09256;Saint-Bauzeil;5b_Non_prioritaire
09257;Sainte-Croix-Volvestre;3_intermediaire
09258;Saint-Félix-de-Rieutord;5b_Non_prioritaire
09259;Saint-Félix-de-Tournegat;5b_Non_prioritaire
09260;Sainte-Foi;3_intermediaire
09261;Saint-Girons;3_intermediaire
09262;Saint-Jean-d'Aigues-Vives;3_intermediaire
09263;Saint-Jean-du-Castillonnais;3_intermediaire
09264;Saint-Jean-de-Verges;5b_Non_prioritaire
09265;Saint-Jean-du-Falga;5b_Non_prioritaire
09266;Saint-Julien-de-Gras-Capou;3_intermediaire
09267;Saint-Lary;3_intermediaire
09268;Saint-Lizier;3_intermediaire
09269;Saint-Martin-de-Caralp;3_intermediaire
09270;Saint-Martin-d'Oydes;5b_Non_prioritaire
09271;Saint-Michel;5b_Non_prioritaire
09272;Saint-Paul-de-Jarrat;3_intermediaire
09273;Saint-Pierre-de-Rivière;3_intermediaire
09274;Saint-Quentin-la-Tour;3_intermediaire
09275;Saint-Quirc;3_intermediaire
09276;Saint-Victor-Rouzaud;5b_Non_prioritaire
09277;Saint-Ybars;3_intermediaire
09279;Salsein;3_intermediaire
09280;Saurat;3_intermediaire
09281;Sautel;3_intermediaire
09282;Saverdun;3_intermediaire
09283;Savignac-les-Ormeaux;3_intermediaire
09284;Ségura;5b_Non_prioritaire
09285;Seix;3_intermediaire
09287;Senconac;3_intermediaire
09289;Lorp-Sentaraille;3_intermediaire
09290;Sentein;3_intermediaire
09291;Sentenac-d'Oust;3_intermediaire
09292;Sentenac-de-Sérou;3_intermediaire
09293;Serres-sur-Arget;3_intermediaire
09294;Sieuras;3_intermediaire
09295;Siguer;3_intermediaire
09296;Aulos-Sinsat;3_intermediaire
09297;Sor;3_intermediaire
09298;Sorgeat;3_intermediaire
09299;Soueix-Rogalle;3_intermediaire
09300;Soula;3_intermediaire
09301;Soulan;3_intermediaire
09303;Surba;3_intermediaire
09304;Suzan;3_intermediaire
09305;Tabre;3_intermediaire
09306;Tarascon-sur-Ariège;3_intermediaire
09307;Taurignan-Castet;3_intermediaire
09308;Taurignan-Vieux;3_intermediaire
09309;Teilhet;3_intermediaire
09310;Thouars-sur-Arize;3_intermediaire
09311;Tignac;3_intermediaire
09312;La Tour-du-Crieu;5b_Non_prioritaire
09313;Tourtouse;3_intermediaire
09314;Tourtrol;3_intermediaire
09315;Trémoulet;5b_Non_prioritaire
09316;Troye-d'Ariège;3_intermediaire
09318;Unac;3_intermediaire
09319;Unzent;5b_Non_prioritaire
09320;Urs;3_intermediaire
09321;Ussat;3_intermediaire
09322;Ustou;3_intermediaire
09323;Vals;5b_Non_prioritaire
09324;Varilhes;5b_Non_prioritaire
09325;Vaychis;3_intermediaire
09326;Vèbre;3_intermediaire
09327;Ventenac;5b_Non_prioritaire
09328;Verdun;3_intermediaire
09329;Vernajoul;3_intermediaire
09330;Vernaux;3_intermediaire
09331;Le Vernet;5b_Non_prioritaire
09332;Verniolle;5b_Non_prioritaire
09334;Val-de-Sos;3_intermediaire
09335;Villeneuve;3_intermediaire
09336;Villeneuve-d'Olmes;3_intermediaire
09338;Villeneuve-du-Latou;3_intermediaire
09339;Villeneuve-du-Paréage;5b_Non_prioritaire
09340;Vira;5b_Non_prioritaire
09341;Viviès;3_intermediaire
09342;Sainte-Suzanne;3_intermediaire
10002;Ailleville;2_Sous_dotee
10003;Aix-Villemaur-Pâlis;3_intermediaire
10004;Allibaudières;2_Sous_dotee
10005;Amance;2_Sous_dotee
10006;Arcis-sur-Aube;2_Sous_dotee
10007;Arconville;2_Sous_dotee
10008;Argançon;2_Sous_dotee
10009;Arrelles;3_intermediaire
10010;Arrembécourt;1_Tres_sous_dotee
10011;Arrentières;2_Sous_dotee
10012;Arsonval;2_Sous_dotee
10013;Assenay;2_Sous_dotee
10014;Assencières;1_Tres_sous_dotee
10015;Aubeterre;1_Tres_sous_dotee
10017;Aulnay;2_Sous_dotee
10018;Auxon;2_Sous_dotee
10019;Val-d'Auzon;1_Tres_sous_dotee
10020;Avant-lès-Marcilly;1_Tres_sous_dotee
10021;Avant-lès-Ramerupt;2_Sous_dotee
10022;Avirey-Lingey;3_intermediaire
10023;Avon-la-Pèze;1_Tres_sous_dotee
10024;Avreuil;2_Sous_dotee
10025;Bagneux-la-Fosse;3_intermediaire
10026;Bailly-le-Franc;3_intermediaire
10027;Balignicourt;2_Sous_dotee
10028;Balnot-la-Grange;3_intermediaire
10029;Balnot-sur-Laignes;3_intermediaire
10030;Barberey-Saint-Sulpice;2_Sous_dotee
10031;Barbuise;1_Tres_sous_dotee
10032;Baroville;2_Sous_dotee
10033;Bar-sur-Aube;2_Sous_dotee
10034;Bar-sur-Seine;3_intermediaire
10035;Bayel;2_Sous_dotee
10037;Bercenay-en-Othe;1_Tres_sous_dotee
10038;Bercenay-le-Hayer;1_Tres_sous_dotee
10039;Bergères;2_Sous_dotee
10040;Bernon;2_Sous_dotee
10041;Bertignolles;3_intermediaire
10042;Bérulle;3_intermediaire
10043;Bessy;2_Sous_dotee
10044;Bétignicourt;2_Sous_dotee
10045;Beurey;3_intermediaire
10046;Blaincourt-sur-Aube;2_Sous_dotee
10047;Blignicourt;2_Sous_dotee
10048;Bligny;2_Sous_dotee
10049;Les Bordes-Aumont;2_Sous_dotee
10050;Bossancourt;2_Sous_dotee
10051;Bouilly;2_Sous_dotee
10052;Boulages;1_Tres_sous_dotee
10053;Bouranton;3_intermediaire
10054;Bourdenay;1_Tres_sous_dotee
10055;Bourguignons;3_intermediaire
10056;Bouy-Luxembourg;1_Tres_sous_dotee
10057;Bouy-sur-Orvin;1_Tres_sous_dotee
10058;Bragelogne-Beauvoir;3_intermediaire
10059;Braux;2_Sous_dotee
10060;Bréviandes;3_intermediaire
10061;Brévonnes;1_Tres_sous_dotee
10062;Briel-sur-Barse;3_intermediaire
10063;Brienne-la-Vieille;2_Sous_dotee
10064;Brienne-le-Château;2_Sous_dotee
10065;Brillecourt;2_Sous_dotee
10066;Bucey-en-Othe;3_intermediaire
10067;Buchères;3_intermediaire
10068;Buxeuil;3_intermediaire
10069;Buxières-sur-Arce;3_intermediaire
10070;Celles-sur-Ource;3_intermediaire
10071;Chacenay;3_intermediaire
10072;La Chaise;2_Sous_dotee
10073;Chalette-sur-Voire;2_Sous_dotee
10074;Chamoy;2_Sous_dotee
10075;Champfleury;2_Sous_dotee
10076;Champignol-lez-Mondeville;2_Sous_dotee
10077;Champigny-sur-Aube;2_Sous_dotee
10078;Champ-sur-Barse;3_intermediaire
10079;Channes;3_intermediaire
10080;Chaource;3_intermediaire
10081;La Chapelle-Saint-Luc;3_intermediaire
10082;Chapelle-Vallon;3_intermediaire
10083;Chappes;3_intermediaire
10084;Charmont-sous-Barbuise;1_Tres_sous_dotee
10085;Charmoy;1_Tres_sous_dotee
10086;Charny-le-Bachot;1_Tres_sous_dotee
10087;Chaserey;1_Tres_sous_dotee
10089;Châtres;1_Tres_sous_dotee
10090;Chauchigny;3_intermediaire
10091;Chaudrey;2_Sous_dotee
10092;Chauffour-lès-Bailly;3_intermediaire
10093;Chaumesnil;2_Sous_dotee
10094;Chavanges;1_Tres_sous_dotee
10095;Le Chêne;2_Sous_dotee
10096;Chennegy;3_intermediaire
10097;Chervey;3_intermediaire
10098;Chesley;1_Tres_sous_dotee
10099;Chessy-les-Prés;2_Sous_dotee
10100;Clérey;3_intermediaire
10101;Coclois;2_Sous_dotee
10102;Colombé-la-Fosse;2_Sous_dotee
10103;Colombé-le-Sec;2_Sous_dotee
10104;Cormost;2_Sous_dotee
10105;Courcelles-sur-Voire;2_Sous_dotee
10106;Courceroy;1_Tres_sous_dotee
10107;Coursan-en-Othe;2_Sous_dotee
10108;Courtaoult;2_Sous_dotee
10109;Courtenot;3_intermediaire
10110;Courteranges;3_intermediaire
10111;Courteron;3_intermediaire
10112;Coussegrey;1_Tres_sous_dotee
10113;Couvignon;2_Sous_dotee
10114;Crancey;1_Tres_sous_dotee
10115;Creney-près-Troyes;3_intermediaire
10116;Crésantignes;2_Sous_dotee
10117;Crespy-le-Neuf;2_Sous_dotee
10118;Les Croûtes;2_Sous_dotee
10119;Cunfin;3_intermediaire
10120;Cussangy;3_intermediaire
10121;Dampierre;2_Sous_dotee
10122;Davrey;2_Sous_dotee
10123;Dienville;2_Sous_dotee
10124;Dierrey-Saint-Julien;3_intermediaire
10125;Dierrey-Saint-Pierre;3_intermediaire
10126;Dolancourt;2_Sous_dotee
10127;Dommartin-le-Coq;2_Sous_dotee
10128;Donnement;2_Sous_dotee
10129;Dosches;1_Tres_sous_dotee
10130;Dosnon;2_Sous_dotee
10131;Droupt-Saint-Basle;1_Tres_sous_dotee
10132;Droupt-Sainte-Marie;1_Tres_sous_dotee
10133;Eaux-Puiseaux;2_Sous_dotee
10134;Échemines;1_Tres_sous_dotee
10135;Éclance;2_Sous_dotee
10136;Éguilly-sous-Bois;3_intermediaire
10137;Engente;2_Sous_dotee
10138;Épagne;2_Sous_dotee
10139;Épothémont;2_Sous_dotee
10140;Ervy-le-Châtel;2_Sous_dotee
10141;Essoyes;3_intermediaire
10142;Estissac;3_intermediaire
10143;Étourvy;1_Tres_sous_dotee
10144;Étrelles-sur-Aube;1_Tres_sous_dotee
10145;Faux-Villecerf;3_intermediaire
10146;Fay-lès-Marcilly;1_Tres_sous_dotee
10147;Fays-la-Chapelle;2_Sous_dotee
10148;Ferreux-Quincey;1_Tres_sous_dotee
10149;Feuges;1_Tres_sous_dotee
10150;Fontaine;2_Sous_dotee
10151;Fontaine-les-Grès;3_intermediaire
10153;Fontaine-Mâcon;1_Tres_sous_dotee
10154;Fontenay-de-Bossery;1_Tres_sous_dotee
10155;Fontette;3_intermediaire
10156;Fontvannes;3_intermediaire
10157;La Fosse-Corduan;1_Tres_sous_dotee
10158;Fouchères;3_intermediaire
10159;Fralignes;3_intermediaire
10160;Fravaux;2_Sous_dotee
10161;Fresnay;2_Sous_dotee
10162;Fresnoy-le-Château;3_intermediaire
10163;Fuligny;2_Sous_dotee
10164;Gélannes;1_Tres_sous_dotee
10165;Géraudot;1_Tres_sous_dotee
10166;Les Grandes-Chapelles;3_intermediaire
10167;Grandville;2_Sous_dotee
10168;Les Granges;3_intermediaire
10169;Gumery;1_Tres_sous_dotee
10170;Gyé-sur-Seine;3_intermediaire
10171;Hampigny;2_Sous_dotee
10172;Herbisse;2_Sous_dotee
10173;Isle-Aumont;3_intermediaire
10174;Isle-Aubigny;2_Sous_dotee
10175;Jasseines;2_Sous_dotee
10176;Jaucourt;2_Sous_dotee
10177;Javernant;2_Sous_dotee
10178;Jessains;2_Sous_dotee
10179;Jeugny;2_Sous_dotee
10180;Joncreuil;1_Tres_sous_dotee
10181;Jully-sur-Sarce;3_intermediaire
10182;Juvancourt;2_Sous_dotee
10183;Juvanzé;2_Sous_dotee
10184;Juzanvigny;2_Sous_dotee
10185;Lagesse;3_intermediaire
10186;Laines-aux-Bois;2_Sous_dotee
10187;Landreville;3_intermediaire
10188;Lantages;3_intermediaire
10189;Lassicourt;2_Sous_dotee
10190;Laubressel;3_intermediaire
10191;Lavau;3_intermediaire
10192;Lentilles;2_Sous_dotee
10193;Lesmont;2_Sous_dotee
10194;Lévigny;2_Sous_dotee
10195;Lhuître;2_Sous_dotee
10196;Lignières;1_Tres_sous_dotee
10197;Lignol-le-Château;2_Sous_dotee
10198;Lirey;2_Sous_dotee
10199;Loches-sur-Ource;3_intermediaire
10200;La Loge-aux-Chèvres;3_intermediaire
10201;La Loge-Pomblin;3_intermediaire
10202;Les Loges-Margueron;3_intermediaire
10203;Longchamp-sur-Aujon;2_Sous_dotee
10204;Longeville-sur-Mogne;2_Sous_dotee
10205;Longpré-le-Sec;3_intermediaire
10206;Longsols;1_Tres_sous_dotee
10207;Longueville-sur-Aube;1_Tres_sous_dotee
10208;La Louptière-Thénard;1_Tres_sous_dotee
10209;Lusigny-sur-Barse;3_intermediaire
10210;Luyères;1_Tres_sous_dotee
10211;Macey;2_Sous_dotee
10212;Machy;2_Sous_dotee
10213;Magnant;3_intermediaire
10214;Magnicourt;2_Sous_dotee
10215;Magny-Fouchard;3_intermediaire
10216;Mailly-le-Camp;2_Sous_dotee
10217;Maison-des-Champs;2_Sous_dotee
10218;Maisons-lès-Chaource;3_intermediaire
10219;Maisons-lès-Soulaines;2_Sous_dotee
10220;Maizières-la-Grande-Paroisse;1_Tres_sous_dotee
10221;Maizières-lès-Brienne;2_Sous_dotee
10222;Maraye-en-Othe;3_intermediaire
10223;Marcilly-le-Hayer;1_Tres_sous_dotee
10224;Marigny-le-Châtel;1_Tres_sous_dotee
10225;Marnay-sur-Seine;1_Tres_sous_dotee
10226;Marolles-lès-Bailly;3_intermediaire
10227;Marolles-sous-Lignières;2_Sous_dotee
10228;Mathaux;2_Sous_dotee
10229;Maupas;2_Sous_dotee
10230;Mergey;3_intermediaire
10231;Le Mériot;1_Tres_sous_dotee
10232;Merrey-sur-Arce;3_intermediaire
10233;Méry-sur-Seine;1_Tres_sous_dotee
10234;Mesgrigny;1_Tres_sous_dotee
10235;Mesnil-la-Comtesse;2_Sous_dotee
10236;Mesnil-Lettre;2_Sous_dotee
10237;Mesnil-Saint-Loup;3_intermediaire
10238;Mesnil-Saint-Père;3_intermediaire
10239;Mesnil-Sellières;1_Tres_sous_dotee
10240;Messon;3_intermediaire
10241;Metz-Robert;3_intermediaire
10242;Meurville;2_Sous_dotee
10243;Molins-sur-Aube;2_Sous_dotee
10245;Montaulin;3_intermediaire
10246;Montceaux-lès-Vaudes;2_Sous_dotee
10247;Montfey;2_Sous_dotee
10248;Montgueux;2_Sous_dotee
10249;Montiéramey;3_intermediaire
10250;Montier-en-l'Isle;2_Sous_dotee
10251;Montigny-les-Monts;2_Sous_dotee
10252;Montmartin-le-Haut;3_intermediaire
10253;Montmorency-Beaufort;2_Sous_dotee
10254;Montpothier;3_intermediaire
10255;Montreuil-sur-Barse;3_intermediaire
10256;Montsuzain;2_Sous_dotee
10257;Morembert;2_Sous_dotee
10258;Morvilliers;2_Sous_dotee
10259;La Motte-Tilly;1_Tres_sous_dotee
10260;Moussey;3_intermediaire
10261;Mussy-sur-Seine;3_intermediaire
10262;Neuville-sur-Seine;3_intermediaire
10263;Neuville-sur-Vanne;3_intermediaire
10264;Noé-les-Mallets;3_intermediaire
10265;Les Noës-près-Troyes;3_intermediaire
10266;Nogent-en-Othe;3_intermediaire
10267;Nogent-sur-Aube;2_Sous_dotee
10268;Nogent-sur-Seine;1_Tres_sous_dotee
10269;Nozay;2_Sous_dotee
10270;Onjon;1_Tres_sous_dotee
